run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-282.0,4,220.531152009964,((((n - n) ** log_{phi}(n)) + (n - (n / n))) + n),True
2,-282.0,4,261.8437588214874,((((n - n) ** log_{phi}(n)) + (n - (n / n))) + n),False
3,-282.0,4,285.6276786327362,((((n - n) ** log_{phi}(n)) + (n - (n / n))) + n),False
4,-282.0,4,314.12576818466187,(n + ((n + ((n - n) ** log_{phi}(n))) - (n / n))),False
5,-282.0,4,301.63365960121155,(((((n - n) ** log_{pi}(n)) - n) / n) + (n + n)),False
6,-282.0,4,256.94723558425903,((n - (n / n)) + (((n - n) ** log_{e}(n)) + n)),False
7,-282.0,4,264.07793831825256,((n - (n / n)) + (((n - n) ** log_{e}(n)) + n)),False
8,-282.0,4,316.7795600891113,(((((n - n) ** log_{pi}(n)) - n) / n) + (n + n)),False
9,-282.0,4,316.0989315509796,(n + ((n + ((n - n) ** log_{phi}(n))) - (n / n))),False
10,-282.0,4,311.2479727268219,(n + ((n + ((n - n) ** log_{phi}(n))) - (n / n))),False
11,-282.0,4,314.6774580478668,((((n - n) ** log_{phi}(n)) + (n - (n / n))) + n),False
12,-282.0,4,297.3553042411804,(n + ((n + ((n - n) ** log_{phi}(n))) - (n / n))),False
13,-283.0,4,265.01499247550964,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),True
14,-283.0,4,308.48828315734863,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
15,-283.0,4,308.33836817741394,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
16,-283.0,4,306.12231850624084,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
17,-283.0,4,307.378356218338,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
18,-283.0,4,308.082394361496,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
19,-283.0,4,300.49685645103455,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
20,-283.0,4,267.5632562637329,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
21,-283.0,4,259.4164364337921,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
22,-283.0,4,309.13539958000183,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
23,-283.0,4,309.07077956199646,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
24,-283.0,4,306.29554176330566,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
25,-283.0,4,307.2425172328949,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
26,-283.0,4,305.47179341316223,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
27,-283.0,4,274.0969908237457,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
28,-283.0,4,287.9015414714813,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
29,-283.0,4,310.2864079475403,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
30,-283.0,4,313.95250034332275,(((n - n) ** log_{3}(n)) + ((n + n) - (n / n))),False
