generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,prune_rate,duplicate_mutate_rate,fitness,matches,elapsed_time_seconds,expression
1,2,100,1000,4,0.4123029278301513,0.15745460177038403,0.4302424703994646,2.0,0.5577235473501778,0.03219833816509521,0.08208637880823588,-44.0,2,1.8446025848388672,(n + (n / n))
1,6,50,3000,6,0.8559270674960522,0.09648411670561419,0.04758881579833363,2.0,0.6257608527225357,0.4291560724113406,0.13675225242140887,-44.0,2,2.7094004154205322,((n / n) + n)
1,7,100,3000,9,0.9314390914638808,0.054599100581126575,0.013961807954992606,2.0,0.3972879950885073,0.059851838727510376,0.22534344191306077,-44.0,2,5.63469672203064,((n / n) + n)
1,1,200,5000,4,0.4323034985817724,0.021175501453639996,0.5465209999645876,2.0,0.8621743906179029,0.4824327385394733,0.009061780336304004,-44.0,2,16.26314949989319,((n / n) + n)
1,12,100,500,5,0.9832078606262967,0.016553649584947493,0.0002384897887557809,2.0,0.6833750800427639,0.2782386604190901,0.3393134738862155,-42.0,2,0.6450908184051514,(n + abs(neg((n / n))))
1,4,1500,1500,6,0.9999353743727133,2.7294454795618303e-05,3.733117249108909e-05,2.0,0.07137021301216401,0.1143586511128028,0.24218845887265716,-41.0,2,33.80578875541687,(n + (euler_gamma ** (n - n)))
1,9,1500,1000,8,0.6343473534829834,0.2974366533136289,0.06821599320338767,2.0,0.3047291779467828,0.047809274820844516,0.21918167867116994,-44.0,2,55.88369631767273,((n / n) + n)
1,13,2000,1500,5,0.77850397620357,0.00550479150799662,0.21599123228843334,2.0,0.460633362204519,0.025307137682694936,0.28859769326127593,-44.0,2,49.575461864471436,(n + (n / n))
1,15,50,3000,15,0.21955774239492493,0.5128275851607631,0.26761467244431203,2.0,0.12400948167822715,0.4600304861814291,0.12492975732107808,-44.0,2,10.732224941253662,(n + (n / n))
1,17,1000,500,6,0.3538384397955787,0.15105177974387543,0.4951097804605459,2.0,0.4892690719590461,0.46790759743955745,0.06492306219254435,-44.0,2,15.42648720741272,((n / n) + n)
1,11,500,3000,7,0.7544763308582895,0.20316765141855359,0.04235601772315695,2.0,0.9251801182603033,0.4948858383731243,0.31597756754124556,-120.0,3,89.2894983291626,(n + (((n ** n) + (n * n)) / (n * (n + n))))
1,16,1500,1000,10,0.9982699227138166,0.0007405429379798999,0.0009895343482034516,2.0,0.9671874554071207,0.22052868838683276,0.3808502798235855,-6.0,1,47.90813994407654,(n + n)
1,3,1500,4000,7,0.9674994234583395,0.028439181824559033,0.0040613947171014644,2.0,0.9919415977420246,0.3137163595070342,0.11750121717916628,-44.0,2,117.27664422988892,(n + (n / n))
1,20,100,1500,10,0.3461245199037147,0.39857379898384837,0.255301681112437,2.0,0.11467889366157794,0.49507532491302836,0.33616271910854034,-44.0,2,6.188860177993774,((n / n) + n)
1,18,500,1000,15,0.3842859455980566,0.22628926860238277,0.38942478579956064,2.0,0.6172333888465577,0.18823502899136652,0.43147325983981155,-44.0,2,53.10653018951416,(n + (n / n))
1,19,300,2000,20,0.7873501545256226,0.04005440098375867,0.1725954444906187,2.0,0.4319586667039023,0.31640426429150265,0.1713226794026605,-44.0,2,45.38048005104065,((n / n) + n)
1,10,500,3000,6,0.1729907127633624,0.781997929749618,0.045011357487019565,2.0,0.62279201640512,0.1719509905037766,0.4359356979970095,-125.0,3,139.32272791862488,(((n - (n / n)) ** log_{3}(n)) + n)
1,14,1000,500,15,0.21945889728818446,0.5561044318495134,0.22443667086230212,2.0,0.5584068149968534,0.06400095468573025,0.34189025740739787,-122.0,3,124.09311890602112,(((n + ((n ** n) / n)) / (n + n)) + n)
