run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-123.0,3,319.8842806816101,"(n + ((n + (nroot((n ** (n * n)), n) / n)) / (n + n)))",True
2,-283.0,4,377.91710233688354,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),True
3,-283.0,4,381.5336194038391,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
4,-123.0,3,372.55321526527405,(((((n ** acos(cos(n))) / n) + n) / (n + n)) + n),False
5,-283.0,4,359.3827064037323,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
6,-283.0,4,388.655757188797,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
7,-123.0,3,340.05376410484314,(n + ((n + ((n ** acos(cos(n))) / n)) / (n + n))),False
8,-283.0,4,362.07407665252686,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
9,-123.0,3,400.77713084220886,(n + ((n + ((n ** acos(cos(n))) / n)) / (n + n))),False
10,-123.0,3,388.50974130630493,"((((nroot(((n ** n) ** n), n) / n) + n) / (n + n)) + n)",False
11,-283.0,4,399.435435295105,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
12,-283.0,4,390.45593905448914,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
13,-123.0,3,398.8431282043457,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
14,-123.0,3,417.5033848285675,(((((n ** acos(cos(n))) / n) + n) / (n + n)) + n),False
15,-283.0,4,421.9193515777588,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
16,-123.0,3,356.1398673057556,(n + ((n + ((acos(cos(n)) ** n) / n)) / (n + n))),False
17,-283.0,4,401.4350047111511,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
18,-123.0,3,420.2997364997864,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
19,-283.0,4,387.3546600341797,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
20,-123.0,3,387.5388171672821,"((((nroot(((n ** n) ** n), n) / n) + n) / (n + n)) + n)",False
21,-123.0,3,414.70463609695435,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
22,-283.0,4,424.64449739456177,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
23,-283.0,4,441.5029411315918,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
24,-123.0,3,415.11602783203125,(n + ((n + ((n ** acos(cos(n))) / n)) / (n + n))),False
25,-283.0,4,421.91573691368103,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
26,-283.0,4,419.35523080825806,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
27,-123.0,3,425.4838001728058,"(n + (((nroot((n ** (n * n)), n) / n) + n) / (n + n)))",False
28,-123.0,3,419.8546476364136,"(n + (((nroot((n ** (n * n)), n) / n) + n) / (n + n)))",False
29,-283.0,4,410.4074921607971,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
30,-123.0,3,409.26206493377686,(((((acos(cos(n)) ** n) / n) + n) / (n + n)) + n),False
31,-123.0,3,383.83616971969604,"(n + (((nroot((n ** (n * n)), n) / n) + n) / (n + n)))",False
32,-123.0,3,353.7584159374237,(((n + ((n ** acos(cos(n))) / n)) / (n + n)) + n),False
33,-283.0,4,388.14852595329285,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
