generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,prune_rate,duplicate_mutate_rate,fitness,matches,elapsed_time_seconds,expression
1,4,300,5000,3,0.694618923855135,0.014194636311559834,0.29118643983330517,2.0,0.40154405865022996,0.33241591836021184,0.3977928558204325,-44.0,2,18.447410821914673,(n + (n / n))
1,3,50,3000,20,0.598366656921503,0.2358175409065969,0.16581580217190006,2.0,0.18722503048584616,0.20658370175964558,0.43606169547590445,-122.0,3,19.619484901428223,(((n + ((n ** n) / n)) / (n + n)) + n)
1,6,500,2000,10,0.9005574115732882,0.09855009359236337,0.000892494834348459,2.0,0.5877857317347948,0.05674546429078747,0.01302251640056179,-44.0,2,21.895350456237793,((n / n) + n)
1,2,200,2000,8,0.20472464340445362,0.4200764462159559,0.37519891037959047,2.0,0.9045145923546387,0.2989056522390535,0.40004192993514204,-44.0,2,24.244229078292847,((n / n) + n)
1,9,50,4000,8,0.7198084635382543,0.17237346806539494,0.10781806839635072,2.0,0.8222710891278463,0.11664749211795217,0.408442819340632,-44.0,2,6.639430284500122,((n / n) + n)
1,10,50,5000,3,0.17125390878996077,0.4220451941643386,0.40670089704570067,2.0,0.5074939602819882,0.007116050047195122,0.3633978985620611,-44.0,2,6.929968357086182,((n / n) + n)
1,1,1000,1500,7,0.8460484750565272,0.05825653307241815,0.0956949918710546,2.0,0.6094728156784194,0.40155622868540786,0.28780084179160553,-44.0,2,26.93442416191101,(n + (n / n))
1,11,500,500,12,0.7603610597020174,0.08808614987285808,0.15155279042512454,2.0,0.45527180812086937,0.08675612449961984,0.01996587256794946,-44.0,2,9.350148916244507,((n / n) + n)
1,5,300,4000,4,0.4993503612901864,0.3211660460506251,0.1794835926591885,2.0,0.9334052488882152,0.4810697791972429,0.4573181918200346,-44.0,2,32.813443660736084,((n / n) + n)
1,17,50,1000,8,0.7447541272287993,0.2017827931077274,0.0534630796634733,2.0,0.2333180621170966,0.1738638069234486,0.3991675706384672,-44.0,2,1.241572618484497,((n / n) + n)
1,16,100,3000,20,0.9263017697113878,0.06445858911195905,0.009239641176653171,2.0,0.4355595519312795,0.23130571740331396,0.029161506403659776,-44.0,2,11.508485078811646,(n + (n / n))
1,15,2000,2000,3,0.7767631108592327,0.06242111535601702,0.16081577378475032,2.0,0.4340987139900097,0.4451131517000647,0.12132399467580296,-44.0,2,57.0359148979187,(n + (n / n))
1,20,50,5000,20,0.9049842101910992,0.018353686323320136,0.07666210348558067,2.0,0.7667440500498477,0.16364855987924615,0.09525786363076427,-44.0,2,12.014680862426758,((n / n) + n)
1,13,1500,4000,3,0.491831563510452,0.024229956395902336,0.4839384800936457,2.0,0.5812928862678144,0.14293746588033324,0.2520874011495229,-44.0,2,88.06958198547363,(n + (n / n))
1,8,1000,4000,7,0.10500872023680213,0.13355018255782833,0.7614410972053695,2.0,0.6567193717746379,0.39603339466897286,0.04625247663305304,-44.0,2,165.44620633125305,((n / n) + n)
1,18,2000,3000,9,0.8592686967567383,0.047386353101943744,0.09334495014131791,2.0,0.6422442234977956,0.06956802664964329,0.09955354924028914,-44.0,2,133.63955354690552,((n / n) + n)
1,7,1500,3000,8,0.6978129877367891,0.25111656949518185,0.05107044276802902,2.0,0.7904116457233803,0.05363993989871152,0.27658006562963283,-44.0,2,179.94927954673767,(n + (n / n))
1,12,1500,5000,7,0.8241660507826329,0.1428897127934144,0.032944236423952666,2.0,0.7297279695375021,0.2744303477031786,0.3799044889129426,-122.0,3,229.64799547195435,(((((n ** n) / n) + n) / (n + n)) + n)
1,14,500,5000,10,0.13396556161208445,0.6890374951712743,0.17699694321664117,2.0,0.2068610720991081,0.31273515780508293,0.3873081987294559,-122.0,3,267.843444108963,(n + ((((n ** n) / n) + n) / (n + n)))
1,19,1500,4000,20,0.6898851988373255,0.18643498047492027,0.12367982068775427,2.0,0.12218597170311915,0.07294799584847428,0.2878702319879554,-44.0,2,380.0116500854492,((n / n) + n)
2,7,50,3000,20,0.598366656921503,0.2358175409065969,0.16581580217190006,2.0,0.18722503048584616,0.20658370175964558,0.43606169547590445,-44.0,2,13.506905794143677,((n / n) + n)
2,1,50,3000,20,0.598366656921503,0.2358175409065969,0.16581580217190006,2.0,0.18722503048584616,0.20658370175964558,0.43606169547590445,-44.0,2,13.741533994674683,((n / n) + n)
2,6,300,5000,3,0.694618923855135,0.014194636311559834,0.29118643983330517,2.0,0.40154405865022996,0.33241591836021184,0.3977928558204325,-44.0,2,18.630118370056152,(n + (n / n))
2,4,300,5000,3,0.694618923855135,0.014194636311559834,0.29118643983330517,2.0,0.40154405865022996,0.33241591836021184,0.3977928558204325,-44.0,2,19.03241777420044,((n / n) + n)
2,5,500,2000,10,0.9005574115732882,0.09855009359236337,0.000892494834348459,2.0,0.5877857317347948,0.05674546429078747,0.01302251640056179,-44.0,2,23.40535545349121,(n + (n / n))
2,11,50,2000,20,0.598366656921503,0.2358175409065969,0.16581580217190006,2.0,0.18722503048584616,0.20658370175964558,0.43606169547590445,-44.0,2,9.066473484039307,((n / n) + n)
2,9,1500,5000,3,0.694618923855135,0.014194636311559834,0.29118643983330517,2.0,0.40154405865022996,0.33241591836021184,0.3977928558204325,-44.0,2,104.01693153381348,(n + (n / n))
