run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-123.0,3,292.20740818977356,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",True
2,-123.0,3,299.23063373565674,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
3,-123.0,3,394.23748230934143,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
4,-283.0,4,385.4822075366974,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),True
5,-123.0,3,379.4484887123108,"(n + ((n + (nroot((n ** (n * n)), n) / n)) / (n + n)))",False
6,-123.0,3,391.4541380405426,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
7,-123.0,3,367.3742952346802,(n + ((n + ((n ** acos(cos(n))) / n)) / (n + n))),False
8,-123.0,3,356.95908308029175,(n + ((((n ** acos(cos(n))) / n) + n) / (n + n))),False
9,-123.0,3,396.16754388809204,"(n + ((n + (nroot((n ** (n * n)), n) / n)) / (n + n)))",False
10,-123.0,3,377.29374980926514,"(n + ((n + (nroot((n ** (n * n)), n) / n)) / (n + n)))",False
11,-283.0,4,380.68583393096924,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
12,-123.0,3,362.5680136680603,(n + ((n + ((acos(cos(n)) ** n) / n)) / (n + n))),False
13,-123.0,3,375.4849445819855,"(n + ((n + (nroot((n ** (n * n)), n) / n)) / (n + n)))",False
14,-123.0,3,385.9725444316864,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
15,-123.0,3,368.86103868484497,(n + ((n + ((n ** acos(cos(n))) / n)) / (n + n))),False
16,-123.0,3,403.10804653167725,"((((nroot(((n ** n) ** n), n) / n) + n) / (n + n)) + n)",False
17,-123.0,3,397.44791173934937,"(n + (((nroot((n ** (n * n)), n) / n) + n) / (n + n)))",False
18,-123.0,3,364.80740785598755,(((((acos(cos(n)) ** n) / n) + n) / (n + n)) + n),False
19,-123.0,3,370.1092541217804,(n + ((n + ((acos(cos(n)) ** n) / n)) / (n + n))),False
20,-123.0,3,395.21738362312317,"(n + (((nroot((n ** (n * n)), n) / n) + n) / (n + n)))",False
21,-123.0,3,394.27321910858154,"((((nroot(((n ** n) ** n), n) / n) + n) / (n + n)) + n)",False
22,-123.0,3,372.7533473968506,(n + ((n + ((n ** acos(cos(n))) / n)) / (n + n))),False
23,-123.0,3,388.1340126991272,"((((nroot(((n ** n) ** n), n) / n) + n) / (n + n)) + n)",False
24,-283.0,4,390.76412177085876,(((n - n) ** log_{3}(n)) + ((n - (n / n)) + n)),False
25,-123.0,3,381.59006547927856,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
26,-123.0,3,385.8015525341034,"(((n + (nroot((n ** (n * n)), n) / n)) / (n + n)) + n)",False
27,-123.0,3,388.6054470539093,"(n + ((n + (nroot((n ** (n * n)), n) / n)) / (n + n)))",False
