run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-896.0,6,487.82367062568665,"cosh(cosh((nroot(n, e) min tan(avogadro))))",True
2,-539.0,5,374.01879048347473,"cosh(tan(nroot(n, 7)))",False
3,-893.0,6,922.6041383743286,"ceil(sinh((nroot(n, cosh(catalan)) min cosh(cosh(atan(e))))))",False
4,-293.0,4,402.66779136657715,(n + (cos(n) + n)),False
5,-894.0,6,738.2248613834381,"cosh(cosh(nroot((n min (e + e)), e)))",False
6,-293.0,4,398.2576582431793,((n + cos(n)) + n),False
7,-293.0,4,399.4455909729004,((n + cos(n)) + n),False
8,-293.0,4,398.56495785713196,((n + n) + cos(n)),False
9,-293.0,4,397.84566259384155,((n + n) + cos(n)),False
10,-895.0,6,739.3758668899536,"cosh(tan(nroot((n min (e + e)), 7)))",False
11,-895.0,6,729.6751062870026,"cosh(tan(nroot((n min (e + e)), 7)))",False
12,-293.0,4,400.14056634902954,((cos(n) + n) + n),False
13,-293.0,4,399.3412284851074,(n + (cos(n) + n)),False
14,-293.0,4,401.7672667503357,(cos(n) + (n + n)),False
15,-542.0,5,424.0971727371216,"cosh(tan(nroot(n, 7)))",False
16,-293.0,4,400.07595920562744,(n + (n + cos(n))),False
17,-293.0,4,399.43095111846924,(cos(n) + (n + n)),False
18,-894.0,6,721.6706092357635,"cosh(cosh(nroot((n min (e + e)), e)))",False
19,-896.0,6,699.8857016563416,"cosh(cosh((nroot(n, e) min tan(avogadro))))",False
20,-2013.0,8,1232.4293587207794,"cosh(cosh(nroot((n min (((sin(sin(n)) max h) + e) + e)), e)))",True
21,-895.0,6,724.2791478633881,"cosh(tan(nroot((n min (e + e)), 7)))",False
22,-542.0,5,424.9185531139374,"cosh(tan(nroot(n, 7)))",False
23,-293.0,4,402.58121728897095,((cos(n) + n) + n),False
24,-539.0,5,417.7648448944092,"sinh(tan(nroot(n, 7)))",False
25,-293.0,4,402.17215299606323,(n + (n + cos(n))),False
26,-896.0,6,696.4663109779358,"sinh(cosh((nroot(n, e) min tan(avogadro))))",False
27,-895.0,6,731.5276484489441,"cosh(tan(nroot((n min (e + e)), 7)))",False
28,-293.0,4,399.5560700893402,(n + (cos(n) + n)),False
29,-896.0,6,691.4227294921875,"sinh(cosh((nroot(n, e) min tan(avogadro))))",False
30,-293.0,4,400.4062702655792,((cos(n) + n) + n),False
31,-895.0,6,782.6439874172211,"sinh(cosh(nroot(((atan(n) + 4) min n), e)))",False
32,-2015.0,8,812.4242403507233,"cosh(tan(nroot((n min (e + ((boltzmann max sin(n)) + e))), 7)))",True
33,-2015.0,8,967.4819452762604,"sinh(tan(nroot((n min ((sin(n) max boltzmann) + (e + e))), 7)))",False
34,-896.0,6,776.5146975517273,"cosh(cosh((nroot(n, e) min tan(avogadro))))",False
35,-894.0,6,731.1900782585144,"sinh(cosh(nroot(((e + e) min n), e)))",False
36,-896.0,6,823.4182729721069,"cosh(tan(nroot(((atan(7) + 4) min n), 7)))",False
37,-896.0,6,825.4692718982697,"cosh(tan(nroot(((atan(7) + 4) min n), 7)))",False
38,-2015.0,8,1165.584333896637,"cosh(tan(nroot((n min (e + ((boltzmann max sin(n)) + e))), 7)))",False
39,-896.0,6,760.5532851219177,"sinh(tan(nroot((n min sinh(sinh(phi))), 7)))",False
40,-896.0,6,774.1369020938873,"sinh(tan(nroot((n min sinh(sinh(phi))), 7)))",False
41,-293.0,4,404.1256763935089,(cos(n) + (n + n)),False
42,-2824.0,9,1794.1552712917328,"cosh(tan(nroot((n min (e + ((((e % nroot(n, 7)) ** acos(sin(n))) max sin(n)) + e))), 7)))",True
43,-896.0,6,819.1764304637909,"cosh(tan(nroot(((atan(7) + 4) min n), 7)))",False
44,-894.0,6,735.775964975357,"sinh(cosh(nroot((n min (e + e)), e)))",False
45,-2015.0,8,1161.9296472072601,"cosh(tan(nroot((n min (e + ((boltzmann max sin(n)) + e))), 7)))",False
46,-896.0,6,747.8601078987122,"sinh(tan(nroot((n min sinh(sinh(phi))), 7)))",False
47,-895.0,6,734.2422139644623,"cosh(tan(nroot(((e + e) min n), 7)))",False
48,-896.0,6,781.5712597370148,"cosh(cosh((nroot(n, e) min tan(avogadro))))",False
49,-2016.0,8,1052.7033653259277,"sinh(cosh(nroot((((atan((n % (e + e))) + 4) * atan(e)) min n), e)))",False
50,-2016.0,8,1245.6266219615936,"sinh(tan(nroot((((atan(7) + (atan(ceil(sin(n))) max sin(n))) + 4) min n), 7)))",False
51,-2824.0,9,1825.504822254181,"sinh(tan(nroot((n min (e + ((((e % nroot(n, 7)) ** acos(sin(n))) max sin(n)) + e))), 7)))",False
52,-895.0,6,729.7411804199219,"sinh(tan(nroot((n min (e + e)), 7)))",False
53,-2014.0,8,1270.9893970489502,"cosh(cosh(nroot((n min (((sin((sinh(e) min n)) max h) + e) + e)), e)))",False
54,-1381.0,7,1283.430242061615,"sinh(tan(nroot(((atan(7) + (atan((((7 min n) / n) & n)) + 4)) min n), 7)))",False
55,-895.0,6,770.3013188838959,"sinh(tan(nroot(((e + e) min n), 7)))",False
56,-2016.0,8,1396.9940521717072,"cosh(tan(nroot(((atan(7) + ((atan(ceil(sin(n))) max sin(n)) + 4)) min n), 7)))",False
57,-896.0,6,856.2242789268494,"sinh(tan(nroot((n min sinh(sinh(phi))), 7)))",False
