run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-2018.0,8,1430.2620856761932,"sinh(tan(nroot(((cosh(cosh((tan(n) max ((7 % n) // 7)))) + 4) min n), 7)))",True
2,-2011.0,8,1806.4425168037415,"sinh(tan(nroot((((phi ** 4) - ((n % acos(G)) % acos(sin(n)))) min ((phi * 4) min n)), 7)))",False
3,-1388.0,7,939.9838435649872,"cosh(tan(nroot(((cosh(cosh(tan(n))) + 4) min n), 7)))",False
4,-2016.0,8,1503.0719079971313,"sinh(tan(nroot((((atan(ceil(sin(n))) max sin(n)) + (atan(7) + 4)) min n), 7)))",False
5,-2015.0,8,1031.887071609497,"cosh(tan(nroot((n min ((sin(n) max h) + (e + e))), 7)))",False
6,-5021.0,11,2425.8813474178314,"cosh(tan(nroot(((e + ((((e % nroot(n, 7)) ** (acos(atan(sin(n))) / catalan)) max sin(n)) + e)) min n), 7)))",True
7,-2015.0,8,886.2284879684448,"cosh(tan(nroot((n min ((e + e) + (sin(n) max boltzmann))), 7)))",False
8,-2019.0,8,1475.6253952980042,"sinh(tan(nroot((((phi ** 4) - (7 % acos(((7 % n) / n)))) min n), 7)))",False
9,-2017.0,8,1475.9934837818146,"cosh(tan(nroot((n min (atan(7) + (tanh((n % floor((4 + e)))) + 4))), 7)))",False
10,-2011.0,8,1474.6737139225006,"sinh(tan(nroot((((phi ** 4) - ((n % acos(G)) % acos(sin(n)))) min ((phi * 4) min n)), 7)))",False
11,-2020.0,8,1383.3280401229858,"cosh(tan(nroot(((7 - (tan(cos(ceil(sin(n)))) max tan(n))) min n), 7)))",False
12,-5018.0,11,2194.6786472797394,"sinh(tan(nroot((((e + ((((e % nroot(n, 7)) ** (acos(sin(n)) / catalan)) max sin(n)) + e)) min n) min sinh(e)), 7)))",False
