run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-2016.0,8,1452.926099061966,"cosh(tan(nroot((n min ((e / (cos(n) max sin(sin(nroot(n, e))))) + e)), 7)))",True
2,-893.0,6,961.0345683097839,"ceil(sinh((nroot(n, cosh(catalan)) min cosh(cosh(atan(e))))))",False
3,-2010.0,8,1621.870985031128,"cosh(tan(nroot((n min (((e / cos(sin(n))) + e) min (tan(tan(n)) + 7))), 7)))",False
4,-5021.0,11,2412.712701320648,"cosh(tan(nroot(((e + ((((e % nroot(n, 7)) ** (acos(atan(sin(n))) / catalan)) max sin(n)) + e)) min n), 7)))",True
5,-895.0,6,737.3525969982147,"sinh(tan(nroot((n min (e + e)), 7)))",False
6,-5021.0,11,2069.1311943531036,"cosh(tan(nroot(((e + ((((e % nroot(n, 7)) ** (acos(atan(sin(n))) / catalan)) max sin(n)) + e)) min n), 7)))",False
7,-2016.0,8,1458.5413925647736,"cosh(tan(nroot((((e / cos(sin(((4 + pi) min n)))) + e) min n), 7)))",False
8,-895.0,6,753.1721596717834,"cosh(tan(nroot((n min (e + e)), 7)))",False
9,-896.0,6,799.5346302986145,"sinh(tan((cosh(tanh(catalan)) min nroot(n, 7))))",False
10,-2019.0,8,1467.7200617790222,"cosh(tan(nroot(((7 - tan(cos(cos((7 % acos(sin(sin(n)))))))) min n), 7)))",False
11,-2823.0,9,935.5530984401703,"cosh(tan(nroot((n min (7 - tan((cos((tan(sin(n)) % tan(n))) % cos((n % sin(7))))))), 7)))",False
12,-3820.0,10,2111.8586432933807,"sinh(tan(nroot(((e + ((((e % nroot(n, 7)) ** (acos(sin(sin(n))) / catalan)) max sin(n)) + e)) min n), 7)))",False
13,-2017.0,8,1526.2344048023224,"cosh(tan(nroot(((atan(7) + (tanh(floor((n % (atan(7) + 4)))) + 4)) min n), 7)))",False
