fitness,matches,expression
-2021.0,8,((cosh((n / ceil(phi))) min (cos(factorial(n)) + (n + e))) + n)
-2021.0,8,"(((nroot(floor(nroot(n, tanh(phi))), catalan) // catalan) + cos(n)) + n)"
-2021.0,8,(cos(n) + (n + ((n ** asin(catalan)) // (catalan ** ceil(sin(n))))))
-2021.0,8,"((cos(n) + n) + (n ** nroot(cosh(sin((cos(n) + n))), e)))"
-2021.0,8,"(nroot(sinh(phi), ((nroot((sinh(cos(n)) % n), n) + phi) / n)) + n)"
-2020.0,8,"((n + (nroot(((n * pi) // e), catalan) // catalan)) + cos(n))"
-2020.0,8,(n + ((n ** log_{(pi + (n // e))}(n)) min (pi + n)))
-2020.0,8,((n + cosh((n / floor(e)))) min (n + (n + cosh((n // pi)))))
-2020.0,8,"((nroot((n // (catalan ** phi)), (catalan ** phi)) + n) + floor(cos(n)))"
-2019.0,8,"(n + ((n + (sin(factorial(n)) + pi)) ** tanh((n - nroot(n, atan(e))))))"
-2019.0,8,"((n + euler_gamma) + (((n + sin(factorial(n))) * nroot(n, n)) min nroot(factorial(n), e)))"
-2019.0,8,"(floor(cos(n)) + ((n // cos(cos((n | c)))) + nroot(n, catalan)))"
-2019.0,8,"((n * catalan) + (sin(cos(n)) + nroot((n // sin(sinh(catalan))), sin(avogadro))))"
-2019.0,8,"(nroot(n, sin(avogadro)) + (floor(cos(floor((cos((n * n)) / tanh(euler_gamma))))) + n))"
-2018.0,8,"(((n + tan(floor(log_{7}(n)))) + atan(cos(n))) + nroot(n, catalan))"
-2018.0,8,"(n + (nroot(n, cos((euler_gamma % sin(n)))) + cos((n / catalan))))"
-2018.0,8,(cos(n) + (n + (n * asin(((catalan max sin(n)) max sin(sinh(n)))))))
-2018.0,8,(n + ((n * asin(((catalan max sin(n)) max sin(sinh(n))))) + cos(n)))
-2017.0,8,"(n + (nroot(n, (catalan min (tan(n) % (n * acos(euler_gamma))))) + sin(cos(n))))"
-2017.0,8,"ceil((phi ** ((nroot(n, n) + nroot((cosh(e) min n), tan(catalan))) min n)))"
-2017.0,8,"((cos((cosh(n) - factorial(n))) + n) + ((cos(n) // n) + nroot(nroot(n, catalan), catalan)))"
-2017.0,8,"(n + cosh(((n / ceil(phi)) min (pi min (n ** cos(nroot(catalan, e)))))))"
-2017.0,8,(n + (cos((n min sinh(e))) + (n + (e % ((cos(n) + n) / e)))))
-2017.0,8,"(((n max ((sin(n) * c) min nroot(n, catalan))) + nroot(n, catalan)) + tanh(cos(n)))"
-2017.0,8,((cos(n) + (((n // tanh(tan(catalan))) // tanh(atan(n))) / tanh(tan(catalan)))) + n)
-2017.0,8,"(((nroot(nroot(n, catalan), catalan) + cos((cosh(n) - factorial(n)))) + (cos(n) // n)) + n)"
-2016.0,8,(((n // sin(sinh(catalan))) + cos(n)) + ((n // sin(sinh(catalan))) / sin(sinh(catalan))))
-2016.0,8,((n ** atan(((n % (n % atan(n))) + ((atan(n) ** 5) / pi)))) + n)
-2016.0,8,"(n + ((nroot((n + (log_{8}(n) // catalan)), catalan) // catalan) + cos(n)))"
-2016.0,8,"((atan(cos(n)) + (n // (catalan ** phi))) + nroot((n // (catalan ** atan(n))), catalan))"
-2015.0,8,"((cos(cosh(n)) + nroot(((cosh(h) % cos((cosh(n) - factorial(n)))) + n), catalan)) + nroot(n, catalan))"
-2015.0,8,"(n + (n ** ((e * (n % catalan)) min nroot(pi, (n ** (tan(cos(n)) max catalan))))))"
-2015.0,8,"((cos(n) + n) + (nroot(nroot(n, (cos(n) max nroot(catalan, catalan))), catalan) * nroot(euler_gamma, n)))"
-2015.0,8,"((sin(cos(n)) + floor((asin(catalan) * floor((asin(catalan) * n))))) + nroot(n, (catalan ** catalan)))"
-2015.0,8,"(nroot((n ** n), ceil((n ** catalan))) + (nroot((n ** n), ceil((n * sin(catalan)))) ** catalan))"
-2015.0,8,"(n + ((nroot(n, 8) ** (n + (pi - floor(cos(tan(n)))))) min (n + pi)))"
-2015.0,8,"(((atan(cos(n)) % (neg(n) | n)) + nroot(n, catalan)) + (sin(cos(n)) + nroot(n, catalan)))"
-2014.0,8,(n + (n ** (log_{(pi + (n // cosh(phi)))}(n) ** log_{(pi + (n // cosh(phi)))}(n))))
-2014.0,8,"(n + nroot((n ** n), (phi + (((n // e) max (n - (e + phi))) + phi))))"
-2014.0,8,(((log_{9}(cosh((n * cos(sinh((atan(ceil(e)) - n)))))) + n) + cos(n)) + n)
-2014.0,8,((cosh((euler_gamma * (n ** catalan))) min (n + cosh(((euler_gamma * (n ** catalan)) // phi)))) + n)
-2014.0,8,"((nroot((n ** catalan), ceil(log_{floor(pi)}(sinh(n)))) ** n) + (nroot(n, ceil((n ** catalan))) ** n))"
-2014.0,8,((n + cosh((n / floor(e)))) min (n + ((n * cosh((n / cosh(e)))) min (pi + n))))
-2013.0,8,(((cos(n) + (n % (n + (n % ((n % tan(n)) min neg(pi)))))) + n) + n)
-2013.0,8,(cos(n) + (n + (asin((catalan max sin(n))) * (n + ((asin(catalan) * (n * (n ** n))) % asin(catalan))))))
-2013.0,8,(((n * asin((catalan max sin(n)))) + ((((n ** n) * (n * asin(catalan))) % asin(catalan)) + cos(n))) + n)
-2013.0,8,"(nroot((n << n), e) + nroot(cosh((nroot((n * n), catalan) // nroot((e ** n), e))), e))"
-2013.0,8,"(nroot((n // (catalan ** phi)), catalan) + ((n // (catalan ** (atan(n) min atan(n)))) + tanh(cos(n))))"
-2013.0,8,(((cos(n) + (n % (n min cosh(acos(cos(((n + sinh(euler_gamma)) + n))))))) + n) + n)
-2013.0,8,"(tanh(cos(n)) + (nroot(((n - n) + nroot(n, (catalan ** ceil((cosh(n) min sin(ceil(n))))))), catalan) + n))"
-2013.0,8,(n + ((n + ((n % (h max (n // cosh(phi)))) + cos(n))) * acos(sin(e))))
-2012.0,8,ceil(((phi ** tanh((e ** (tanh(acos(cos((n & neg(c))))) ** cosh(acos(cos(n))))))) ** n))
-2012.0,8,((cosh(((euler_gamma - n) * euler_gamma)) min (cosh(pi) min (cosh(e) * cosh(tan(n))))) + n)
-2012.0,8,(((n + cos(n)) + (asin((catalan max sin(n))) * n)) + ((asin(catalan) * n) % asin(catalan)))
-2012.0,8,(cos(n) + ((n + (n * asin((catalan max sin(n))))) + ((n * asin(catalan)) % asin(catalan))))
-2012.0,8,"(n + nroot(n, nroot((n % (cos(n) % e)), (n + (n % (sin(n) % c))))))"
-2012.0,8,(((cos(n) + (n * asin((catalan max sin(n))))) + ((n * asin(catalan)) % asin(catalan))) + n)
-2012.0,8,(n + (n ** (log_{(atan(n) + n)}(((n ** acos(boltzmann)) // atan(sinh(n)))) min (n * (n % atan(c))))))
-2012.0,8,"((floor((floor((n ** nroot(pi, (9 + n)))) ** nroot(pi, 9))) + n) + cos(n))"
-2011.0,8,"(n + nroot(nroot(n, e), (((phi max (n / pi)) min (phi + (n % (phi % n)))) / n)))"
-2011.0,8,"(((phi ** n) min ((((nroot(phi, phi) ** n) min (phi + n)) + atan(phi)) + n)) + atan(phi))"
-2011.0,8,(n + (((n * asin(catalan)) % asin(catalan)) + ((n * (asin(catalan) max asin(sin(n)))) + cos(n))))
-2011.0,8,(cos(n) + ((neg(tanh(e)) * (n // log_{pi}(e))) + (pi * (n // log_{pi}(e)))))
-2011.0,8,"((nroot((n ** n), (phi + e)) min (phi + ((((c // n) & n) min phi) + n))) + n)"
-2011.0,8,"((((((nroot(n, 9) / catalan) ** n) min nroot(n, catalan)) max n) + atan(cos(n))) + nroot(n, catalan))"
-2011.0,8,((cos(n) + (n * ((euler_gamma - sin((7 * cos(n)))) max (euler_gamma + euler_gamma)))) + n)
-2010.0,8,((n + (sinh(log_{floor(e)}(cosh((log_{floor(e)}(n) + (n % cos(n)))))) // n)) + cosh(log_{2}(n)))
-2010.0,8,((log_{euler_gamma}(n) / (neg((n + n)) * (cos(n) min (n % euler_gamma)))) + ((n max (n / cos((n ** n)))) + n))
-2010.0,8,((cos(n) + (floor((n * asin(catalan))) * asin(catalan))) + (floor((n * asin(catalan))) * asin((catalan * catalan))))
-2010.0,8,"(n + (nroot((n ** (nroot((n ** n), ceil(((n * cos(euler_gamma)) * catalan))) ** catalan)), ceil((n * cos(euler_gamma)))) ** catalan))"
-2009.0,8,(n + (((cos(n) + (n // ((n // phi) + pi))) + (n // ((pi - (n // phi)) + pi))) + n))
-2008.0,8,(phi + ((((cosh(n) / n) // e) min n) + ((((cosh(n) / n) // log_{5}(avogadro)) min phi) + n)))
-2008.0,8,(n + ((n + (((n ** n) // cosh(((n % ((n + cos(n)) - phi)) - (n + n)))) + cos(n))) min (n + pi)))
-2008.0,8,"(n + ((((((n + n) + n) % nroot(n, 2)) ** (cos(n) + n)) % n) + (cos(n) + n)))"
-2006.0,8,"(phi + (nroot(n, cos(log_{sinh(e)}(n))) min (n + (nroot(n, (cos(log_{sinh(e)}(n)) + log_{sinh(n)}(n))) min (phi + n)))))"
-2001.0,8,"(n + ((n ** sinh((log_{5}(n) min nroot(catalan, n)))) max ((n ** (n // abs(n))) ** log_{(5 max (5 ^ n))}(n))))"
-1387.0,7,((n ** atan((n - sin(sinh(n))))) + phi)
-1386.0,7,((n ** atan((sin((n ** n)) + n))) + phi)
-1385.0,7,(phi + (n ** atan((n + cos((n + factorial(n)))))))
-1385.0,7,(floor(sinh((n ** euler_gamma))) + (n + cos((n * n))))
-1385.0,7,"(cosh(catalan) + (n ** atan(ceil(nroot((n ** n), n)))))"
-1385.0,7,(n + (n ** log_{(pi + factorial(factorial((n & c))))}(n)))
-1384.0,7,"(nroot(n, nroot(((n % cos(n)) % n), ((n + n) ^ n))) + n)"
-1383.0,7,"(cos((n * n)) + (nroot(n, cos((n % catalan))) + n))"
-1383.0,7,"((n + nroot(n, (catalan min (tan(n) % n)))) + sin(cos(n)))"
-1383.0,7,"(nroot((sinh(n) ** nroot(cosh(sin((e + n))), pi)), e) + n)"
-1383.0,7,"((((n / tan(n)) max n) + atan(cos(n))) + nroot(n, catalan))"
-1383.0,7,(((n + (cos(n) // (n % pi))) * tan(catalan)) + n)
-1383.0,7,"(n + (nroot((n max (n // tan(n))), catalan) + sin(cos(n))))"
-1383.0,7,"((nroot(n, catalan) + atan(cos(n))) + ((n / tan(n)) max n))"
-1382.0,7,"(n + nroot(((factorial(n) min cosh(n)) ** euler_gamma), atan((n << (c & n)))))"
-1382.0,7,(((n + cos(n)) / cos(sinh(sin((n + cosh(n)))))) + n)
-1382.0,7,(phi + (n ** atan(log_{(n - cos((n * n)))}((n ** n)))))
-1382.0,7,(((((n * asin(catalan)) // tanh(n)) * asin(catalan)) + cos(n)) + n)
-1381.0,7,"(n + (nroot((n + cos(n)), catalan) + sin((n + (n + n)))))"
-1381.0,7,"(nroot((sin((n + (n + n))) + n), catalan) + (cos(n) + n))"
-1381.0,7,"(nroot(n, catalan) + ((n // nroot(euler_gamma, 4)) + sin(cos(n))))"
-1381.0,7,((n + (cos(n) max (tanh(n) // sin((tanh(n) - n))))) + n)
-1381.0,7,"(n + (n ** log_{4}((n ** sin(nroot(cosh(tan(n)), n))))))"
-1381.0,7,((n / atan((cos(cos(n)) max (cos(n) % n)))) + n)
-1381.0,7,"(nroot((n << n), ceil(e)) + (cos((n * n)) + (n / catalan)))"
-1381.0,7,((cos(n) max (tanh(n) // cos((euler_gamma + n)))) + (n + n))
-1380.0,7,"(n + nroot(((cos(n) / atan((n % (pi ** phi)))) + n), catalan))"
-1380.0,7,((n + (((avogadro % n) * pi) % n)) + (n + cos(n)))
-1380.0,7,"(n + ((atan(cos(n)) + nroot(n, catalan)) max sinh(((n ** acos(G)) // n))))"
-1379.0,7,"((n ** (log_{ceil(pi)}(n) min nroot(log_{pi}(n), pi))) + (n ** tanh(n)))"
-1379.0,7,"(nroot((n << n), pi) + nroot((n << ceil(nroot((n ** n), n))), pi))"
-1379.0,7,"ceil(((phi ** n) - ((factorial(n) // (sinh(n) * nroot(n, (n * e)))) // euler_gamma)))"
-1379.0,7,((n ** (atan(n) max atan((n ** atan((n % e)))))) + atan(c))
-1379.0,7,"(n + nroot(cosh(n), (nroot(cosh(((cosh(n) ** e) % phi)), e) + nroot(n, n))))"
-1378.0,7,(((n + cos(n)) + (asin(catalan) * n)) + ((asin(catalan) * n) % asin(catalan)))
-1378.0,7,"(n + nroot(n, nroot(((neg(euler_gamma) % cos(n)) % phi), 10)))"
-1378.0,7,(((asin(catalan) * n) % asin(catalan)) + ((asin(catalan) * n) + (cos(n) + n)))
-1378.0,7,(((cos(n) + ((n * asin(catalan)) % asin(catalan))) + n) + (n * asin(catalan)))
-1378.0,7,(n + ((asin(catalan) * n) + (((asin(catalan) * n) % asin(catalan)) + cos(n))))
-1378.0,7,(cos(n) + (n + (asin(catalan) * (((asin(catalan) * n) % asin(catalan)) + n))))
-1378.0,7,(((n * asin(catalan)) + (((n * asin(catalan)) % asin(catalan)) + cos(n))) + n)
-1378.0,7,(((cos(n) + ((n * asin(catalan)) % asin(catalan))) + (n * asin(catalan))) + n)
-1378.0,7,(cosh(log_{(log_{e}(((n + n) + n)) max e)}(ceil((phi ** n)))) + n)
-1378.0,7,(((cos(n) + (asin(catalan) * n)) + ((asin(catalan) * n) % asin(catalan))) + n)
-1378.0,7,(((n * asin(catalan)) % asin(catalan)) + (n + (cos(n) + (n * asin(catalan)))))
-1378.0,7,(((ceil((n / tan(n))) max n) + n) + (cos(n) + log_{9}(n)))
-1378.0,7,"(((n // phi) + cosh((c % nroot(n, n)))) + nroot(factorial(n), nroot(factorial(n), n)))"
-1378.0,7,(n + (((n * asin(catalan)) % asin(catalan)) + ((n * asin(catalan)) + cos(n))))
-1378.0,7,((phi ** ((n + (n + cos((n ** (n + cos(n)))))) / e)) + n)
-1378.0,7,((n + ((n * asin(catalan)) + cos(n))) + ((n * asin(catalan)) % asin(catalan)))
-1378.0,7,(((asin(catalan) * (((asin(catalan) * n) % asin(catalan)) + n)) + n) + cos(n))
-1378.0,7,(n + ((cos(n) + (n * asin(catalan))) + ((n * asin(catalan)) % asin(catalan))))
-1378.0,7,(n + (((asin(catalan) * n) % asin(catalan)) + ((asin(catalan) * n) + cos(n))))
-1378.0,7,((asin(catalan) * n) + ((cos(n) + ((asin(catalan) * n) % asin(catalan))) + n))
-1378.0,7,(((n + cos(n)) + ((n * asin(catalan)) % asin(catalan))) + (n * asin(catalan)))
-1377.0,7,((((sin(cos(n)) + n) * cosh(euler_gamma)) + n) + (n & floor(log_{6}(n))))
-1377.0,7,"sinh(cosh(nroot(n, (e max ((n - pi) min (floor(pi) / atan(phi)))))))"
-1377.0,7,"sinh(cosh((nroot(((e + e) min ((cosh(n) ** e) min n)), e) max log_{e}(n))))"
-1376.0,7,"((n + (n + cos(n))) + ((nroot(n, 8) ** (n + n)) // (n + atan(n))))"
-1376.0,7,"((cos(n) + (log_{9}(n) + (n max nroot(factorial(n), 4)))) + n)"
-1375.0,7,(log_{(9 - (n & (n ** 7)))}(n) + ((cos(n) + n) + n))
-1375.0,7,(n + (n ** ((catalan + (cos((atan(cos(n)) + cos(catalan))) min cos(n))) max tanh(n))))
-1375.0,7,((cos(n) + ((cos(n) + (cos(tan((n * n))) ** ((n + n) * n))) ** floor(e))) + (n + n))
-1374.0,7,"(((n ** nroot(phi, ((5 + 5) - n))) + n) + cos((n * n)))"
-1374.0,7,((n + (cos(n) max (cos(n) * ((cos(n) + n) - (cos((cos(n) * n)) * n))))) + n)
-1374.0,7,"(n + (nroot(n, catalan) + ((nroot(n, catalan) // nroot((phi * ceil(pi)), catalan)) + atan(cos(n)))))"
-1373.0,7,"sinh(cosh((nroot((n min (e + e)), e) max log_{e}(n))))"
-1372.0,7,"(nroot((n + (cos(n) / (nroot((n + (cos(n) / (atan(pi) // neg(n)))), catalan) % n))), catalan) + n)"
-1372.0,7,(n + (n + (log_{(n + n)}((n ** ((log_{10}(boltzmann) - catalan) % n))) + cos(n))))
-1371.0,7,"(nroot(sinh(n), e) + nroot(((((n << n) / (n // (pi min n))) ** tanh(n)) / (n // (e min n))), e))"
-1371.0,7,"(nroot((n ** n), ((n // e) + (pi - log_{(c / (n ** (n - (euler_gamma - pi))))}(euler_gamma)))) + n)"
-1370.0,7,"(((nroot(n, catalan) + n) // (nroot(pi, 5) + (n + n))) + ((nroot(n, catalan) + n) + atan(cos(n))))"
-1368.0,7,(phi + ((n ** sin((log_{6}(n) + log_{(6 max n)}(n)))) ** cosh(log_{6}(n))))
-1364.0,7,((cosh(((n min log_{atan(n)}(n)) - catalan)) ** sin((euler_gamma max sin(n)))) + n)
-899.0,6,"(nroot(n, catalan) + (n + tanh(cos(n))))"
-899.0,6,"((n + nroot(n, catalan)) + sin(cos(n)))"
-899.0,6,"(n + (atan(cos(n)) + nroot(n, catalan)))"
-899.0,6,"(nroot(n, catalan) + (tanh(cos(n)) + n))"
-899.0,6,"((n + sin(cos(n))) + nroot(n, catalan))"
-899.0,6,"((tanh(cos(n)) + nroot(n, catalan)) + n)"
-899.0,6,"(nroot(n, catalan) + (n + atan(cos(n))))"
-899.0,6,(cos(n) + (n // abs(tan(e))))
-899.0,6,"(tanh(cos(n)) + (nroot(n, catalan) + n))"
-899.0,6,"(atan(cos(n)) + (nroot(n, catalan) + n))"
-899.0,6,"(n + (sin(cos(n)) + nroot(n, catalan)))"
-899.0,6,"(n + (nroot(n, catalan) + sin(cos(n))))"
-899.0,6,"(sin(cos(n)) + (nroot(n, catalan) + n))"
-899.0,6,"(n + (tanh(cos(n)) + nroot(n, catalan)))"
-899.0,6,"(nroot(n, catalan) + (sin(cos(n)) + n))"
-899.0,6,"(atan(cos(n)) + (n + nroot(n, catalan)))"
-899.0,6,"(sin(cos(n)) + (n + nroot(n, catalan)))"
-899.0,6,"((n + nroot(n, catalan)) + tanh(cos(n)))"
-899.0,6,"((n + atan(cos(n))) + nroot(n, catalan))"
-899.0,6,"((sin(cos(n)) + n) + nroot(n, catalan))"
-899.0,6,"((atan(cos(n)) + n) + nroot(n, catalan))"
-899.0,6,"((atan(cos(n)) + nroot(n, catalan)) + n)"
-899.0,6,"(nroot(n, catalan) + (n + sin(cos(n))))"
-899.0,6,"((sin(cos(n)) + nroot(n, catalan)) + n)"
-899.0,6,"((nroot(n, catalan) + sin(cos(n))) + n)"
-899.0,6,"(tanh(cos(n)) + (n + nroot(n, catalan)))"
-899.0,6,"((nroot(n, catalan) + n) + tanh(cos(n)))"
-899.0,6,"((nroot(n, catalan) + tanh(cos(n))) + n)"
-899.0,6,"((n + tanh(cos(n))) + nroot(n, catalan))"
-899.0,6,"(n + (nroot(n, catalan) + tanh(cos(n))))"
-899.0,6,"((tanh(cos(n)) + n) + nroot(n, catalan))"
-899.0,6,"((n + nroot(n, catalan)) + atan(cos(n)))"
-899.0,6,"(nroot(n, catalan) + (atan(cos(n)) + n))"
-899.0,6,((n + cos((n >> (factorial(n) >> n)))) + n)
-899.0,6,"((nroot(n, catalan) + atan(cos(n))) + n)"
