run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-894.0,6,424.0091640949249,"(n + nroot((n ** (n + catalan)), (5 max n)))",True
2,-540.0,5,296.99942111968994,"cosh(cosh(nroot(n, e)))",False
3,-899.0,6,440.98767733573914,"(n + (nroot(n, catalan) + sin(cos(n))))",True
4,-894.0,6,563.8142771720886,((cos((n + euler_gamma)) + ((cos(n) + n) max n)) + n),False
5,-3826.0,10,750.7995624542236,(n + (n ** log_{(pi + ((n // cosh(phi)) min (pi * catalan)))}(n))),True
6,-895.0,6,455.93724179267883,(n + ((n + cos(n)) + log_{9}(n))),False
7,-899.0,6,449.26468563079834,"(atan(cos(n)) + (nroot(n, catalan) + n))",False
8,-539.0,5,362.3496904373169,(n + cosh((n / ceil(phi)))),False
9,-899.0,6,441.4623513221741,"(nroot(n, catalan) + (n + sin(cos(n))))",False
10,-2826.0,9,654.4314072132111,"((n // tanh(tan(catalan))) + (nroot((n // tanh(atan(n))), tanh(tan(catalan))) + floor(cos(n))))",False
11,-536.0,5,560.9801394939423,"(nroot(n, atan((n + (n - (cosh(tanh(n)) ** n))))) + n)",False
12,-1379.0,7,740.4443511962891,"(nroot((n << n), pi) + nroot((n << ceil(nroot((n ** n), n))), pi))",False
13,-3822.0,10,1042.9263801574707,(phi + ((n + (((n % atan(n)) / atan(catalan)) % (n % (n % atan(n))))) ** atan((n / atan(n))))),False
14,-899.0,6,424.6215658187866,"((nroot(n, catalan) + n) + sin(cos(n)))",False
15,-895.0,6,481.1309173107147,(n + (n + (cos(n) + log_{9}(n)))),False
16,-899.0,6,437.6540787220001,"(n + (nroot(n, catalan) + sin(cos(n))))",False
17,-899.0,6,442.09703850746155,"(n + (nroot(n, catalan) + sin(cos(n))))",False
18,-897.0,6,491.1995584964752,(n + (atan((abs(tan(n)) + n)) ** n)),False
19,-895.0,6,493.33241081237793,(asin(log_{cosh(pi)}(n)) + ((n + cos(n)) + n)),False
20,-899.0,6,443.4118835926056,"((sin(cos(n)) + nroot(n, catalan)) + n)",False
21,-2011.0,8,714.5700633525848,"((((((nroot(n, 9) / catalan) ** n) min nroot(n, catalan)) max n) + atan(cos(n))) + nroot(n, catalan))",False
22,-895.0,6,472.7241382598877,(((cos(n) + log_{9}(n)) + n) + n),False
23,-539.0,5,351.5849075317383,((phi ** n) + sin((tanh(n) ** cosh(n)))),False
24,-895.0,6,444.3488767147064,((cos(n) + n) + (n + log_{9}(n))),False
25,-2016.0,8,810.9569404125214,((n ** atan(((n % (n % atan(n))) + ((atan(n) ** 5) / pi)))) + n),False
26,-899.0,6,441.82107162475586,"((sin(cos(n)) + n) + nroot(n, catalan))",False
27,-899.0,6,464.32884097099304,"((tanh(cos(n)) + n) + nroot(n, catalan))",False
