run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-6477.0,12,748.6698951721191,((5 | (n + (5 << 2))) min ((n min (5 + sqrt5)) + cosh(log2((sinh(sqrt(n)) + (n // 5)))))),True
2,-6477.0,12,1084.0711891651154,((5 | (n + (5 << 2))) min ((n min (5 + sqrt5)) + cosh(log2((sinh(sqrt(n)) + (n // 5)))))),False
3,-6477.0,12,819.5539517402649,((5 | (n + (5 << 2))) min ((n min (5 + sqrt5)) + cosh(log2((sinh(sqrt(n)) + (n // 5)))))),False
