generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,fitness,matches,elapsed_time_seconds,expression
1,4,50,2000,5,0.93016059505619,0.014271255004719928,0.055568149939090095,3.220678944090469,0.822740351122775,0.4139913839533209,2,0.6760396957397461,(n + sqrt(n))
1,6,1500,1500,3,0.9614850188558468,0.006377607614432122,0.03213737352972107,1.76149247219321,0.22464616171472263,0.283850205375818,4,9.753829717636108,log2((factorial(n) * 7))
1,5,500,1000,8,0.6685676280380396,0.21551355223651386,0.11591881972544654,1.7369094308427275,0.15466284312428846,0.34544115504565326,4,11.358688116073608,"(nroot(n, log(pi)) + n)"
1,3,200,2000,6,0.42699773488742865,0.5077663033269206,0.06523596178565072,1.99833703637642,0.5986220490458559,0.300249652124738,4,12.421699047088623,((cos(n) + n) + n)
1,2,300,5000,6,0.8991992982483343,0.031827328245363176,0.06897337350630249,2.3371034695187496,0.8592211908060307,0.17115202866151535,4,14.482682704925537,ceil((phi ** n))
1,1,1000,1000,5,0.5155071433986985,0.18020401283988896,0.3042888437614125,1.1088225901483129,0.7339512762350145,0.36074301114887747,4,17.963698148727417,ceil((phi ** n))
1,10,300,1000,8,0.11296500421373927,0.03540053666465108,0.8516344591216097,2.252720355128155,0.16680853172356808,0.20715694498180112,5,9.361632347106934,(((n * n) // e) + 2)
1,13,2000,1000,3,0.9052127160637845,0.05625331408705343,0.03853396984916206,3.3310806056332845,0.6939977479098938,0.1200811530419134,4,10.791648626327515,ceil((phi ** n))
1,14,1000,1500,5,0.8757735216055413,0.044207835681402914,0.08001864271305575,1.9424835417449153,0.7659830186207387,0.30888292595829436,4,10.635547876358032,(n + (cos(n) + n))
1,12,100,5000,8,0.48325460155355493,0.4672057773450322,0.049539621101412856,2.376006930503424,0.4062810356786128,0.2525245159419098,4,18.93597412109375,(n + (cos(n) + n))
1,8,2000,500,8,0.12564963940030396,0.09254375133739652,0.7818066092622995,1.014652185808844,0.9477649708310768,0.3942237602150676,4,33.60852026939392,ceil((phi ** n))
1,15,200,4000,4,0.5647649716384073,0.4171270546036058,0.018107973757986895,2.3042883720199105,0.8941682527231126,0.14465782034092264,5,15.508296251296997,ceil((log(5) ** n))
1,19,1000,4000,3,0.5539672966752122,0.0523901169714202,0.39364258635336763,1.3761369452304724,0.7989992854912146,0.2906687458587262,4,39.78132200241089,ceil((phi ** n))
1,17,1000,2000,5,0.29075378051217693,0.38069232744820614,0.32855389203961693,3.6301102933395413,0.8287700590432701,0.0918245745714468,5,49.83201789855957,ceil((log(5) ** n))
1,11,2000,1500,7,0.3575258446905317,0.06237776126753074,0.5800963940419376,3.637802743180725,0.599026556807494,0.09163040353361276,5,67.49882292747498,ceil((log(5) ** n))
1,18,2000,1000,4,0.18549874272752276,0.8022309411891516,0.012270316083325628,3.31276866682946,0.9995642961599598,0.10062076977211798,5,56.88037633895874,ceil((log(5) ** n))
1,16,1000,3000,7,0.4483988343683639,0.3821976006191918,0.1694035650124443,1.6955086493755216,0.8306588057114499,0.19659783714822357,5,109.23013687133789,ceil((log(5) ** n))
1,7,2000,1500,7,0.12727583913995116,0.5840194445971012,0.2887047162629477,2.969240170366984,0.23928426772457928,0.11226216614607328,5,137.30510187149048,ceil((log(5) ** n))
1,20,2000,5000,3,0.9190059096787115,0.04504058098853869,0.03595350933274977,2.6317745150148864,0.19722801270341783,0.15198870485214702,4,115.65865421295166,ceil((phi ** n))
1,9,1500,4000,6,0.3643201499231088,0.38176121711657857,0.25391863296031264,1.1008958871369514,0.6421403828321337,0.3027837030077547,5,182.25393295288086,ceil((log(5) ** n))
2,6,2000,1000,3,0.9052127160637845,0.05625331408705343,0.03853396984916206,3.3310806056332845,0.6939977479098938,0.15010144130239175,4,14.230181217193604,(sqrt2 ** (n + sqrt3))
2,5,2000,1000,3,0.9052127160637845,0.05625331408705343,0.03853396984916206,3.3310806056332845,0.6939977479098938,0.15010144130239175,4,14.500833749771118,(sqrt2 ** (sqrt3 + n))
2,8,2000,1000,4,0.7065499364472416,0.1251727913542209,0.16827727219853747,3.31276866682946,0.9995642961599598,0.12074492372654158,5,38.40192222595215,(log2(e) ** (n + phi))
2,2,1000,2000,5,0.29075378051217693,0.38069232744820614,0.32855389203961693,3.6301102933395413,0.8287700590432701,0.0918245745714468,5,60.82402443885803,ceil((log(5) ** n))
2,3,2000,1000,4,0.18549874272752276,0.8022309411891516,0.012270316083325628,3.31276866682946,0.9995642961599598,0.10062076977211798,5,68.5172028541565,ceil((log(5) ** n))
2,9,1000,2000,5,0.29075378051217693,0.38069232744820614,0.32855389203961693,3.6301102933395413,0.8287700590432701,0.11018948948573616,4,62.30907154083252,ceil((phi ** n))
2,1,2000,1500,7,0.3575258446905317,0.06237776126753074,0.5800963940419376,3.637802743180725,0.599026556807494,0.10995648424033531,4,84.39732599258423,ceil((phi ** n))
2,15,2000,1000,3,0.9052127160637845,0.05625331408705343,0.03853396984916206,3.3310806056332845,0.6939977479098938,0.1200811530419134,4,13.400897741317749,ceil((phi ** n))
2,13,2000,1000,3,0.176868575436177,0.3902735024349937,0.43285792212882934,3.3310806056332845,0.6939977479098938,0.1200811530419134,4,38.88331937789917,ceil((phi ** n))
2,11,2000,1000,4,0.18549874272752276,0.8022309411891516,0.012270316083325628,3.31276866682946,0.9995642961599598,0.10062076977211798,5,74.88377380371094,ceil((log(5) ** n))
