generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,fitness,matches,elapsed_time_seconds,expression
1,3,300,500,3,0.5693273522098266,0.38894933712960744,0.041723310660566004,2.0,0.4417224294882763,-295.0,4,1.8498010635375977,(1 + (phi ** n))
1,6,200,1000,9,0.48387265854827055,0.18563341754820079,0.33049392390352866,2.0,0.5000876407330901,-296.0,4,5.718406438827515,ceil((phi ** n))
1,2,300,500,10,0.24564120638308393,0.16637120181245962,0.5879875918044564,2.0,0.15707157641472935,-294.0,4,6.134963512420654,log(((10 ** n) / n))
1,7,200,1500,7,0.504463252292963,0.3641262148241024,0.13141053288293464,2.0,0.43656522197916764,-543.0,5,9.487326622009277,sinh(sqrt((n + sinh(sqrt(n)))))
1,10,100,3000,5,0.8286887219632365,0.15925075657147825,0.012060521465285245,2.0,0.9351445070112983,-295.0,4,4.233477354049683,(cosh(log2(n)) + n)
1,8,200,1500,10,0.6379666249962882,0.2241951504323836,0.1378382245713282,2.0,0.6071195505786022,-295.0,4,10.125877380371094,(n + cosh(log2(n)))
1,9,200,2000,6,0.5305091977424777,0.45067147946407804,0.018819322793444226,2.0,0.07002622929690017,-293.0,4,10.909616708755493,log2(((n + sqrt3) * cosh(n)))
1,14,500,500,7,0.8164998684905571,0.0850784568056538,0.09842167470378908,2.0,0.2176541553153351,-293.0,4,2.861081600189209,"(n + nroot(n, cosh(tan(9))))"
1,11,100,3000,7,0.5435396517208728,0.14184215716437634,0.31461819111475087,2.0,0.8981195277835905,-292.0,4,7.488213539123535,(n + sqrt(ceil((factorial(n) / phi))))
1,1,300,3000,3,0.27375560071550553,0.3113224265580553,0.41492197272643916,2.0,0.44463326114774043,-543.0,5,14.745557308197021,(n + log_{(7 / n)}(8))
1,17,50,4000,3,0.6970301411542713,0.004849845390480365,0.2981200134552483,2.0,0.06479749424109991,-544.0,5,1.557964563369751,(cosh(log_{sqrt3}(n)) + phi)
1,15,300,500,8,0.16319277412956268,0.21047998504826254,0.6263272408221747,2.0,0.06620897502744795,-295.0,4,4.726337909698486,(n + cosh(log2(n)))
1,19,50,2000,8,0.25288264674085803,0.21141533861823839,0.5357020146409036,2.0,0.5413660078075383,-294.0,4,3.463118076324463,(n + sqrt((n ** sqrt3)))
1,16,1000,500,7,0.7711342753907628,0.07685988027939383,0.15200584432984332,2.0,0.14817536931784914,-295.0,4,7.154412508010864,(n + sinh(sqrt(n)))
1,13,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-544.0,5,32.50054669380188,"(2 ** nroot(n, atan(pi)))"
1,4,1500,3000,9,0.9764386891708547,0.019786045302819345,0.00377526552632591,2.0,0.5783834806290901,-294.0,4,45.318243980407715,((n ** sin(sqrt2)) + n)
1,5,1500,3000,4,0.6090104885538699,0.11397043478784975,0.2770190766582804,2.0,0.6843408730962824,-544.0,5,59.1453423500061,(cosh((n / 2)) + n)
1,20,1500,5000,5,0.14754161550205133,0.04430224475357123,0.8081561397443774,2.0,0.8342771832704089,-543.0,5,121.4969277381897,sqrt(((3 << n) / cos(ln2)))
1,12,1500,5000,5,0.19124179300362779,0.5398426309875204,0.26891557600885185,2.0,0.926279549895434,-545.0,5,183.91245913505554,"cosh(tan(nroot(n, 7)))"
1,18,2000,5000,5,0.7185393188107985,0.21843325848034395,0.06302742270885758,2.0,0.6188660687165995,-544.0,5,195.14101910591125,(log10(8) + (phi ** n))
2,2,50,4000,3,0.6970301411542713,0.004849845390480365,0.2981200134552483,2.0,0.06479749424109991,-135.0,3,1.4742012023925781,log((6 << factorial(n)))
2,6,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,24.76947832107544,(euler_gamma + (phi * n))
2,9,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,27.933022022247314,((n ** catalan) + n)
2,7,200,5000,8,0.4298025926786603,0.4935657966866179,0.07663161063472185,2.0,0.2018434557981469,-544.0,5,34.61617946624756,"nroot(cosh((ln10 + n)), e)"
2,3,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-900.0,6,52.331727504730225,(n + (n + tanh((cosh(n) * cos(n)))))
2,8,1500,3000,4,0.42617591941473654,0.17032895112716617,0.4034951294580973,2.0,0.6843408730962824,-545.0,5,86.26266360282898,ceil((log(5) ** n))
2,4,1500,3000,4,0.6090104885538699,0.11397043478784975,0.2770190766582804,2.0,0.6843408730962824,-544.0,5,92.81937384605408,(n + cosh((n / 2)))
2,12,1500,3000,4,0.4956457991453227,0.0205869091963806,0.4837672916582967,2.0,0.6843408730962824,-545.0,5,72.25221705436707,ceil((log(5) ** n))
2,10,1500,3000,4,0.6090104885538699,0.11397043478784975,0.2770190766582804,2.0,0.6843408730962824,-295.0,4,83.32621884346008,(n + (n ** catalan))
2,15,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-901.0,6,45.31601071357727,"(nroot(n, catalan) + (n + sin(cos(n))))"
2,18,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-897.0,6,49.11359643936157,(n + (((sqrt(factorial(n)) min (5 + n)) ** catalan) ** catalan))
2,19,50,4000,3,0.6970301411542713,0.004849845390480365,0.2981200134552483,2.0,0.06479749424109991,-291.0,4,2.0775527954101562,"(nroot(n, n) + (nroot(n, 4) * n))"
2,20,50,4000,3,0.6970301411542713,0.004849845390480365,0.2981200134552483,2.0,0.06479749424109991,-294.0,4,2.14910626411438,(n + (n ** tanh(n)))
2,16,2000,4000,3,0.6970301411542713,0.004849845390480365,0.2981200134552483,2.0,0.06479749424109991,-545.0,5,84.87476348876953,"sinh(tan(nroot(n, 7)))"
2,17,1500,3000,4,0.6090104885538699,0.11397043478784975,0.2770190766582804,2.0,0.6843408730962824,-295.0,4,85.42003154754639,(n + cosh(log2(n)))
2,14,1500,2000,5,0.19124179300362779,0.5398426309875204,0.26891557600885185,2.0,0.926279549895434,-544.0,5,124.987717628479,(log(ln10) + (phi ** n))
2,5,2000,5000,5,0.7185393188107985,0.21843325848034395,0.06302742270885758,2.0,0.6188660687165995,-544.0,5,266.20526814460754,(cosh((n / 2)) + n)
2,1,1500,5000,5,0.19124179300362779,0.5398426309875204,0.26891557600885185,2.0,0.926279549895434,-544.0,5,316.5671422481537,(log2(e) ** (phi + n))
2,11,2000,5000,5,0.7185393188107985,0.21843325848034395,0.06302742270885758,2.0,0.6188660687165995,-544.0,5,312.3480441570282,(cosh((n / 2)) + n)
2,13,1500,5000,5,0.19124179300362779,0.5398426309875204,0.26891557600885185,2.0,0.926279549895434,-544.0,5,300.85402750968933,"(cosh(sqrt2) ** nroot(n, sqrt2))"
3,3,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,34.01697254180908,(n + (n ** catalan))
3,7,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-544.0,5,38.851107358932495,(n + cosh((n / 2)))
3,8,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-541.0,5,44.36945366859436,(n + ((n ** (n / 4)) ** catalan))
3,2,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-900.0,6,52.157986879348755,(n + cosh(log2((tanh(ceil(cos(n))) + n))))
3,1,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-900.0,6,53.032769203186035,"(nroot(sqrt(n), (sqrt5 / (n min 5))) + n)"
3,9,200,5000,6,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-544.0,5,26.509437561035156,(tan(ln2) + (phi ** n))
3,5,1500,3000,4,0.4956457991453227,0.0205869091963806,0.4837672916582967,2.0,0.6843408730962824,-543.0,5,63.677452087402344,"sinh(cosh((8 min nroot(n, e))))"
3,6,1500,3000,4,0.4956457991453227,0.0205869091963806,0.4837672916582967,2.0,0.6843408730962824,-543.0,5,63.75722360610962,"cosh((tan(nroot(n, 7)) % 5))"
3,11,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,25.585679292678833,(n + (n ** catalan))
3,12,200,4000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,32.25543189048767,(n + sqrt(cosh((ln2 - n))))
3,13,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-900.0,6,40.58629894256592,(cosh(log2((tanh(ceil(cos(n))) + n))) + n)
3,4,1500,3000,4,0.42617591941473654,0.17032895112716617,0.4034951294580973,2.0,0.6843408730962824,-543.0,5,94.91678619384766,(9 / ((ln2 ** n) * 5))
3,16,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-901.0,6,39.54848384857178,sinh(sqrt(((sinh(sqrt(n)) min 5) + n)))
3,18,200,5000,8,0.80212488534754,0.16235865932726742,0.03551645532519257,2.0,0.2018434557981469,-543.0,5,26.93327021598816,"(sqrt(cosh(n)) + nroot(n, sqrt3))"
3,10,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-2829.0,9,72.77604532241821,"((floor((floor(nroot(n, tan(7))) + cos((n & (n % 7))))) + log10((n // tan(7)))) + n)"
3,20,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-544.0,5,28.0283420085907,(cosh((n / 2)) + n)
3,17,1500,3000,4,0.4956457991453227,0.0205869091963806,0.4837672916582967,2.0,0.6843408730962824,-543.0,5,53.02329444885254,"(1 + sinh(nroot(n, atan(9))))"
3,15,1500,3000,4,0.42617591941473654,0.17032895112716617,0.4034951294580973,2.0,0.6843408730962824,-545.0,5,67.0259337425232,ceil((log(5) ** n))
3,14,1500,3000,4,0.42617591941473654,0.17032895112716617,0.4034951294580973,2.0,0.6843408730962824,-541.0,5,79.41420388221741,"(3 ** (n / nroot((n * 5), 4)))"
3,19,1500,3000,4,0.1945566731253448,0.7822841822825969,0.023159144592058367,2.0,0.6843408730962824,-544.0,5,124.1339590549469,((phi ** n) + tanh(sqrt2))
4,5,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-901.0,6,33.74577236175537,((sqrt3 / sin(sqrt(n))) * (n min 5))
4,6,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-901.0,6,39.976001501083374,sinh(sqrt(((n min 5) + sinh(sqrt(n)))))
4,7,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-541.0,5,40.87405061721802,"(n + (n ** log10(nroot(n, atan(ln2)))))"
4,8,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-899.0,6,43.23666429519653,"(n + nroot(n, atan(sinh(((5 max n) / n)))))"
4,11,200,500,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-542.0,5,3.351531505584717,"(n + nroot(n, sinh(acos(log10(n)))))"
4,4,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-900.0,6,44.90607571601868,(n + (cos(n) + (asin(log10(n)) + n)))
4,1,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-900.0,6,46.75698113441467,((sinh(log10(n)) + (n + cos(n))) + n)
4,2,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-899.0,6,52.72810220718384,(((4 % n) // sqrt3) + ((n ** catalan) + n))
4,3,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-2030.0,8,53.56748867034912,(cosh(log2(n)) + ceil(cosh(log2((n min 7)))))
4,15,200,1000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-541.0,5,7.405712366104126,"(nroot(cosh(nroot(cosh(n), e)), sqrt5) + n)"
4,13,200,5000,8,0.8360091305506873,0.005712605106083496,0.15827826434322925,2.0,0.2018434557981469,-295.0,4,12.534305572509766,(sqrt2 ** (sqrt3 + n))
4,9,200,5000,8,0.23735242259887873,0.26134646002138506,0.5013011173797361,2.0,0.2018434557981469,-544.0,5,33.29420304298401,((log2(3) ** n) + sqrt2)
4,10,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-294.0,4,33.073047399520874,((n + n) - log10(n))
4,14,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-544.0,5,38.36788511276245,(n + cosh((n / 2)))
4,12,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-543.0,5,43.97988677024841,sinh(sqrt((sinh(sqrt(n)) + n)))
4,18,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-544.0,5,41.08289361000061,(cosh((n / 2)) + n)
4,19,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,38.635947704315186,(n + (n ** catalan))
4,17,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.5657656757349071,-295.0,4,42.75734186172485,((n ** catalan) + n)
4,16,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,45.52657890319824,"(sqrt(cosh(n)) + nroot(n, sqrt2))"
4,20,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-541.0,5,44.576422452926636,(n + sqrt(((factorial(n) / pi) + n)))
5,7,200,5000,7,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-544.0,5,40.940937519073486,((phi ** n) + tan(7))
5,5,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,44.111807107925415,sinh(sqrt((n + sinh(sqrt(n)))))
5,1,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,52.18052554130554,"(sqrt(sinh(n)) + nroot(n, sqrt3))"
5,8,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-1388.0,7,52.41522741317749,((log(n) * n) + ceil(sqrt(cosh((tan(9) * n)))))
5,6,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-542.0,5,54.31142854690552,(((n ** ln2) ** log(n)) + n)
5,2,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-901.0,6,55.06189489364624,sinh(sqrt((sinh(sqrt(n)) + (n min 5))))
5,4,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-899.0,6,62.92081904411316,(sqrt((n ** (sqrt((n // phi)) + euler_gamma))) + n)
5,3,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-1388.0,7,71.1422221660614,((n min 5) + sqrt((n ** sqrt((n ** tanh(pi))))))
5,16,50,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-899.0,6,13.144150733947754,((factorial(n) // ((factorial(n) // 8) + n)) + n)
5,13,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,33.78511834144592,(n + (n ** catalan))
5,9,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-899.0,6,54.4020254611969,((n ** (((5 min n) % catalan) * e)) + n)
5,12,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,43.278884410858154,sinh(sqrt((sinh(sqrt(n)) + n)))
5,15,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-545.0,5,36.28906846046448,ceil(cosh((n ** ln2)))
5,10,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-541.0,5,60.26692342758179,((n + (n ** catalan)) max (phi ** n))
5,14,200,5000,8,0.4552365154073842,0.3090734125896144,0.2356900720030014,2.0,0.2018434557981469,-541.0,5,50.108741760253906,"(sqrt(n) + nroot((sqrt3 ** n), atan(3)))"
5,17,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-295.0,4,35.15010452270508,(cosh(log2(n)) + n)
5,18,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-543.0,5,41.65842247009277,sinh(sqrt((sinh(sqrt(n)) + n)))
5,19,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,42.49150347709656,((n ** ln2) + sqrt(sinh(n)))
5,20,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-900.0,6,48.75545334815979,((n + (cos(n) + n)) + (n // 5))
5,11,1000,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-901.0,6,228.33020305633545,((n + cos(n)) + (n * log2(sqrt5)))
6,5,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,41.309311628341675,(n + (6 / (6 - n)))
6,3,200,5000,8,0.30013494178176275,0.37604117124979414,0.32382388696844316,2.0,0.2018434557981469,-544.0,5,42.160168409347534,(cosh((n / 2)) + n)
6,2,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-901.0,6,50.99228358268738,cosh(sqrt(((5 min n) + sinh(sqrt(n)))))
6,8,200,5000,8,0.45600284994169493,0.3855868222898623,0.15841032776844277,2.0,0.2018434557981469,-543.0,5,51.07384777069092,"(n + nroot(factorial(n), log2(6)))"
