generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,fitness,matches,elapsed_time_seconds,expression
1,8,100,1500,5,0.9471645194364081,0.04125630173205064,0.011579178831541248,2.0,0.20456022725632073,-135.0,3,1.3639349937438965,(ln10 ** (n ** ln2))
1,2,50,1000,7,0.8653162672683696,0.13384139914286097,0.000842333588769395,2.0,0.8412610472544303,-47.0,2,2.432305097579956,(n + sqrt2)
1,1,1000,1500,3,0.8863110727815721,0.06398539159942011,0.049703535619007824,2.0,0.8787946497219594,-295.0,4,14.456215858459473,((n ** catalan) + n)
1,4,1000,1500,3,0.16112201753402558,0.1579164967661468,0.6809614856998276,2.0,0.6250178562723626,-541.0,5,27.00878119468689,((n ** catalan) + cosh(cosh(log_{e}(n))))
1,12,200,1000,6,0.6876315659752783,0.010006712169314296,0.3023617218554074,2.0,0.4510740580050889,-135.0,3,2.167141914367676,ceil(sqrt((n << n)))
1,11,500,4000,7,0.9144883880995983,0.008588862137987898,0.07692274976241378,2.0,0.6303370159865327,-133.0,3,20.14503264427185,"(n + tan(nroot(atan(n), sqrt3)))"
1,6,200,2000,7,0.1464644986315511,0.2748927503949369,0.578642750973512,2.0,0.4712733000549443,-295.0,4,40.581830978393555,(n + (n ** catalan))
1,10,2000,4000,4,0.868422859930756,0.018215890991018002,0.11336124907822603,2.0,0.3854191861555608,-296.0,4,65.61567902565002,ceil((phi ** n))
1,16,300,1500,3,0.5404975327804682,0.42805610217415796,0.03144636504537385,2.0,0.9989188886018494,-538.0,5,19.78104543685913,((log(5) ** (n min n)) + (n // (euler_gamma * n)))
1,13,2000,1000,6,0.6234512984639626,0.1114095303894854,0.26513917114655194,2.0,0.2821996345297749,-543.0,5,62.67798113822937,(cosh(log2((sqrt2 ** n))) + n)
1,18,300,2000,6,0.4977027253715738,0.0002940964259592191,0.502003178202467,2.0,0.21445290068134348,-536.0,5,10.798052549362183,"(ceil(sqrt((((n << n) ^ n) // abs(nroot(n, n))))) max boltzmann)"
1,17,100,3000,5,0.5224573806418533,0.4116940667017911,0.06584855265635559,2.0,0.8000376939692111,-295.0,4,22.15462589263916,(cosh(log2(n)) + n)
