generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,fitness,matches,elapsed_time_seconds,expression
1,4,500,500,3,0.714778505947318,0.10165007939928108,0.18357141465340096,1.9151561940654453,0.3112554593207389,0.26107531153300484,4,1.8645987510681152,(sqrt2 ** (n + sqrt3))
1,7,50,1500,8,0.3846655519522806,0.1748753439730518,0.4404591040746676,1.6071573966519153,0.146722554530283,0.5185138276247003,3,1.9019672870635986,"(n + nroot(n, sqrt2))"
1,3,50,5000,3,0.7332831101776053,0.17711763418406407,0.08959925563833065,3.253613435032891,0.4537513918732128,0.1844103523607237,4,2.901923418045044,(cos(n) + (n + n))
1,11,50,1500,5,0.6079758607363341,0.1200796467457807,0.27194449251788516,1.9223726365709823,0.3428452905945082,0.4334920907008879,3,1.061631441116333,(sqrt(factorial(n)) + n)
1,2,200,1000,4,0.24309562341124233,0.7148872581718368,0.042017118416920796,2.7035528142229204,0.7462219151102906,0.14795346253110708,5,6.273550987243652,(sqrt2 ** (n + log(7)))
1,13,300,500,6,0.15167079909437306,0.19216544286704754,0.6561637580385794,3.3551995430755803,0.5714634483093666,0.17882691991845096,4,3.2565464973449707,(cos(n) + (n + n))
1,14,100,1000,3,0.8899320728412985,0.05259321768730192,0.057474709471399585,3.5889369136393774,0.19290839929778114,0.23219503529480767,3,0.7110209465026855,"(n + nroot(n, sqrt2))"
1,10,200,1500,7,0.65795334748006,0.3356478392184905,0.006398813301449535,1.7549405515552219,0.8910791598888786,0.30390393159511603,5,9.65399718284607,(n + (sqrt2 ** (n + cos(n))))
1,8,1500,500,6,0.33178153211463146,0.029290896430576932,0.6389275714547916,2.6556519127424028,0.8256435067616618,0.15062214971800783,4,13.80710482597351,ceil((phi ** n))
1,9,300,3000,7,0.909680816783235,0.0453365044341777,0.04498267878258732,2.7801778446489456,0.25952576216687556,0.2158135319130141,4,13.275983810424805,"(nroot(n, tan(4)) + n)"
1,16,50,1500,8,0.19179225767049696,0.5613261003168889,0.2468816420126142,3.8892695312813093,0.8137106270773259,0.15427061435938375,4,3.5277626514434814,(sqrt((sqrt3 ** n)) + n)
1,1,1500,1000,5,0.5376293401763663,0.014782366927584238,0.44758829289604946,2.050250930225624,0.5251938741163964,0.32516345040424,3,17.090131044387817,ceil((n * sqrt2))
1,18,50,3000,6,0.2737027523097007,0.13816603604913677,0.5881312116411626,1.1819498923014637,0.18685249688975786,0.507635733044228,4,2.7897284030914307,"(nroot(n, sqrt(sqrt2)) + n)"
1,17,100,2000,7,0.25831891306421556,0.4726489915701024,0.269032095365682,3.696906653070401,0.08148381097930019,0.09016547200522068,5,5.741342067718506,ceil((log(5) ** n))
1,6,2000,2000,3,0.377141988608098,0.00735613604089733,0.6155018753510046,3.139040194683521,0.9052055324121074,0.12742748585298957,4,32.22506499290466,ceil((phi ** n))
1,19,300,4000,5,0.8252291426627291,0.1626862588078014,0.012084598529469526,1.9077766527244284,0.2190050181605841,0.314502223907165,4,17.800867319107056,((cos(n) + n) + n)
