Q	Qn	a	k_lo	k_hi	W	S	N_A	N_A_sec	twins	twins_sec	surv	surv_sec	ok	sum_fresh	R	R_sec	prod	maxDf	gDf	NcurDf	freshDf	maxDr	gDr	maxDfs	gDfs	NcurDfs	freshDfs	E_win	E_sec	top_max	room	pct_mean	pct_sec_mean	maxDl	gDl	NliveDl	pct_live_mean	E_live
607	613	13	102	62627	62526	1219	18553	363	3590	52	3590	52	1	14963	0.9556	0.7074	0.2025	21.8960	173	5545	86	-4.9405	269	3.5301	83	144	7	0.1061	0.6078	11.1248	8.2313	0.7675	0.5289	26.9827	173	5105	0.8908	0.3801
613	617	13	103	63447	63345	819	18793	240	3623	33	3623	33	1	15170	0.9552	0.6813	0.2018	22.0289	173	5620	87	-5.4676	479	2.9588	97	99	5	0.1060	0.7585	11.2395	8.2409	0.7628	0.5552	27.1156	173	5180	0.8945	0.3964
617	619	13	104	63859	63756	411	18914	121	3642	20	3642	20	1	15272	0.9571	0.8216	0.2012	23.5896	173	5658	89	-5.6245	269	1.5652	23	97	10	0.1060	0.7290	11.8055	8.2441	0.7693	0.5151	28.6647	173	5219	0.8974	0.3822
619	631	13	104	66359	66256	2499	19659	745	3761	119	3761	119	1	15898	0.9540	0.7965	0.2005	22.9538	173	5886	91	-5.6166	313	5.8966	29	538	43	0.1047	0.3799	12.1519	8.2795	0.7670	0.5154	28.0289	173	5447	0.9100	0.3772
631	641	13	106	68479	68374	2119	20285	626	3863	102	3863	102	1	16422	0.9527	0.8151	0.1999	22.0061	163	6275	99	-4.9164	347	-6.5676	37	399	15	0.1047	0.4374	11.4879	8.3077	0.7633	0.5445	26.8528	163	5880	0.9014	0.3718
641	643	13	108	68907	68800	427	20410	126	3881	19	3881	19	1	16529	0.9542	0.7567	0.1993	23.1445	173	6129	94	-5.6369	347	-2.4865	37	83	2	0.1055	0.7921	12.1092	8.3107	0.7705	0.5317	28.2081	173	5691	0.8982	0.3670
643	647	13	108	69767	69660	859	20668	257	3921	40	3921	40	1	16747	0.9550	0.7835	0.1987	23.2197	173	6209	95	-5.1239	347	3.7647	17	257	34	0.1054	0.6286	12.2371	8.3201	0.7725	0.5380	28.2832	173	5771	0.8922	0.3861
647	653	13	109	71067	70959	1299	21051	383	3985	64	3985	64	1	17066	0.9559	0.8438	0.1980	23.0940	149	6847	115	-4.4714	227	-4.9014	71	174	0	0.1056	0.5003	12.4368	8.3354	0.7758	0.5443	27.9422	173	5887	0.8908	0.3686
653	659	13	110	72379	72270	1311	21441	389	4058	73	4058	73	1	17383	0.9586	0.9505	0.1974	22.2819	149	6982	116	-4.9075	227	3.7525	101	164	7	0.1043	0.3832	12.6708	8.3507	0.7707	0.4972	26.9396	149	6635	0.8905	0.3639
659	661	13	111	72819	72709	439	21572	131	4079	22	4079	22	1	17493	0.9607	0.8532	0.1968	21.9018	163	6691	104	-5.0617	227	2.9355	31	94	9	0.1049	0.7161	12.7363	8.3537	0.7749	0.5123	26.7239	163	6298	0.8796	0.3544
661	673	13	111	75487	75377	2667	22362	790	4187	108	4187	108	1	18175	0.9541	0.6967	0.1962	24.8834	163	6937	110	-5.3119	109	7.0345	29	565	46	0.1080	0.5079	13.0889	8.3867	0.7579	0.5807	29.7055	163	6544	0.8805	0.3592
673	677	13	113	76387	76275	899	22630	267	4229	42	4229	42	1	18401	0.9551	0.8040	0.1957	25.9018	163	7017	112	-5.3908	563	3.3582	67	122	7	0.1087	0.5691	13.2200	8.3956	0.7664	0.5102	30.7239	163	6624	0.8721	0.3502
677	683	13	114	77747	77634	1359	23033	402	4288	59	4288	59	1	18745	0.9543	0.7524	0.1951	25.3804	163	7141	113	-5.1678	149	4.2844	109	148	7	0.1096	0.5639	12.4197	8.4103	0.7602	0.5410	30.2025	163	6748	0.8697	0.3647
683	691	13	115	79579	79465	1831	23575	542	4368	80	4368	80	1	19207	0.9526	0.7589	0.1945	28.1840	163	7320	118	5.0000	23	3.8136	59	271	13	0.1098	0.5385	12.7906	8.4306	0.7521	0.5534	33.0061	163	6927	0.8643	0.3480
691	701	13	116	81899	81784	2319	24263	687	4473	105	4473	105	1	19790	0.9506	0.7881	0.1939	27.6074	163	7530	120	-6.0377	239	-4.6197	71	306	4	0.1112	0.4556	13.0981	8.4565	0.7467	0.5522	32.4294	163	7137	0.8657	0.3363
701	709	13	118	83779	83662	1879	24821	558	4552	79	4552	79	1	20269	0.9483	0.7321	0.1934	25.9708	137	8359	148	-5.6719	631	3.3043	23	445	42	0.1119	0.5273	13.3324	8.4764	0.7445	0.5206	30.5780	173	7043	0.8599	0.3480
709	719	13	119	86159	86041	2379	25526	704	4653	101	4653	101	1	20873	0.9453	0.7440	0.1928	27.5235	149	8305	139	-5.1543	311	-4.9836	61	335	6	0.1145	0.4684	13.6340	8.5016	0.7398	0.5101	32.1678	149	7959	0.8569	0.3429
719	727	13	121	88087	87967	1927	26098	571	4758	105	4758	105	1	21340	0.9480	0.9562	0.1923	27.5474	137	8799	156	-4.8328	311	-4.3585	53	301	7	0.1131	0.3674	13.9531	8.5209	0.7662	0.5168	31.8540	137	8504	0.8670	0.3422
727	733	13	122	89547	89426	1459	26534	435	4821	63	4821	63	1	21713	0.9474	0.7552	0.1918	27.3139	137	8952	158	4.5097	257	5.2759	29	315	27	0.1138	0.5528	14.1493	8.5348	0.7681	0.5292	31.6204	137	8657	0.8744	0.3594
733	739	13	123	91019	90897	1471	26969	435	4892	71	4892	71	1	22077	0.9485	0.8534	0.1913	26.9693	163	8397	130	-5.8235	17	-4.1765	17	435	47	0.1125	0.4984	14.3602	8.5483	0.7657	0.5707	31.7914	163	8004	0.8795	0.3542
739	743	13	124	92007	91884	987	27262	293	4934	42	4934	42	1	22328	0.9489	0.7515	0.1907	27.5912	137	9207	162	-4.8387	31	2.8049	41	168	11	0.1133	0.6719	14.4919	8.5564	0.7696	0.5298	32.1409	149	8557	0.8732	0.3523
743	751	13	125	93999	93875	1991	27854	591	5017	83	5017	83	1	22837	0.9469	0.7383	0.1902	28.5583	163	8675	135	5.3543	127	4.8276	29	423	34	0.1144	0.5499	14.7526	8.5752	0.7871	0.5636	33.3804	163	8282	0.8863	0.3661
751	757	13	126	95507	95382	1507	28300	445	5090	73	5090	73	1	23210	0.9480	0.8647	0.1897	28.3796	137	9564	168	5.1304	23	4.1860	43	254	16	0.1139	0.4714	14.9810	8.5884	0.7795	0.5539	32.6861	137	9269	0.8730	0.3679
757	761	13	127	96519	96393	1011	28599	298	5138	48	5138	48	1	23461	0.9495	0.8513	0.1892	27.8467	137	9669	169	-5.7729	229	2.9459	37	186	13	0.1139	0.5464	15.1274	8.5962	0.7829	0.5068	32.6859	277	5999	0.8769	0.3773
761	769	13	128	98559	98432	2039	29207	607	5236	98	5236	98	1	23971	0.9500	0.8555	0.1887	29.7372	137	9882	174	5.7241	29	3.9420	293	155	5	0.1138	0.4186	16.0925	8.6147	0.7874	0.5180	34.0438	137	9587	0.8830	0.3579
769	773	13	129	99587	99459	1027	29511	303	5286	50	5286	50	1	24225	0.9516	0.8767	0.1882	28.2044	137	9987	174	-5.7380	229	-3.7260	73	136	0	0.1141	0.5429	15.7532	8.6224	0.7971	0.5108	32.9819	277	6235	0.8793	0.3454
773	787	13	130	103227	103098	3639	30592	1081	5446	160	5446	160	1	25146	0.9482	0.7884	0.1877	28.7299	137	10362	180	-6.1790	229	8.1860	43	598	36	0.1153	0.4129	16.5707	8.6558	0.8078	0.5596	33.0365	137	10067	0.8968	0.3369
787	797	13	132	105867	105736	2639	31375	783	5564	118	5564	118	1	25811	0.9470	0.8048	0.1873	29.7445	137	10635	185	5.6066	211	-3.9355	31	526	30	0.1148	0.3954	14.4392	8.6785	0.8107	0.4964	34.5668	277	6708	0.8836	0.3330
797	809	13	134	109079	108946	3211	32328	953	5714	150	5714	150	1	26614	0.9462	0.8426	0.1868	28.0462	173	9857	142	-5.5272	239	-5.3793	29	687	42	0.1134	0.3821	13.9165	8.7059	0.7949	0.5675	33.7040	277	6966	0.8820	0.3328
809	811	13	136	109619	109484	539	32483	156	5732	19	5732	19	1	26751	0.9470	0.6537	0.1863	27.8905	137	11036	189	-5.6943	229	-2.9565	23	126	8	0.1141	0.9741	14.1706	8.7082	0.7918	0.5349	33.4079	277	7007	0.8845	0.3338
811	821	13	136	112339	112204	2719	33292	808	5856	124	5856	124	1	27436	0.9464	0.8257	0.1859	29.3436	227	9041	109	-6.6073	191	4.4483	29	588	45	0.1148	0.3983	14.4821	8.7304	0.7866	0.5046	35.4405	227	8349	0.8618	0.3376
821	823	13	138	112887	112750	547	33456	164	5879	24	5879	24	1	27577	0.9477	0.7893	0.1854	29.9736	227	9083	110	-6.5357	659	3.7368	19	145	19	0.1150	0.7606	14.5389	8.7328	0.8002	0.5161	36.0617	227	8392	0.8759	0.3371
823	827	13	138	113987	113850	1099	33781	325	5928	49	5928	49	1	27853	0.9487	0.8151	0.1850	30.1278	227	9179	111	-6.0306	229	3.6636	107	125	6	0.1143	0.6011	13.6700	8.7401	0.7987	0.5238	36.2159	227	8488	0.8813	0.3702
827	829	13	139	114539	114401	551	33944	163	5951	24	5951	24	1	27993	0.9501	0.7980	0.1845	30.6784	227	9230	112	5.8444	257	3.0000	79	79	5	0.1144	0.8132	14.3918	8.7425	0.7917	0.5582	36.7577	227	8540	0.8755	0.3594
829	839	13	139	117319	117181	2779	34767	823	6059	108	6059	108	1	28708	0.9468	0.7129	0.1841	30.4332	277	8527	92	-5.6419	229	6.2414	29	591	47	0.1165	0.5475	14.6176	8.7640	0.8108	0.5789	37.2347	277	7585	0.8887	0.3537
839	853	13	141	121267	121127	3947	35939	1172	6224	165	6224	165	1	29715	0.9431	0.7667	0.1836	31.2816	277	8825	95	5.4483	29	-5.7547	53	603	17	0.1181	0.3957	14.0593	8.7948	0.8175	0.5179	38.0830	277	7883	0.9051	0.3518
853	857	13	143	122407	122265	1139	36276	337	6267	43	6267	43	1	30009	0.9430	0.6965	0.1832	30.7244	127	12781	232	5.4390	41	6.0488	41	204	16	0.1194	0.7713	14.6940	8.8018	0.8122	0.5641	37.4910	277	7965	0.8931	0.3491
857	859	13	144	122979	122836	571	36442	167	6293	27	6293	27	1	30149	0.9448	0.8846	0.1828	33.2025	163	11475	174	-5.8972	613	3.3252	163	55	4	0.1198	0.7048	14.7550	8.8040	0.8129	0.5163	37.9755	163	11086	0.8803	0.3442
859	863	13	144	124127	123984	1147	36787	344	6343	50	6343	50	1	30444	0.9456	0.7971	0.1824	32.8405	163	11586	175	-6.0228	613	-4.2258	31	236	11	0.1200	0.6285	14.8722	8.8111	0.8137	0.5447	37.6135	163	11197	0.8772	0.3410
863	877	13	145	128187	128043	4059	37990	1202	6500	157	6500	157	1	31490	0.9405	0.7179	0.1819	33.6432	227	10369	125	-5.9478	613	-5.8621	29	868	54	0.1225	0.4957	15.1809	8.8409	0.8219	0.5944	40.3285	277	8403	0.8897	0.3661
877	881	13	147	129359	129213	1171	38337	346	6557	57	6557	57	1	31780	0.9423	0.9076	0.1815	33.9350	277	9427	102	-6.0799	613	-3.0233	43	194	6	0.1222	0.4805	15.3139	8.8477	0.8243	0.4727	40.7292	277	8486	0.8856	0.3529
881	883	13	148	129947	129800	587	38511	174	6581	25	6581	25	1	31930	0.9436	0.7934	0.1811	34.6173	277	9471	103	-6.6476	613	3.1053	19	151	19	0.1222	0.8120	15.3769	8.8500	0.8281	0.5340	41.4043	277	8531	0.8920	0.3974
883	887	13	148	131127	130980	1179	38860	348	6637	56	6637	56	1	32223	0.9452	0.8906	0.1807	35.5286	227	10609	129	-5.7863	613	5.2830	53	178	12	0.1212	0.5394	15.5076	8.8568	0.8279	0.5144	41.5903	227	9921	0.8897	0.3593
887	907	13	149	137107	136959	5979	40637	1776	6882	245	6882	245	1	33755	0.9394	0.7652	0.1803	38.0000	227	11123	136	-5.8235	17	-6.9412	17	1776	202	0.1230	0.3837	15.0980	8.8992	0.8330	0.5582	44.0617	227	10435	0.8874	0.3480
907	911	13	152	138319	138168	1211	40996	360	6941	59	6941	59	1	34055	0.9412	0.9111	0.1799	38.0485	227	11231	137	-4.6399	311	3.6471	17	360	46	0.1225	0.5225	15.3054	8.9058	0.8330	0.5245	44.1101	227	10543	0.8866	0.3454
911	919	13	153	140759	140607	2439	41716	719	7049	108	7049	108	1	34667	0.9414	0.8369	0.1795	38.2775	227	11432	139	5.8987	79	5.7931	29	525	42	0.1227	0.4328	15.5436	8.9210	0.8350	0.5337	44.3392	227	10744	0.8757	0.3370
919	929	13	154	143839	143686	3079	42631	914	7168	119	7168	119	1	35463	0.9388	0.7269	0.1791	38.0837	227	11681	141	-5.4118	17	5.7742	31	608	45	0.1235	0.5033	15.5996	8.9405	0.8357	0.5554	44.1454	227	10993	0.8837	0.3455
929	937	13	156	146327	146172	2487	43371	739	7280	112	7280	112	1	36091	0.9392	0.8480	0.1787	37.2159	227	11893	142	-5.3913	23	-5.1268	71	324	4	0.1230	0.4439	15.6728	8.9556	0.8338	0.5328	43.3069	277	9791	0.8836	0.3427
937	941	13	157	147579	147423	1251	43741	369	7333	53	7333	53	1	36408	0.9401	0.8054	0.1783	36.7987	149	14468	231	5.0000	31	4.5882	17	369	48	0.1223	0.6530	15.7869	8.9619	0.8387	0.5374	42.5776	277	9892	0.8920	0.3499
941	947	13	158	149467	149310	1887	44302	562	7419	86	7419	86	1	36883	0.9410	0.8599	0.1780	37.7148	277	10981	117	5.3307	127	-3.9787	47	305	9	0.1225	0.4685	15.9742	8.9726	0.8500	0.5200	44.5018	277	10041	0.9035	0.3545
947	953	13	159	151367	151209	1899	44865	562	7487	68	7487	68	1	37378	0.9397	0.6814	0.1776	38.7112	277	11120	119	5.4646	127	4.2373	59	288	14	0.1239	0.6614	16.1572	8.9831	0.8466	0.5566	45.4982	277	10180	0.8971	0.3502
953	967	13	160	155847	155688	4479	46193	1327	7688	201	7688	201	1	38505	0.9392	0.8548	0.1772	39.1336	277	11477	122	-5.1912	659	-6.2973	37	838	39	0.1228	0.3364	17.1002	9.0101	0.8485	0.5356	45.9206	277	10537	0.8947	0.3456
967	971	13	162	157139	156978	1291	46577	383	7736	48	7736	48	1	38841	0.9392	0.7087	0.1768	38.4549	277	11571	122	-4.7230	491	3.6129	31	254	20	0.1236	0.7224	16.8251	9.0164	0.8549	0.5508	45.2419	277	10631	0.8900	0.3466
971	977	13	163	159087	158925	1947	47158	580	7817	81	7817	81	1	39341	0.9393	0.7914	0.1765	-38.8481	79	20139	471	-5.8199	433	-4.9032	31	386	20	0.1232	0.5356	16.3497	9.0267	0.8435	0.5145	45.1877	277	10777	0.8902	0.3565
977	983	13	164	161047	160884	1959	47738	580	7907	90	7907	90	1	39831	0.9405	0.8811	0.1761	-40.1013	79	20386	476	-6.1304	23	-3.6897	29	416	25	0.1230	0.4873	16.8743	9.0369	0.8508	0.5411	46.0469	277	10935	0.8929	0.3571
983	991	13	165	163679	163515	2631	48519	781	8016	109	8016	109	1	40503	0.9400	0.7941	0.1758	40.1938	227	13371	158	5.3617	47	-4.5484	31	520	29	0.1234	0.4742	17.2770	9.0511	0.8499	0.5274	46.6245	277	11132	0.8904	0.3477
991	997	13	166	165667	165502	1987	49109	591	8087	71	8087	71	1	41022	0.9388	0.6849	0.1754	41.7401	227	13536	161	4.6299	127	5.2581	31	399	31	0.1243	0.6545	17.8527	9.0611	0.8447	0.5676	47.8018	227	12848	0.8871	0.3471
997	1009	13	167	169679	169513	4011	50294	1185	8278	191	8278	191	1	42016	0.9403	0.9208	0.1750	42.5507	227	13898	165	-5.5517	29	-6.3103	29	860	53	0.1229	0.3224	19.8507	9.0830	0.8528	0.5562	48.6123	227	13210	0.9103	0.3487
1009	1013	13	169	171027	170859	1347	50695	401	8332	54	8332	54	1	42363	0.9408	0.7708	0.1747	43.5991	227	14006	167	5.7660	47	4.7468	79	168	9	0.1226	0.6705	20.5560	9.0889	0.8552	0.5381	49.6608	227	13318	0.9080	0.3446
1013	1019	13	170	173059	172890	2031	51297	601	8421	89	8421	89	1	42876	0.9415	0.8493	0.1744	43.1454	227	14171	168	6.2178	101	4.3396	53	309	16	0.1227	0.4947	22.1002	9.0987	0.8528	0.5316	49.2070	227	13483	0.9100	0.3481
1019	1021	13	171	173739	173569	679	51501	205	8450	30	8450	30	1	43051	0.9429	0.8410	0.1740	43.6344	227	14229	169	7.1782	101	4.9310	29	146	15	0.1232	0.7623	16.7512	9.1007	0.8571	0.5138	49.6872	227	13542	0.9091	0.3423
1021	1031	13	171	177159	176989	3419	52514	1012	8587	137	8587	137	1	43927	0.9415	0.7795	0.1737	47.0705	227	14520	175	4.1608	653	-6.7391	23	802	63	0.1232	0.4518	16.4776	9.1183	0.8484	0.5164	53.1233	227	13833	0.8937	0.3447
1031	1033	13	173	177847	177675	687	52717	203	8613	27	8613	27	1	44104	0.9426	0.7673	0.1733	46.6388	227	14569	175	-4.4836	641	4.2759	29	141	14	0.1230	0.8235	16.7081	9.1202	0.8449	0.5129	52.6828	227	13883	0.8975	0.3424
1033	1039	13	173	179919	179747	2071	53333	616	8705	92	8705	92	1	44628	0.9435	0.8633	0.1730	46.1145	227	14742	176	-4.4056	641	-3.4803	127	221	0	0.1233	0.4729	16.8865	9.1299	0.8492	0.5218	52.1586	227	14056	0.8893	0.3374
1039	1049	13	174	183399	183226	3479	54364	1032	8859	154	8859	154	1	45505	0.9438	0.8642	0.1727	45.3568	227	15055	178	-5.6225	641	-7.2985	67	479	7	0.1223	0.3952	17.2742	9.1471	0.8490	0.5281	51.4009	227	14369	0.8943	0.3417
1049	1051	13	176	184099	183924	699	54571	207	8881	23	8881	23	1	45690	0.9443	0.6447	0.1723	45.9163	227	15105	179	4.8298	47	3.8621	29	147	14	0.1229	0.9565	17.1645	9.1490	0.8487	0.5132	51.9515	227	14420	0.8881	0.3403
1051	1061	13	176	187619	187444	3519	55614	1042	9029	148	9029	148	1	46585	0.9438	0.8257	0.1720	48.2731	227	15405	184	4.8016	373	4.2556	223	306	7	0.1229	0.4321	18.4186	9.1660	0.8501	0.5445	54.3084	227	14720	0.9093	0.3573
1061	1063	13	178	188327	188150	707	55823	210	9062	34	9062	34	1	46761	0.9455	0.9430	0.1717	48.6916	227	15471	185	-4.3438	509	3.2174	23	170	18	0.1228	0.6700	18.2578	9.1679	0.8588	0.5148	54.7181	227	14787	0.9049	0.3500
1063	1069	13	178	190459	190282	2131	56455	631	9157	95	9157	95	1	47298	0.9465	0.8786	0.1714	49.0617	227	15656	187	5.5832	547	-5.7442	43	360	11	0.1224	0.4801	18.7898	9.1772	0.8589	0.5316	55.0881	227	14972	0.8979	0.3377
1069	1087	13	179	196927	196749	6467	58376	1920	9422	265	9422	265	1	48954	0.9436	0.8069	0.1710	48.4273	227	16182	191	6.7121	257	7.5517	29	1384	103	0.1214	0.3448	18.4406	9.2088	0.8427	0.5368	54.4537	227	15498	0.9048	0.3391
1087	1091	13	182	198379	198198	1451	58808	431	9490	68	9490	68	1	49318	0.9452	0.9241	0.1707	47.2555	227	16315	191	-5.0259	811	-4.0851	47	237	6	0.1205	0.5179	18.0859	9.2144	0.8464	0.5342	53.2819	227	15631	0.9036	0.3361
1091	1093	13	183	199107	198925	727	59022	214	9518	29	9518	29	1	49504	0.9463	0.7952	0.1704	46.7357	227	16374	191	-5.3401	397	3.3913	23	168	18	0.1209	0.8073	19.8887	9.2162	0.8446	0.5187	52.7533	227	15691	0.9038	0.3646
1093	1097	13	183	200567	200385	1459	59454	431	9577	59	9577	59	1	49877	0.9470	0.8047	0.1701	46.6520	227	16497	192	-5.5164	397	5.0000	19	380	45	0.1206	0.5903	19.5763	9.2216	0.8534	0.5095	52.6696	227	15814	0.9074	0.3413
1097	1103	13	184	202767	202584	2199	60109	654	9653	76	9653	76	1	50456	0.9458	0.6844	0.1698	47.1718	227	16665	194	-6.8161	397	-4.8837	43	363	12	0.1222	0.7033	19.2065	9.2307	0.8553	0.5817	53.1894	227	15982	0.9045	0.3330
1103	1109	13	185	204979	204795	2211	60765	656	9742	89	9742	89	1	51023	0.9459	0.8005	0.1695	47.5066	227	16854	196	-6.1209	397	-3.6452	31	444	25	0.1224	0.5569	19.7361	9.2398	0.8607	0.5459	53.5242	227	16171	0.8951	0.3328
1109	1117	13	186	207947	207762	2967	61646	881	9870	128	9870	128	1	51776	0.9464	0.8588	0.1692	46.3480	227	17099	197	-5.5592	397	6.2162	37	551	36	0.1223	0.4417	19.1113	9.2524	0.8603	0.5205	52.3656	227	16416	0.8940	0.3222
1117	1123	13	187	210187	210001	2239	62308	662	9961	91	9961	91	1	52347	0.9466	0.8140	0.1689	46.6300	227	17294	199	-5.2305	1063	-4.3659	41	397	15	0.1224	0.5143	18.1623	9.2613	0.8662	0.5431	52.6476	227	16611	0.9038	0.3237
1123	1129	13	188	212439	212252	2251	62975	668	10056	95	10056	95	1	52919	0.9472	0.8436	0.1686	44.8943	227	17491	199	-5.5136	331	3.9362	47	354	19	0.1219	0.5022	18.3355	9.2701	0.8551	0.5194	50.9119	227	16808	0.8939	0.3201
1129	1151	13	189	220799	220611	8359	65457	2481	10388	332	10388	332	1	55069	0.9431	0.7952	0.1683	-46.6582	79	27913	660	-5.5106	331	11.5517	29	1790	135	0.1230	0.3519	18.8450	9.3070	0.8620	0.5544	50.6740	227	17516	0.9058	0.3210
1151	1153	13	193	221567	221375	767	65683	227	10408	21	10408	21	1	55275	0.9433	0.5507	0.1680	-47.9114	79	28002	661	5.5676	37	4.7368	19	202	26	0.1242	1.1113	18.8812	9.3087	0.8724	0.5393	52.1542	227	17575	0.9113	0.3217
1153	1163	13	193	225427	225235	3859	66826	1142	10586	178	10586	178	1	56240	0.9446	0.9295	0.1677	-47.5696	79	28502	674	5.1596	727	-7.4839	31	767	42	0.1223	0.3569	19.2094	9.3242	0.8669	0.5262	51.1850	227	17912	0.9112	0.3215
1163	1171	13	195	228539	228345	3111	67750	923	10716	130	10716	130	1	57034	0.9448	0.8413	0.1674	-49.8987	79	28910	682	5.6176	727	-7.2603	73	411	4	0.1226	0.4698	19.4524	9.3363	0.8692	0.5508	50.8502	227	18177	0.9064	0.3186
1171	1181	13	196	232459	232264	3919	68914	1163	10874	158	10874	158	1	58040	0.9442	0.8129	0.1671	-53.1772	79	29395	691	-5.2765	839	7.8605	43	648	38	0.1224	0.4526	19.7498	9.3516	0.8718	0.5317	53.8899	227	18513	0.9223	0.3199
1181	1187	13	198	234827	234630	2367	69619	704	10976	102	10976	102	1	58643	0.9450	0.8684	0.1668	-52.1519	79	29710	700	-5.5025	991	-6.7826	23	561	42	0.1217	0.4957	18.9383	9.3601	0.8603	0.5545	53.9868	227	18729	0.9017	0.3164
1187	1193	13	199	237207	237009	2379	70324	706	11058	82	11058	82	1	59266	0.9441	0.6973	0.1666	-50.6709	79	30007	709	5.3274	113	8.8378	37	447	33	0.1224	0.6719	19.0925	9.3684	0.8601	0.5654	55.2952	227	18921	0.9146	0.3193
1193	1201	13	200	240399	240200	3191	71269	945	11171	113	11171	113	1	60098	0.9427	0.7191	0.1663	50.8722	227	19877	226	-6.3043	23	-4.6596	47	509	17	0.1228	0.5872	18.9196	9.3801	0.8525	0.5882	56.8811	227	19195	0.9073	0.3246
1201	1213	13	201	245227	245027	4827	72701	1432	11365	194	11365	194	1	61336	0.9417	0.8161	0.1660	-52.3165	79	31020	733	5.2348	541	6.4390	41	852	48	0.1226	0.4367	19.2481	9.3983	0.8550	0.5825	57.8246	211	20169	0.9092	0.3189
1213	1217	13	203	246847	246645	1619	73183	481	11433	68	11433	68	1	61750	0.9427	0.8530	0.1657	-52.6329	79	31230	738	-4.6981	1103	-4.0488	41	288	10	0.1219	0.5778	19.3683	9.4033	0.8473	0.5268	56.4028	211	20319	0.9019	0.3238
1217	1223	13	204	249287	249084	2439	73907	724	11531	98	11531	98	1	62376	0.9430	0.8181	0.1655	-50.5063	79	31541	748	-7.6957	23	-5.0690	29	523	31	0.1214	0.5343	19.5377	9.4115	0.8470	0.5516	55.4123	211	20529	0.9036	0.3316
1223	1229	13	205	251739	251535	2451	74632	724	11633	102	11633	102	1	62999	0.9436	0.8529	0.1652	-54.5823	79	31860	752	-5.7391	23	-6.0597	67	337	4	0.1209	0.4952	19.7189	9.4196	0.8464	0.5200	54.2891	211	20753	0.9065	0.3450
1229	1231	13	206	252559	252354	819	74875	244	11667	35	11667	35	1	63208	0.9448	0.8698	0.1649	-56.1139	79	31960	753	-6.8696	23	-4.6170	47	132	1	0.1209	0.7704	19.7765	9.4213	0.8537	0.5501	53.5972	211	20826	0.9058	0.3385
1231	1237	13	206	255027	254822	2467	75609	733	11769	102	11769	102	1	63840	0.9454	0.8452	0.1646	-57.9873	79	32271	759	-5.6957	23	-4.3253	83	304	3	0.1209	0.5025	19.9526	9.4294	0.8538	0.5171	-55.3544	79	32167	0.9079	0.3396
1237	1249	13	207	259999	259793	4971	77084	1474	11961	192	11961	192	1	65123	0.9440	0.7924	0.1644	-56.6835	79	32891	776	7.0314	541	5.2093	43	834	44	0.1211	0.4202	20.2879	9.4471	0.8566	0.5268	55.4171	211	21478	0.9062	0.3325
1249	1259	13	209	264179	263971	4179	78323	1240	12132	171	12132	171	1	66191	0.9438	0.8403	0.1641	-52.2278	79	33426	794	8.4510	541	-7.1887	53	641	17	0.1201	0.4260	20.5893	9.4614	0.8363	0.5592	54.1986	277	18947	0.8990	0.3280
1259	1277	13	211	271787	271577	7607	80579	2255	12439	307	12439	307	1	68140	0.9421	0.8309	0.1639	-55.7342	79	34394	815	6.1109	541	-6.0000	29	1624	106	0.1207	0.3290	21.1262	9.4882	0.8405	0.5294	55.7488	211	22498	0.8964	0.3221
1277	1279	13	214	272639	272426	851	80829	252	12476	38	12476	38	1	68353	0.9435	0.9217	0.1636	-56.4430	79	34501	817	6.1867	541	4.6761	71	118	8	0.1206	0.7206	21.1905	9.4898	0.8439	0.5267	56.0000	211	22577	0.8978	0.3200
1279	1283	13	214	274347	274134	1707	81338	508	12535	59	12535	59	1	68803	0.9435	0.7110	0.1633	-56.9367	79	34718	822	-6.1765	17	-6.7647	17	508	53	0.1214	0.7348	21.2904	9.4945	0.8456	0.5323	56.6066	211	22724	0.8955	0.3180
1283	1289	13	215	276919	276705	2571	82102	763	12630	95	12630	95	1	69472	0.9432	0.7634	0.1631	-56.9873	79	35036	830	-6.6953	991	5.2703	37	476	31	0.1217	0.5917	21.4547	9.5023	0.8444	0.5356	56.5024	211	22946	0.8941	0.3171
1289	1291	13	216	277779	277564	859	82355	253	12659	30	12659	30	1	69696	0.9440	0.7282	0.1628	-57.7215	79	35144	832	6.5453	541	3.6610	59	128	8	0.1218	0.9026	21.5123	9.5038	0.8482	0.5266	56.7915	211	23021	0.9038	0.3845
1291	1297	13	216	280367	280152	2587	83123	768	12771	112	12771	112	1	70352	0.9450	0.8970	0.1626	-59.7468	79	35461	838	4.9764	127	5.6471	17	768	96	0.1211	0.4588	21.7053	9.5115	0.8424	0.5203	58.7630	211	23235	0.8963	0.3315
1297	1301	13	217	282099	281883	1731	83634	510	12831	60	12831	60	1	70803	0.9451	0.7247	0.1623	-61.1646	79	35675	842	6.2607	211	3.9175	97	198	8	0.1217	0.7280	21.8103	9.5161	0.8412	0.5369	-58.5823	79	35573	0.8948	0.3433
1301	1303	13	218	282967	282750	867	83892	258	12862	32	12862	32	1	71030	0.9459	0.7652	0.1621	-60.8481	79	35781	845	5.8661	127	-3.5946	37	159	5	0.1219	0.8557	21.8645	9.5176	0.8430	0.5335	58.6967	211	23453	0.8900	0.3347
