Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
1499	23	89074	7745	7745	-0.5652	-0.5652	1415	125	125	1.9565	1.9565	44538	3880	0.0909	0.4091	0	1.7391	24	5.5006	89074	-0.5652	0.0909
1499	29	81329	6136	5603	-7.0345	-5.8966	1290	94	82	-3.5862	-6.9655	40658	2798	0.4643	0.8929	0	nan	21	5.5060	81329	-5.8966	0.4643
1499	31	75726	5737	4878	-9.7097	-7.5484	1208	85	71	-6.2903	-6.9355	37860	2451	0.7667	0.9000	0	nan	25	6.3078	75726	-7.5484	0.7667
1499	37	70848	4820	3834	5.1892	4.3784	1137	79	62	2.5135	0.5405	35409	1916	0.3889	0.2222	0	nan	39	7.7767	70848	4.3784	0.3889
1499	41	67014	4338	3289	-7.0732	20.0244	1075	64	50	-5.0244	-2.4390	33493	1635	0.9250	0.5250	0	nan	33	8.3114	67011	20.1707	0.9250
1499	43	63725	4153	2981	10.0233	17.0465	1025	69	50	3.1860	2.3256	31858	1487	0.9286	0.5714	0	nan	38	10.1923	63719	17.3256	0.9286
1499	47	60744	3794	2596	3.6170	11.1489	975	66	48	5.7872	6.5106	30371	1289	0.8043	0.8478	0	nan	59	10.4591	60727	11.8723	0.7826
1499	53	58148	3364	2189	2.7170	-5.2642	927	57	42	3.6038	7.0189	29082	1080	0.2115	0.9808	0	nan	52	10.0940	58118	-4.1321	0.1923
1499	59	55959	3019	1878	-0.4576	-18.9153	885	44	28	-3.9661	-2.0000	28002	937	0.8793	0.4138	0	nan	47	9.7656	55916	-17.4576	0.8103
1499	61	54081	2932	1778	11.5410	4.8525	857	50	35	3.6066	6.9016	27065	872	0.3000	0.9833	0	nan	39	8.9835	54033	6.4262	0.5000
1499	67	52303	2661	1533	2.0746	-28.2836	822	42	25	-0.2388	0.4627	26193	762	0.9848	0.1212	0	nan	49	9.9216	52236	-26.2836	0.9848
1499	71	50770	2515	1396	5.8732	-34.1408	797	40	23	0.1408	0.5493	25431	698	0.9857	0.2857	0	nan	53	11.8444	50692	-31.9437	0.9571
1499	73	49374	2443	1318	2.6164	-34.7123	774	40	22	1.2329	0.7945	24733	655	0.9861	0.1944	0	nan	39	9.4454	49293	-32.4932	0.9583
1499	79	48056	2250	1160	-5.0380	-56.6076	752	36	18	0.1772	-1.0380	24078	568	0.9872	0.1795	0	nan	57	10.0899	47960	-54.1772	0.9872
1499	83	46896	2146	1101	-0.3614	-29.0241	734	33	17	-1.0964	-0.6867	23510	561	0.9878	0.2439	0	nan	40	9.0174	46786	-26.3735	0.9878
1499	89	45795	2006	995	4.3371	-34.1011	717	29	13	-2.7978	-3.1124	22949	495	0.9886	0.8295	0	nan	43	9.8289	45671	-31.3146	0.9886
1499	97	44800	1841	910	4.4227	-13.7113	704	28	14	-1.1753	-0.5155	22454	456	0.7500	0.2708	0	nan	38	8.1759	44655	-10.7216	0.5729
1499	101	43890	1768	857	4.1584	-12.1089	690	28	15	-0.0198	1.3366	21998	446	0.5900	0.3900	0	nan	50	10.7864	43730	-8.9406	0.5700
1499	103	43033	1727	801	-2.5922	-34.5922	675	26	12	-1.4757	-1.1068	21552	411	0.9902	0.2745	0	nan	57	10.5171	42866	-31.3495	0.9804
1499	107	42232	1659	743	-5.9346	-46.3832	663	32	15	5.5514	2.6075	21141	394	0.9906	0.6509	0	nan	52	9.5020	42055	-43.0748	0.9906
1499	109	41489	1643	740	8.6147	-21.2661	648	27	11	1.0367	-0.8899	20747	394	0.9537	0.1852	0	nan	44	8.5388	41306	-17.9083	0.9167
1499	113	40749	1586	721	9.4690	-0.2212	637	25	15	-0.0442	3.7257	20353	381	0.0268	0.8482	0	nan	42	7.9805	40555	3.2124	0.3571
