Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
499	191	3525	117	50	1.6597	13.0890	55	1	1	-0.8115	0.4241	1726	23	0.9947	0.1895	0	nan	21	3.6405	2995	18.6387	0.9947
499	193	3475	109	49	-5.1451	12.9896	54	3	2	1.2073	1.4404	1703	19	0.9948	0.9583	0	nan	17	3.1318	2938	18.5544	0.9948
499	197	3426	111	43	-0.8274	8.2183	52	1	1	-0.7563	0.4721	1684	20	0.9745	0.1735	0	nan	13	2.9795	2869	13.8731	0.9949
499	199	3383	106	40	-4.7035	6.0000	51	1	1	-0.7387	0.4874	1664	20	0.8384	0.1818	0	nan	17	3.3037	2818	11.6784	0.9949
499	211	3343	98	34	-6.4076	2.3128	50	0	0	-1.6398	-0.4739	1644	14	0.4476	0.3000	0	nan	16	3.0709	2726	8.1611	0.9667
499	223	3309	101	41	2.2108	11.3229	50	1	1	-0.5516	0.5516	1630	15	0.9775	0.7748	0	nan	18	2.9919	2633	17.3857	0.9955
499	227	3268	97	42	-0.0485	13.2070	49	2	1	0.4758	0.5683	1615	18	0.9956	0.7876	0	nan	19	3.2191	2569	19.3656	0.9956
499	229	3226	102	36	5.7991	7.8253	48	2	2	0.4891	1.5808	1597	14	0.9649	0.9518	0	nan	17	3.0557	2518	14.0087	0.9956
499	233	3190	96	37	1.4506	9.6180	46	2	1	0.5150	0.6052	1583	13	0.9914	0.8017	0	nan	15	2.6866	2466	15.8326	0.9957
499	239	3153	91	33	-1.1757	6.6151	45	2	2	0.5523	1.6234	1570	10	0.9202	0.9790	0	nan	16	2.9409	2397	12.9414	0.9958
499	241	3120	90	30	-1.4108	4.1079	43	0	0	-1.4357	-0.3568	1560	13	0.7333	0.3375	0	nan	14	2.8404	2355	10.4564	0.9875
499	251	3090	87	31	-0.7689	6.3785	43	1	0	-0.3785	-0.3426	1547	14	0.9320	0.3440	0	nan	15	2.6312	2279	12.8406	0.9960
499	257	3059	82	28	-3.7198	4.1946	43	1	1	-0.3463	0.6654	1533	10	0.7188	0.8320	0	nan	13	2.5874	2215	10.7626	0.9961
499	263	3031	83	24	-0.7643	0.9506	42	2	1	0.6844	0.6806	1523	6	0.1679	0.8397	0	nan	14	2.6634	2160	7.5741	0.9847
499	269	3007	78	28	-3.8959	5.6431	41	0	0	-1.2862	-0.3048	1517	10	0.8769	0.3619	0	nan	14	2.7372	2093	12.4387	0.9963
499	271	2979	80	20	-1.2915	-1.9852	41	2	1	0.7232	0.6974	1507	6	0.3407	0.8519	0	nan	15	2.4283	2058	4.8118	0.8852
499	277	2959	80	29	0.4693	7.6354	40	1	0	-0.2491	-0.2888	1501	7	0.9674	0.3768	0	nan	17	2.6424	2008	14.5018	0.9964
499	281	2930	76	17	-2.3986	-3.8541	40	2	0	0.7687	-0.2847	1494	4	0.6321	0.3750	0	nan	14	2.6962	1959	3.0569	0.6714
499	283	2913	75	18	-2.8445	-2.5866	40	1	0	-0.2226	-0.2827	1490	6	0.5993	0.3688	0	nan	14	2.5308	1930	4.3604	0.8440
499	293	2895	76	22	0.8123	2.2389	40	3	1	1.8191	0.7270	1484	6	0.4418	0.8664	0	nan	13	2.4375	1844	9.4130	0.9966
499	307	2873	71	20	-0.7590	1.2834	39	0	0	-1.1270	-0.2541	1478	4	0.3072	0.3856	0	nan	14	2.6257	1734	8.7036	0.9967
499	311	2853	69	15	-1.8360	-3.3473	39	2	1	0.8875	0.7492	1474	2	0.6871	0.8742	0	nan	17	2.4604	1692	4.1190	0.8742
499	313	2838	65	19	-5.3834	0.8658	38	1	1	-0.1054	0.7572	1472	5	0.1571	0.8782	0	nan	15	2.3480	1659	8.3994	0.9968
499	317	2819	73	14	3.5047	-3.7855	37	2	1	0.9085	0.7666	1467	2	0.7437	0.8829	0	nan	14	2.3525	1616	3.8044	0.7975
499	331	2805	68	17	1.4441	0.0514	36	1	1	-0.0453	0.7825	1465	2	0.0667	0.8909	0	nan	15	2.4535	1514	7.8520	0.9939
499	337	2788	62	14	-3.3709	-2.5460	35	0	0	-1.0267	-0.2077	1463	2	0.5863	0.3988	0	nan	15	2.3347	1456	5.3591	0.9792
499	347	2774	61	14	-2.4870	-1.9885	35	1	0	0.0029	-0.2017	1461	1	0.3988	0.4104	0	nan	14	2.3718	1372	6.0922	0.9913
499	349	2760	59	12	-4.1232	-3.8166	35	1	0	0.0086	-0.2006	1460	0	0.7845	0.4052	0	nan	12	2.3801	1344	4.2980	0.9368
499	353	2748	65	17	2.5921	1.4306	35	2	1	1.0198	0.8017	1460	0	0.3068	0.9006	0	nan	16	2.5590	1303	9.6176	0.9943
499	359	2731	60	12	-1.3649	-3.2145	34	1	0	0.0362	-0.1894	1460	0	0.7151	0.4106	0	nan	11	2.2845	1251	5.0306	0.9749
499	367	2719	59	8	-1.0272	-6.8174	34	0	0	-0.9428	-0.1853	1460	0	0.9645	0.4153	0	nan	14	2.2589	1183	1.5531	0.5628
499	373	2711	60	15	0.9383	0.4638	34	1	0	0.0724	-0.1823	1460	0	0.0565	0.4194	0	nan	14	2.2565	1134	8.9196	0.9973
499	379	2696	60	13	1.8734	-1.2269	34	2	2	1.0871	1.8206	1460	0	0.3413	0.9947	0	nan	13	2.1599	1080	7.3008	0.9974
499	383	2683	59	8	1.4804	-6.0104	32	1	0	0.0966	-0.1671	1460	0	0.9686	0.4215	0	nan	15	2.2343	1041	2.5640	0.8141
499	389	2675	57	11	0.3676	-2.7532	32	1	0	0.1105	-0.1645	1460	0	0.6701	0.4253	0	nan	12	2.1368	984	5.9409	0.9923
499	397	2664	54	10	-1.4912	-3.4207	32	0	0	-0.8715	-0.1612	1460	0	0.7449	0.4217	0	nan	13	2.1468	907	5.4307	0.9949
499	401	2654	57	10	2.0623	-3.2369	32	0	0	-0.8628	-0.1596	1460	0	0.7300	0.4250	0	nan	12	2.1436	868	5.6708	0.9975
499	409	2644	55	5	1.1369	-7.9291	32	0	0	-0.8460	-0.1565	1460	0	0.9853	0.4240	0	nan	11	2.2354	804	1.0685	0.5000
499	419	2639	52	5	-0.5776	-7.5967	32	1	1	0.1742	0.8473	1460	0	0.9952	0.9234	0	nan	13	2.0482	739	1.4726	0.5335
499	421	2634	51	5	-1.3278	-7.5131	31	1	1	0.1781	0.8527	1460	0	0.9857	0.9262	0	nan	13	2.1743	710	1.6271	0.7024
499	431	2629	51	7	-0.1137	-5.1995	30	0	0	-0.8028	-0.1392	1460	0	0.9558	0.4302	0	nan	13	2.0519	615	4.1462	0.9930
499	433	2622	50	6	-0.8776	-6.1109	30	1	0	0.2009	-0.1386	1460	0	0.9722	0.4306	0	nan	13	2.0807	589	3.2794	0.9745
499	439	2616	52	7	1.8178	-4.9180	30	2	0	1.2118	-0.1367	1460	0	0.8927	0.4338	0	nan	11	2.0379	539	4.5444	0.9886
499	443	2609	49	4	-0.7291	-7.7788	30	0	0	-0.7810	-0.1354	1460	0	0.9910	0.4389	0	nan	11	2.0762	509	1.7020	0.7851
499	449	2605	48	4	-1.0646	-7.6036	30	1	1	0.2294	0.8664	1460	0	0.9955	0.9330	0	nan	12	1.9659	459	1.9555	0.8527
499	457	2601	44	2	-4.2057	-9.3829	29	1	0	0.2429	-0.1269	1460	0	0.9978	0.4364	0	nan	11	1.9755	385	0.3151	0.1338
499	461	2599	48	1	0.2126	-10.2755	29	1	1	0.2495	0.8742	1460	0	0.9978	0.9370	0	nan	14	1.9408	350	-0.5184	0.4565
499	463	2598	44	3	-3.5810	-8.2225	28	0	0	-0.7473	-0.1210	1460	0	0.9978	0.4437	0	nan	11	1.9218	339	1.5356	0.8918
499	467	2595	43	4	-4.1734	-7.1135	28	1	0	0.2591	-0.1199	1460	0	0.9936	0.4421	0	nan	13	1.9802	306	2.6895	0.9785
499	479	2591	46	2	0.0084	-8.8184	28	1	0	0.2777	-0.1169	1460	0	0.9937	0.4435	0	nan	11	1.9102	202	1.1566	0.8703
499	487	2589	46	2	0.7639	-8.6324	28	0	0	-0.7105	-0.1150	1460	0	0.9979	0.4444	0	nan	11	1.8942	126	1.4825	0.9444
499	491	2587	44	2	-0.8676	-8.5377	28	0	0	-0.7047	-0.1141	1460	0	0.9980	0.4429	0	nan	12	1.8566	100	1.5927	0.9673
499	499	2585	44	0	-0.1483	-10.3607	28	0	0	-0.6934	-0.1122	1460	0	0.9980	0.4478	0	nan	12	1.9828	28	-0.1122	0.4478
