Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
499	17	12486	1471	1471	2.0588	2.0588	199	26	26	2.5882	2.5882	6240	731	0.8750	0.7500	1	-1.7059	8	2.3793	12486	2.0588	0.8750
499	19	11015	1317	1165	2.6842	5.5263	173	22	20	1.0526	1.7895	5509	581	0.9444	0.6667	0	1.2632	10	2.5098	11015	5.5263	0.9444
499	23	9850	1084	859	-1.7391	2.4783	153	20	13	2.6957	-0.3043	4928	427	0.4091	0.1364	0	1.7391	19	4.7385	9849	2.5652	0.5909
499	29	8991	861	621	-0.1034	0.9310	140	15	12	1.2759	2.3448	4501	306	0.2143	0.9286	0	nan	14	3.5958	8982	1.5517	0.5000
499	31	8370	808	534	2.4516	-6.0000	128	14	9	1.1613	0.7419	4195	265	0.8333	0.3333	0	nan	16	3.6983	8359	-5.2903	0.7667
499	37	7836	676	420	1.0811	-3.5676	119	11	6	0.2432	-0.4324	3930	203	0.7778	0.1111	0	nan	15	3.5347	7814	-2.3784	0.4722
499	41	7416	609	346	-0.0732	-15.7561	113	9	6	-0.7073	0.4878	3727	170	0.9750	0.1250	0	nan	21	4.5703	7387	-14.3415	0.9750
499	43	7070	582	328	1.2558	-0.8372	107	9	9	-0.2558	4.0233	3557	175	0.0476	0.9286	0	nan	18	4.4263	7038	0.6512	0.0238
499	47	6742	533	274	1.6809	-12.8936	98	8	1	-0.4681	-3.1702	3382	141	0.9348	0.9783	0	nan	22	4.7839	6699	-11.0638	0.9348
499	53	6468	472	232	0.8302	-12.0755	97	8	4	0.4906	0.3396	3241	131	0.9423	0.1538	0	nan	18	4.7223	6412	-9.9623	0.9038
499	59	6236	423	212	-0.2542	0.6102	93	5	3	-1.7458	-0.1525	3110	109	0.1034	0.1724	0	nan	19	4.4427	6167	2.9492	0.3793
499	61	6024	407	198	-2.3770	0.4918	90	8	4	1.4754	1.0492	3001	102	0.1333	0.5333	0	nan	25	4.9972	5950	2.9180	0.6833
499	67	5826	372	183	-0.7164	9.0896	86	7	4	1.0597	1.4328	2899	94	0.9394	0.5758	0	nan	20	4.5266	5733	11.8657	0.9545
499	71	5643	354	171	2.2817	12.0423	82	7	3	1.3944	0.6901	2805	89	0.9571	0.3857	0	nan	23	4.3858	5539	14.9718	0.9857
499	73	5472	342	170	-0.0822	20.0822	79	3	1	-2.4521	-1.1644	2716	90	0.9861	0.6250	0	nan	22	4.5764	5365	23.0137	0.9861
499	79	5302	312	138	-4.1013	3.7722	78	3	1	-2.0380	-0.9747	2626	75	0.4615	0.4231	0	nan	20	4.4579	5180	6.8608	0.6795
499	83	5164	299	142	-1.8675	17.5663	77	5	2	0.2048	0.1446	2551	76	0.9878	0.2073	0	nan	22	4.7771	5028	20.8434	0.9878
