Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
1499	17	112826	13272	13272	-1.6471	-1.6471	1785	210	210	0.0000	0.0000	56412	6634	0.3750	0.1875	1	-1.7059	6	1.9170	112826	-1.6471	0.3750
1499	19	99554	11876	10480	-0.4211	0.6316	1575	188	160	0.1053	-5.7895	49778	5240	0.0556	0.7778	1	1.2632	10	2.6765	99554	0.6316	0.0556
1499	23	89074	9805	7745	-5.9565	-0.5652	1415	155	125	-0.2174	1.9565	44538	3880	0.0909	0.4091	0	1.7391	24	5.5006	89074	-0.5652	0.0909
1499	29	81329	7778	5603	-3.1034	-5.8966	1290	123	82	-0.1034	-6.9655	40658	2798	0.4643	0.8929	0	nan	21	5.5060	81329	-5.8966	0.4643
1499	31	75726	7274	4878	-5.0968	-7.5484	1208	109	71	-6.1613	-6.9355	37860	2451	0.7667	0.9000	0	nan	25	6.3078	75726	-7.5484	0.7667
1499	37	70848	6102	3834	3.2973	4.3784	1137	100	62	3.5135	0.5405	35409	1916	0.3889	0.2222	0	nan	39	7.7767	70848	4.3784	0.3889
1499	41	67014	5501	3289	-2.7073	20.0244	1075	84	50	-3.0732	-2.4390	33493	1635	0.9250	0.5250	0	nan	33	8.3114	67011	20.1707	0.9250
1499	43	63725	5249	2981	1.2791	17.0465	1025	84	50	0.9767	2.3256	31858	1487	0.9286	0.5714	0	nan	38	10.1923	63719	17.3256	0.9286
1499	47	60744	4803	2596	1.8936	11.1489	975	81	48	5.0426	6.5106	30371	1289	0.8043	0.8478	0	nan	59	10.4591	60727	11.8723	0.7826
1499	53	58148	4262	2189	4.4151	-5.2642	927	73	42	5.6415	7.0189	29082	1080	0.2115	0.9808	0	nan	52	10.0940	58118	-4.1321	0.1923
1499	59	55959	3823	1878	-1.6102	-18.9153	885	59	28	-1.5085	-2.0000	28002	937	0.8793	0.4138	0	nan	47	9.7656	55916	-17.4576	0.8103
1499	61	54081	3703	1778	3.7869	4.8525	857	61	35	2.4754	6.9016	27065	872	0.3000	0.9833	0	nan	39	8.9835	54033	6.4262	0.5000
1499	67	52303	3366	1533	-1.9403	-28.2836	822	51	25	-2.2836	0.4627	26193	762	0.9848	0.1212	0	nan	49	9.9216	52236	-26.2836	0.9848
1499	71	50770	3179	1396	0.8028	-34.1408	797	48	23	-2.2817	0.5493	25431	698	0.9857	0.2857	0	nan	53	11.8444	50692	-31.9437	0.9571
1499	73	49374	3090	1318	-1.1233	-34.7123	774	47	22	-1.9041	0.7945	24733	655	0.9861	0.1944	0	nan	39	9.4454	49293	-32.4932	0.9583
