Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
4999	29	892032	61523	61523	3.5517	3.5517	1426	93	93	-5.3448	-5.3448	446011	30750	0.4286	0.8929	0	nan	30	6.8677	892032	3.5517	0.4286
4999	31	830509	57553	53583	2.5484	1.7742	1333	89	83	-3.0000	-3.0000	415261	26799	0.1333	0.8333	0	nan	38	9.4585	830509	1.7742	0.1333
4999	37	776926	48220	41982	2.0541	-14.0000	1250	78	69	0.9189	1.4324	388462	21010	0.6389	0.5556	0	nan	41	10.3637	776926	-14.0000	0.6389
4999	41	734944	43514	35854	0.2439	3.0732	1181	69	60	-0.5610	2.3902	367452	17927	0.1500	0.1750	0	nan	39	9.4665	734944	3.0732	0.1500
4999	43	699090	41486	32521	-3.8605	5.1860	1121	68	52	1.6744	-0.1395	349525	16266	0.3571	0.0238	0	nan	70	15.6217	699090	5.1860	0.3571
4999	47	666569	37966	28429	7.1915	64.3617	1069	58	44	-2.6809	-1.4894	333259	14231	0.9783	0.3478	0	nan	70	17.9077	666569	64.3617	0.9783
4999	53	638140	33667	24103	5.4151	22.2453	1025	55	41	1.1887	2.3208	319028	12039	0.6346	0.5192	0	nan	67	15.4349	638140	22.2453	0.6346
4999	59	614037	30245	20892	6.6271	77.1864	984	50	31	1.6610	-2.3559	306989	10441	0.9828	0.3966	0	nan	98	21.4034	614037	77.1864	0.9828
4999	61	593145	29250	19532	3.0492	84.6230	953	48	35	1.2459	3.7541	296548	9781	0.9833	0.7333	0	nan	98	21.1835	593145	84.6230	0.9833
4999	67	573613	26628	17141	0.1791	18.2239	918	49	33	6.4328	5.5970	286767	8576	0.7273	0.8939	0	nan	97	17.9044	573613	18.2239	0.7273
4999	71	556472	25142	15729	14.3380	53.7324	885	39	27	-1.1690	2.0704	278191	7845	0.9857	0.3714	0	nan	93	18.8038	556470	53.7887	0.9857
4999	73	540743	24432	14873	-7.2329	58.1233	858	39	22	-0.0685	-1.5068	270346	7415	0.9861	0.4722	0	nan	108	19.8460	540738	58.2603	0.9861
4999	79	525870	22575	13335	-8.0886	21.8354	836	38	21	1.8987	-0.1646	262931	6633	0.6538	0.1026	0	nan	87	19.4172	525850	22.3418	0.6538
4999	83	512535	21488	12338	-6.7470	-12.2410	815	35	23	0.6386	3.3614	256298	6136	0.3049	0.7317	0	nan	91	20.4034	512501	-11.4217	0.3049
4999	89	500197	20042	11289	-3.6629	48.6180	792	32	21	-0.0449	3.2022	250162	5579	0.9886	0.6364	0	nan	125	21.2184	500149	49.6966	0.9886
4999	97	488908	18394	10079	1.5876	-1.5773	771	30	17	0.5979	1.1031	244583	4972	0.0938	0.3646	0	nan	78	17.7322	488839	-0.1546	0.0208
4999	101	478829	17657	9442	-7.0000	-39.7624	754	23	15	-5.2376	0.0693	239611	4683	0.8600	0.1000	0	nan	111	22.5293	478745	-38.0990	0.8300
4999	103	469387	17320	9029	-1.0097	-85.3107	739	29	20	1.3107	5.6505	234928	4484	0.9902	0.9510	0	nan	109	20.3029	469296	-83.5437	0.9902
