Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
997	149	16688	532	256	-0.9933	32.0000	420	14	6	1.3691	0.3624	8175	134	0.9932	0.0811	0	nan	42	6.4057	16347	36.5772	0.9932
997	151	16432	526	239	0.0662	21.3576	414	11	2	-1.4636	-3.4834	8041	124	0.9933	0.9133	0	nan	27	5.5506	16081	26.0066	0.9933
997	157	16193	502	232	-3.8344	25.7197	412	11	4	-0.9873	-1.2484	7917	122	0.9936	0.5128	0	nan	37	6.4645	15822	30.4459	0.9936
997	163	15961	484	219	-3.2147	23.1595	408	11	4	-0.5460	-1.0061	7795	122	0.9938	0.4630	0	nan	33	6.1415	15573	27.9202	0.9938
997	167	15742	478	210	2.4551	21.4731	404	11	5	-0.2695	0.1617	7673	108	0.9940	0.0843	0	nan	29	5.4137	15333	26.3713	0.9940
997	173	15532	459	213	-0.0520	33.4393	399	13	7	2.1214	2.3873	7565	112	0.9942	0.7558	0	nan	34	6.2536	15100	38.4335	0.9942
997	179	15319	438	192	-5.6648	20.8380	392	10	6	-0.5140	1.6201	7453	102	0.9944	0.6854	0	nan	28	5.6566	14862	25.9441	0.9944
997	181	15127	442	191	3.2376	23.8508	386	12	3	1.6022	-1.2652	7351	101	0.9889	0.4556	0	nan	33	5.8604	14657	29.0442	0.9944
997	191	14936	412	178	-3.7906	21.6021	383	7	2	-2.8534	-2.0105	7250	100	0.9947	0.8053	0	nan	30	6.0428	14417	27.0366	0.9947
997	193	14758	415	176	3.5181	23.0674	381	9	3	-0.7513	-0.9482	7150	88	0.9948	0.3490	0	nan	30	5.5149	14232	28.5181	0.9948
997	197	14582	399	179	-4.1269	30.9594	378	9	6	-0.5533	2.1624	7062	91	0.9949	0.8316	0	nan	38	5.8967	14036	36.5025	0.9949
997	199	14403	393	180	-6.0754	35.2462	372	8	4	-1.4573	0.2613	6971	89	0.9949	0.1212	0	nan	38	5.9785	13849	40.8141	0.9949
997	211	14223	376	172	-0.3791	37.1848	368	8	5	-0.9194	1.5118	6882	84	0.9952	0.7190	0	nan	36	5.8045	13617	42.9289	0.9952
997	223	14051	357	153	0.8744	26.9821	363	7	1	-1.4395	-2.2556	6798	81	0.9955	0.8874	0	nan	35	5.7776	13386	32.9462	0.9955
997	227	13898	354	165	4.1498	42.5507	362	9	4	0.7093	0.8106	6717	79	0.9956	0.4248	0	nan	39	5.9541	13210	48.6123	0.9956
997	229	13733	346	148	-0.7948	28.0611	358	7	4	-1.2183	0.8734	6638	72	0.9956	0.3860	0	nan	31	5.1961	13036	34.1485	0.9956
997	233	13585	337	138	-3.8412	21.3906	354	8	4	-0.0773	0.9614	6566	70	0.9957	0.3578	0	nan	27	4.9493	12872	27.5107	0.9957
997	239	13447	334	140	1.7155	27.4728	350	9	1	1.1255	-1.9289	6496	64	0.9958	0.6765	0	nan	32	5.0530	12702	33.7071	0.9958
997	241	13307	328	136	-1.5270	25.5685	349	11	6	3.1909	3.1037	6432	64	0.9958	0.9792	0	nan	32	5.4181	12553	31.8257	0.9958
997	251	13171	312	132	-4.3984	27.0518	343	8	3	0.5020	0.2669	6368	72	0.9960	0.1200	0	nan	28	4.9405	12371	33.4263	0.9960
997	257	13039	307	136	-2.0117	34.5292	340	7	1	-0.3230	-1.6459	6296	63	0.9961	0.8008	0	nan	32	5.0799	12206	41.0117	0.9961
997	263	12903	305	121	3.0380	22.8783	339	8	5	0.8441	2.4221	6233	56	0.9962	0.9351	0	nan	24	4.8799	12043	29.4183	0.9962
997	269	12782	291	121	-4.2268	25.9665	334	7	3	0.0037	0.5167	6177	58	0.9963	0.4030	0	nan	32	5.1661	11879	32.6803	0.9963
997	271	12661	289	112	-4.0480	18.5609	331	8	4	1.0554	1.5572	6119	54	0.9963	0.8296	0	nan	27	4.9673	11751	25.2768	0.9963
997	277	12549	284	129	-2.7004	38.3935	327	8	1	1.2058	-1.3610	6065	65	0.9964	0.6522	0	nan	36	4.9109	11609	45.1805	0.9964
997	281	12420	283	116	0.3808	27.6014	326	6	4	-0.6975	1.6797	6000	54	0.9964	0.8321	0	nan	32	4.8935	11460	34.4342	0.9964
997	283	12304	279	110	-1.6219	23.0459	322	5	2	-1.6502	-0.2756	5946	46	0.9965	0.1879	0	nan	28	4.7683	11332	29.9152	0.9965
997	293	12194	274	115	2.9556	31.7645	320	10	3	3.5768	0.8157	5900	54	0.9966	0.4075	0	nan	31	4.9202	11154	38.8635	0.9966
997	307	12079	256	95	-2.6840	16.3094	317	5	1	-1.1303	-1.0651	5846	50	0.9967	0.6667	0	nan	23	4.5356	10951	23.6580	0.9967
997	311	11984	252	100	-3.3569	22.9325	316	5	2	-1.0514	-0.0322	5796	44	0.9968	0.1613	0	nan	29	4.7298	10834	30.3280	0.9968
997	313	11884	251	89	-2.7252	13.0639	314	6	1	-0.0128	-1.0064	5752	48	0.9744	0.6667	0	nan	25	4.2808	10716	20.5272	0.9968
997	317	11795	251	89	0.4763	14.5836	313	6	2	0.0631	0.0252	5704	43	0.9873	0.1519	0	nan	21	4.3369	10603	22.1041	0.9968
997	331	11706	239	87	-0.9275	16.2689	311	6	2	0.3142	0.1208	5661	42	0.9848	0.1424	0	nan	24	4.5547	10426	24.0030	0.9970
997	337	11619	234	77	-1.6558	8.0445	309	5	2	-0.5846	0.1662	5619	36	0.7798	0.1488	0	nan	28	4.6197	10298	15.8843	0.9970
997	347	11542	229	89	0.1354	22.4755	307	5	2	-0.4236	0.2305	5583	42	0.9971	0.1734	0	nan	26	4.5580	10151	30.4928	0.9971
997	349	11453	221	84	-6.5530	18.3668	305	5	2	-0.3926	0.2521	5541	35	0.9971	0.1724	0	nan	24	4.4129	10048	26.4183	0.9971
997	353	11369	223	75	-1.9745	10.5864	303	4	1	-1.3314	-0.7167	5506	34	0.9375	0.4886	0	nan	29	4.3903	9935	18.7110	0.9972
997	359	11294	224	87	2.7855	24.0808	302	5	1	-0.2423	-0.6825	5472	36	0.9972	0.4609	0	nan	26	4.2180	9825	32.2646	0.9972
997	367	11207	217	84	0.6076	22.9264	301	3	2	-2.1281	0.3597	5436	34	0.9973	0.1339	0	nan	28	4.4621	9682	31.2371	0.9973
997	373	11123	210	73	-2.9115	13.3592	299	6	2	0.9544	0.3968	5402	33	0.9866	0.1532	0	nan	25	4.1276	9557	21.7560	0.9973
997	379	11050	207	72	-2.5409	13.6887	297	3	2	-1.9657	0.4327	5369	33	0.9894	0.1534	0	nan	23	4.0413	9445	22.1583	0.9974
997	383	10978	207	71	-0.3525	13.6736	295	6	3	1.0862	1.4595	5336	33	0.9921	0.6806	0	nan	23	4.0646	9347	22.1906	0.9974
997	389	10907	206	81	1.8458	24.9229	292	4	0	-0.8380	-1.5013	5303	38	0.9974	0.8505	0	nan	28	4.2434	9227	33.5604	0.9974
997	397	10826	200	75	-0.0403	20.4610	292	3	2	-1.7406	0.5290	5265	28	0.9975	0.4899	0	nan	28	4.1539	9080	29.2569	0.9975
997	401	10751	198	69	-0.0449	15.3791	290	3	0	-1.6933	-1.4464	5237	31	0.9925	0.7400	0	nan	26	4.0024	8976	24.2319	0.9975
997	409	10682	193	65	-1.1711	12.7653	290	4	0	-0.6015	-1.4181	5206	25	0.9436	0.7770	0	nan	25	4.1099	8853	21.7090	0.9975
997	419	10617	189	68	-0.5370	17.3222	290	4	2	-0.4916	0.6158	5181	27	0.9976	0.5311	0	nan	23	3.9844	8728	26.3389	0.9976
997	421	10549	181	59	-7.6366	8.8860	288	5	3	0.5297	1.6318	5154	22	0.8976	0.9024	0	nan	24	3.8322	8636	17.9739	0.9976
997	431	10490	182	60	-2.2599	11.3225	285	5	3	0.6334	1.6775	5132	25	0.9605	0.9023	0	nan	24	3.9205	8487	20.6172	0.9977
997	433	10430	178	66	-5.4088	17.8245	282	5	3	0.6536	1.6975	5107	27	0.9977	0.9051	0	nan	23	3.7338	8408	27.1640	0.9977
997	439	10364	181	59	0.0979	11.7836	279	5	2	0.7130	0.7289	5080	25	0.9886	0.4954	0	nan	21	3.8587	8298	21.1959	0.9977
997	443	10305	179	64	-0.2686	17.4763	277	6	3	1.7517	1.7494	5055	23	0.9977	0.9321	0	nan	26	3.9103	8216	26.9074	0.9977
997	449	10241	173	57	-3.8731	11.3831	274	5	2	0.8085	0.7795	5032	22	0.9554	0.5268	0	nan	23	3.8327	8106	20.8931	0.9978
997	457	10184	169	58	-4.7768	13.4311	272	4	3	-0.1182	1.8096	5010	21	0.9868	0.9430	0	nan	22	3.5431	7979	23.0810	0.9978
997	461	10126	169	54	-3.2690	10.0694	269	3	0	-1.0824	-1.1670	4989	19	0.9717	0.7674	0	nan	23	3.5420	7888	19.7787	0.9978
997	463	10072	168	54	-3.5248	10.4924	269	4	2	-0.0648	0.8380	4970	22	0.9589	0.5065	0	nan	21	3.7670	7824	20.2030	0.9978
997	467	10018	169	52	-1.0557	9.0964	267	5	2	0.9700	0.8565	4948	21	0.9506	0.5043	0	nan	20	3.6093	7740	18.8522	0.9979
997	479	9966	164	48	-1.7954	6.3883	265	4	2	0.0710	0.8935	4927	19	0.7803	0.4623	0	nan	20	3.6772	7588	16.3173	0.9979
997	487	9918	164	48	0.9281	7.2690	263	6	2	2.1355	0.9199	4908	23	0.8868	0.5185	0	nan	19	3.4382	7466	17.3388	0.9979
997	491	9870	163	55	1.2566	14.7963	261	4	2	0.1670	0.9369	4885	20	0.9980	0.5102	0	nan	23	3.6286	7394	24.8819	0.9980
997	499	9815	159	49	-0.1503	9.6613	259	5	1	1.2285	-0.0381	4865	20	0.9659	0.2068	0	nan	22	3.6287	7269	19.8657	0.9980
997	503	9766	160	57	2.1153	18.1690	258	5	3	1.2584	1.9742	4845	20	0.9980	0.9562	0	nan	21	3.5548	7192	28.4036	0.9980
997	509	9709	158	58	1.9764	19.8507	255	5	3	1.3026	1.9980	4825	20	0.9980	0.9547	0	nan	23	3.6165	7089	30.1454	0.9980
997	521	9651	147	40	-5.4299	2.9520	252	1	0	-2.6123	-0.9674	4805	18	0.4442	0.5192	0	nan	21	3.3577	6922	13.4280	0.9981
997	523	9611	150	45	-1.8470	8.2467	252	3	1	-0.5985	0.0363	4787	18	0.9330	0.1782	0	nan	20	3.3918	6861	18.7629	0.9981
997	541	9566	150	36	3.2052	0.6359	251	5	4	1.5213	3.0721	4769	10	0.1500	0.9981	0	nan	18	3.2571	6659	11.3826	0.9833
997	547	9530	146	49	0.8154	14.1554	247	2	1	-1.4406	0.0969	4759	14	0.9982	0.1941	0	nan	21	3.2852	6578	24.9488	0.9982
997	557	9481	144	47	1.4219	12.9569	246	2	1	-1.3788	0.1167	4745	16	0.9874	0.2212	0	nan	20	3.3726	6430	23.9120	0.9982
997	563	9434	141	37	-0.0586	3.4867	245	3	1	-0.3428	0.1297	4729	8	0.5445	0.2011	0	nan	19	3.3109	6329	14.5169	0.9982
997	569	9397	142	39	2.4288	5.9701	244	5	0	1.6924	-0.8576	4721	11	0.8046	0.6004	0	nan	17	3.2424	6221	17.1336	0.9982
997	571	9358	133	31	-6.0823	-1.7776	244	2	0	-1.2960	-0.8546	4710	10	0.2649	0.6175	0	nan	23	3.3915	6161	9.4203	0.9912
997	577	9327	137	41	-0.6360	8.6707	244	3	2	-0.2617	1.1542	4700	8	0.9514	0.9045	0	nan	19	3.2646	6063	19.9844	0.9983
997	587	9286	133	38	-2.2913	6.3612	242	2	1	-1.2061	0.1755	4692	11	0.7935	0.1894	0	nan	20	3.4406	5940	17.7615	0.9983
997	593	9248	136	35	2.0776	3.8094	241	2	0	-1.1737	-0.8128	4681	7	0.5929	0.6267	0	nan	21	3.3960	5850	15.2698	0.9983
997	599	9213	129	38	-3.5810	7.2387	241	6	2	2.8581	1.1953	4674	12	0.8779	0.8980	0	nan	19	3.3442	5755	18.7846	0.9983
997	601	9175	128	33	-4.1398	2.4676	239	4	0	0.8686	-0.7953	4662	10	0.3683	0.6467	0	nan	21	3.1967	5697	14.0416	0.9967
997	607	9142	132	33	1.1664	2.8781	239	2	1	-1.1005	0.2125	4652	5	0.4851	0.1832	0	nan	22	3.3176	5612	14.5091	0.9983
997	613	9109	126	37	-3.5530	7.2806	238	4	1	0.9299	0.2235	4647	8	0.9314	0.1830	0	nan	19	3.1338	5527	18.9674	0.9984
997	617	9072	130	29	1.2869	-0.4068	237	6	2	2.9498	1.2318	4639	7	0.0471	0.9058	0	nan	19	3.2183	5457	11.3112	0.9984
997	619	9043	128	35	-0.2973	5.7819	235	4	1	0.9596	0.2407	4632	7	0.7929	0.2168	0	nan	21	3.1987	5408	17.5267	0.9984
997	631	9008	121	32	-4.8574	3.4485	234	2	1	-0.9826	0.2583	4625	5	0.5175	0.1794	0	nan	17	3.1107	5254	15.3471	0.9984
997	641	8976	123	23	-0.8939	-5.0062	233	4	2	1.0640	1.2730	4620	2	0.7594	0.9078	0	nan	18	3.1035	5120	7.0250	0.9641
997	643	8953	125	30	1.4914	2.1524	231	3	1	0.0731	0.2815	4618	4	0.4174	0.1963	0	nan	23	3.1798	5078	14.2053	0.9984
997	647	8923	127	29	4.2550	1.4173	230	4	2	1.0912	1.2890	4614	3	0.2709	0.9087	0	nan	20	3.1737	5008	13.5193	0.9985
997	653	8894	123	30	1.3828	2.7596	228	3	0	0.1179	-0.6983	4611	5	0.5031	0.6258	0	nan	18	3.0813	4915	14.9464	0.9985
997	659	8864	116	33	-4.5099	6.0986	228	4	2	1.1442	1.3080	4606	3	0.8860	0.9225	0	nan	19	3.1553	4812	18.3961	0.9985
997	661	8831	115	27	-5.1452	0.2799	226	1	0	-1.8472	-0.6838	4603	2	0.0530	0.6091	0	nan	20	3.0632	4757	12.6067	0.9985
997	673	8804	115	20	-3.0030	-6.1634	226	3	1	0.2036	0.3284	4601	2	0.8646	0.1801	0	nan	19	3.1765	4622	6.2645	0.9539
997	677	8784	114	23	-3.3058	-2.9498	225	4	2	1.2201	1.3353	4599	1	0.4793	0.9201	0	nan	20	3.1016	4560	9.5288	0.9941
997	683	8761	115	16	-1.2753	-9.6545	223	1	0	-1.7555	-0.6530	4598	0	0.9883	0.6100	0	nan	16	2.7713	4478	2.8873	0.6232
997	691	8745	110	16	-4.9291	-9.3111	223	4	0	1.2764	-0.6454	4598	1	0.9696	0.6348	0	nan	18	2.9245	4382	3.3169	0.6594
997	701	8729	114	25	0.7104	0.0956	223	2	0	-0.6847	-0.6362	4597	2	0.0471	0.6086	0	nan	17	2.9148	4261	12.8431	0.9986
997	709	8704	116	19	3.9887	-5.5529	223	3	1	0.3456	0.3709	4595	0	0.8460	0.1780	0	nan	18	2.9003	4157	7.2736	0.9831
997	719	8685	105	20	-5.4534	-4.1586	222	2	1	-0.6175	0.3825	4595	0	0.7270	0.1727	0	nan	16	2.8472	4037	8.7705	0.9958
997	727	8665	108	20	-1.2380	-3.8377	221	1	0	-1.5887	-0.6080	4595	0	0.6598	0.6240	0	nan	16	2.8556	3912	9.2380	0.9972
997	733	8645	108	12	-0.3438	-11.5880	221	1	0	-1.5675	-0.6030	4595	0	0.9986	0.6243	0	nan	19	2.9650	3829	1.5525	0.4904
997	739	8633	106	18	-1.4641	-5.3640	221	2	1	-0.5467	0.4019	4595	0	0.8211	0.1734	0	nan	17	2.8698	3746	7.8620	0.9973
997	743	8615	105	16	-1.8856	-7.1898	220	2	1	-0.5330	0.4078	4595	0	0.9137	0.1900	0	nan	20	2.9625	3686	6.0781	0.9569
997	751	8599	103	16	-2.7470	-6.9001	219	1	0	-1.5060	-0.5832	4595	0	0.9013	0.6240	0	nan	17	2.8602	3587	6.4474	0.9787
997	757	8583	103	20	-1.9089	-2.6764	219	2	1	-0.4861	0.4214	4595	0	0.5040	0.1746	0	nan	17	2.7602	3498	10.7583	0.9987
997	761	8563	103	16	-1.3574	-6.5046	218	3	1	0.5269	0.4271	4595	0	0.9395	0.1539	0	nan	19	2.8017	3430	6.9855	0.9816
997	769	8547	106	14	2.7282	-8.2289	217	3	1	0.5527	0.4356	4595	0	0.9727	0.1667	0	nan	19	2.7349	3316	5.3758	0.9570
997	773	8533	104	21	1.2626	-1.0776	216	4	1	1.5653	0.4411	4595	0	0.2578	0.1930	0	nan	16	2.8043	3252	12.5860	0.9987
997	787	8512	99	11	-1.9098	-10.6315	215	2	0	-0.3914	-0.5464	4595	0	0.9975	0.6387	0	nan	16	2.6417	3071	3.1957	0.8372
997	797	8501	101	15	1.3563	-6.3325	215	2	0	-0.3614	-0.5395	4595	0	0.8869	0.6307	0	nan	17	2.8779	2942	7.6173	0.9962
997	809	8486	89	11	-9.1656	-9.9790	215	1	1	-1.3263	0.4685	4595	0	0.9889	0.1708	0	nan	17	2.8008	2777	4.1347	0.9332
997	811	8475	95	17	-2.9236	-3.9001	214	3	0	0.6794	-0.5277	4595	0	0.6914	0.6136	0	nan	17	2.7106	2747	10.2256	0.9988
997	821	8458	97	11	0.2692	-9.6041	214	3	1	0.7077	0.4787	4595	0	0.9951	0.1768	0	nan	15	2.6504	2606	4.6516	0.9634
997	823	8447	96	11	-0.4957	-9.5273	213	5	2	2.7132	1.4824	4595	0	0.9988	0.9586	0	nan	16	2.6386	2571	4.7521	0.9793
997	827	8436	94	12	-2.0290	-8.4015	211	3	0	0.7243	-0.5103	4595	0	0.9722	0.5944	0	nan	18	2.7846	2511	5.9274	0.9927
997	829	8424	96	7	0.2027	-13.3233	211	3	0	0.7298	-0.5090	4595	0	0.9988	0.6304	0	nan	17	2.7370	2475	1.0290	0.4408
997	839	8417	85	9	-9.6555	-11.0644	211	1	0	-1.2431	-0.5030	4595	0	0.9988	0.6158	0	nan	17	2.6867	2360	3.3743	0.8926
997	853	8408	97	9	3.8980	-10.7140	211	3	2	0.7937	1.5053	4595	0	0.9988	0.9519	0	nan	19	2.6279	2186	3.8746	0.9272
997	857	8399	97	7	4.3326	-12.6009	209	3	2	0.8040	1.5123	4595	0	0.9965	0.9603	0	nan	18	2.7736	2134	2.0198	0.7453
997	859	8392	93	12	0.5483	-7.5390	207	1	0	-1.1909	-0.4820	4595	0	0.9604	0.3100	0	nan	17	2.7356	2100	7.1106	0.9988
997	863	8380	91	16	-1.0232	-3.4206	207	1	0	-1.1808	-0.4797	4595	0	0.6392	0.2935	0	nan	18	2.6651	2038	11.2769	0.9988
997	877	8364	91	10	0.4458	-9.0741	207	1	0	-1.1460	-0.4721	4595	0	0.9920	0.3002	0	nan	17	2.6248	1865	5.7469	0.9966
997	881	8354	93	7	2.8570	-11.9648	207	2	1	-0.1362	0.5301	4595	0	0.9989	0.7659	0	nan	17	2.6352	1798	2.9183	0.8364
997	883	8347	88	8	-1.9388	-10.9060	206	1	0	-1.1314	-0.4666	4595	0	0.9943	0.3039	0	nan	20	2.6389	1766	4.0000	0.9796
997	887	8339	87	9	-2.5333	-9.8027	206	2	1	-0.1218	0.5355	4595	0	0.9910	0.7731	0	nan	16	2.6733	1702	5.1623	0.9966
997	907	8330	87	6	-0.5590	-12.3682	205	1	1	-1.0750	0.5480	4595	0	0.9989	0.7748	0	nan	17	2.5643	1448	2.8071	0.9305
997	911	8324	88	6	0.8255	-12.2744	204	3	1	0.9341	0.5521	4595	0	0.9989	0.7791	0	nan	16	2.5513	1383	2.9638	0.9341
997	919	8318	84	3	-2.4157	-15.1023	203	1	1	-1.0479	0.5582	4595	0	0.9989	0.7821	0	nan	16	2.6312	1269	0.2383	0.1155
997	929	8315	83	5	-2.4855	-12.9010	202	1	0	-1.0258	-0.4349	4595	0	0.9989	0.3114	0	nan	16	2.5016	1147	2.5307	0.9472
997	937	8310	86	6	1.2444	-11.7375	202	2	0	-0.0085	-0.4312	4595	0	0.9989	0.3205	0	nan	15	2.5362	1030	3.8015	0.9925
997	941	8304	87	7	2.6047	-10.6493	202	4	2	2.0000	1.5707	4595	0	0.9947	0.9606	0	nan	18	2.6343	971	4.9362	0.9947
997	947	8297	85	3	1.1394	-14.5227	200	1	0	-0.9873	-0.4224	4595	0	0.9989	0.3224	0	nan	17	2.5442	878	1.1457	0.6934
997	953	8294	80	3	-3.3326	-14.4061	200	1	1	-0.9748	0.5803	4595	0	0.9989	0.7931	0	nan	15	2.4714	807	1.3064	0.6649
997	967	8291	84	4	1.8738	-13.1479	199	3	2	1.0538	1.5884	4595	0	0.9990	0.9710	0	nan	16	2.5395	603	2.7528	0.9824
997	971	8287	81	3	-0.7878	-14.0690	197	1	1	-0.9382	0.5942	4595	0	0.9990	0.8000	0	nan	17	2.6035	551	1.8651	0.9433
997	977	8284	83	2	1.7144	-14.9580	196	1	1	-0.9263	0.5988	4595	0	0.9990	0.8043	0	nan	16	2.4777	467	1.0440	0.8422
997	983	8282	82	1	1.2106	-15.8505	195	2	1	0.0855	0.6033	4595	0	0.9990	0.8035	0	nan	18	2.5473	375	0.2370	0.1996
997	991	8281	75	1	-5.1372	-15.7124	194	2	1	0.1009	0.6085	4595	0	0.9990	0.8061	0	nan	16	2.5144	265	0.4652	0.1737
997	997	8280	85	2	5.3450	-14.6098	193	2	2	0.1123	1.6128	4595	0	0.9990	0.9689	0	nan	16	2.5295	193	1.6128	0.9689
