Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
173	23	1241	105	105	-2.9130	-2.9130	80	7	7	0.0435	0.0435	623	55	0.6818	0.2727	0	1.7391	12	2.7580	1228	-1.7826	0.5909
173	29	1136	84	77	-1.5862	-1.3448	73	5	4	-0.5172	-1.0345	568	39	0.2500	0.6071	0	nan	11	2.6790	1115	0.1034	0.0357
173	31	1059	78	70	-2.0645	1.6774	69	5	4	-0.1613	-0.4516	529	38	0.5000	0.2667	0	nan	10	2.6772	1036	3.1613	0.7667
173	37	989	61	51	-6.0811	-2.4595	65	5	4	0.6757	0.4865	491	29	0.5278	0.1111	0	nan	8	1.8694	955	-0.6216	0.1944
173	41	938	58	45	-2.5366	-0.7561	61	4	4	0.0976	1.0244	462	24	0.1500	0.7000	0	nan	9	2.3079	897	1.2439	0.4250
173	43	893	61	49	3.2791	7.4651	57	4	3	0.2791	0.3488	438	26	0.9286	0.2143	0	nan	11	2.7180	849	9.5116	0.9762
173	47	844	56	41	3.1915	5.0851	54	6	5	2.5957	2.7021	412	18	0.9130	0.9565	0	nan	12	2.2874	789	7.4255	0.9348
173	53	803	44	36	-2.8302	5.6981	49	0	0	-3.0189	-1.8491	394	19	0.9615	0.8269	0	nan	11	2.2770	735	8.2642	0.9808
173	59	767	44	32	1.9322	6.0000	49	3	3	0.2881	1.3390	375	16	0.9310	0.7414	0	nan	10	2.1392	686	8.7458	0.9828
173	61	735	40	30	-0.6885	5.9016	46	2	1	-0.6230	-0.5082	359	16	0.9667	0.4500	0	nan	11	2.2355	649	8.7213	0.9833
173	67	705	40	29	2.9552	7.9552	45	1	1	-1.3881	-0.3433	343	14	0.9848	0.2424	0	nan	12	2.3395	600	11.0896	0.9848
173	71	676	35	25	0.0423	5.9577	44	2	1	-0.2535	-0.2394	329	11	0.9571	0.2429	0	nan	11	2.1020	560	9.2254	0.9857
173	73	651	34	21	0.0000	3.1644	43	2	2	-0.1918	0.8219	318	7	0.8611	0.4861	0	nan	9	1.9846	532	6.4247	0.9722
173	79	630	33	18	1.5823	2.0506	41	2	1	-0.0253	-0.0380	311	8	0.5256	0.2436	0	nan	9	2.0926	496	5.4430	0.9615
173	83	612	31	18	1.0964	3.2530	40	2	1	0.0723	0.0361	303	6	0.8659	0.2561	0	nan	9	1.8348	464	6.8193	0.9878
173	89	594	31	16	3.1124	2.6517	39	3	2	1.2022	1.1236	297	6	0.6705	0.8977	0	nan	10	2.0155	432	6.2921	0.9659
173	97	578	26	10	0.4124	-1.9175	37	1	1	-0.6495	0.2371	291	4	0.5521	0.2188	0	nan	8	1.6492	395	1.8557	0.6250
173	101	568	26	15	1.4257	3.7525	36	0	0	-1.5842	-0.7129	287	4	0.8000	0.5700	0	nan	9	1.9794	370	7.6733	0.9900
173	103	553	25	11	0.9029	0.2621	36	1	1	-0.5534	0.3010	283	3	0.0882	0.1863	0	nan	8	1.7570	348	4.2427	0.9314
173	107	542	22	6	-1.1963	-4.1308	35	1	0	-0.4953	-0.6542	280	3	0.9434	0.5943	0	nan	10	1.7523	327	-0.1121	0.1132
173	109	536	23	11	0.2294	1.1651	35	1	1	-0.4679	0.3578	277	3	0.4444	0.2315	0	nan	7	1.4847	315	5.2202	0.9907
173	113	525	22	5	0.0354	-4.2920	34	3	2	1.5841	1.3982	274	0	0.9464	0.9375	0	nan	8	1.6071	293	-0.1858	0.1339
173	127	520	21	7	1.4567	-1.1890	32	1	0	-0.2598	-0.5039	274	0	0.4444	0.6032	0	nan	9	1.5845	246	3.1260	0.9683
173	131	513	21	5	2.0534	-2.8321	32	3	2	1.7786	1.5115	274	0	0.8769	0.9538	0	nan	9	1.5680	227	1.5344	0.7615
173	137	508	20	6	1.8832	-1.4161	30	2	1	0.8321	0.5620	274	0	0.4559	0.7794	0	nan	7	1.4457	195	3.1533	0.9559
173	139	502	18	5	0.1439	-2.2230	29	0	0	-1.1511	-0.4173	274	0	0.6739	0.3261	0	nan	8	1.6382	183	2.3669	0.8623
173	149	497	18	3	1.3423	-3.6711	29	1	0	-0.0738	-0.3893	274	0	0.9459	0.3108	0	nan	6	1.4774	133	1.2148	0.7230
173	151	494	20	7	3.5629	0.4570	29	2	2	0.9404	1.6159	274	0	0.1067	0.9800	0	nan	8	1.4870	120	5.4106	0.9933
173	157	487	18	3	2.1911	-3.2038	27	3	2	1.9809	1.6561	274	0	0.8974	0.9679	0	nan	7	1.5401	93	1.8153	0.9295
173	163	484	21	3	5.7730	-2.9387	25	1	0	0.0184	-0.3067	274	0	0.8827	0.3827	0	nan	6	1.2553	73	2.1043	0.9630
173	167	481	15	0	0.1377	-5.7605	25	0	0	-0.9581	-0.2994	274	0	0.9940	0.3614	0	nan	8	1.4877	49	-0.5868	0.6627
173	173	481	13	1	-1.3468	-4.5607	25	0	0	-0.9249	-0.2890	274	0	0.9942	0.3721	0	nan	6	1.4053	26	0.6994	0.8488
