Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
2999	23	351481	30564	30564	0.4348	0.4348	472	39	39	-2.0435	-2.0435	175740	15282	0.0909	0.8636	0	1.7391	16	4.3335	351481	0.4348	0.0909
2999	29	320917	24237	22117	-3.0690	-15.2069	433	35	32	2.4483	2.1379	160458	11055	0.9643	0.6071	0	nan	28	6.7125	320917	-15.2069	0.9643
2999	31	298800	22678	19271	1.8065	-6.4194	401	26	22	-4.4516	-3.8710	149403	9627	0.4667	0.9000	0	nan	35	8.1089	298800	-6.4194	0.4667
2999	37	279529	18996	15099	-2.9730	-10.6757	379	25	22	-0.5135	1.5135	139776	7558	0.6111	0.2500	0	nan	43	8.7163	279529	-10.6757	0.6111
2999	41	264430	17140	12897	-5.4146	-2.0244	357	20	14	-3.0244	-3.4146	132218	6472	0.1500	0.6000	0	nan	46	10.7161	264430	-2.0244	0.1500
2999	43	251533	16347	11721	-0.9535	21.7907	343	23	15	1.0465	-0.9535	125746	5859	0.8333	0.3333	0	nan	55	13.9453	251533	21.7907	0.8333
2999	47	239812	14947	10248	-9.6383	43.2340	328	22	14	1.9149	0.0426	119887	5123	0.9348	0.1304	0	nan	64	13.1482	239812	43.2340	0.9348
2999	53	229564	13260	8649	-3.4340	-13.7925	314	20	11	2.1887	-0.8491	114764	4324	0.5192	0.3077	0	nan	65	14.3518	229564	-13.7925	0.5192
2999	59	220915	11916	7521	1.3898	32.3559	303	19	13	3.0000	2.7288	110440	3737	0.9138	0.7069	0	nan	62	14.9206	220904	32.7288	0.9138
2999	61	213394	11510	7011	-13.9672	14.4754	290	15	9	-0.4754	-0.5082	106703	3506	0.5167	0.3167	0	nan	55	12.9297	213378	15.0000	0.5667
2999	67	206383	10490	6161	-1.9701	0.3134	281	13	8	-1.0896	-0.3881	103197	3075	0.0455	0.0758	0	nan	67	13.6749	206348	1.3582	0.0758
2999	71	200222	9909	5625	8.1268	-15.0563	273	15	8	1.7042	0.3099	100122	2793	0.5429	0.1714	0	nan	69	15.1211	200176	-13.7606	0.5000
2999	73	194597	9629	5324	-0.6164	-7.4247	265	10	4	-2.9315	-3.2603	97329	2645	0.3194	0.9167	0	nan	78	14.5757	194548	-6.0822	0.2639
2999	79	189273	8897	4755	-1.2532	-36.7215	261	14	5	2.0506	-1.6076	94684	2346	0.9103	0.6410	0	nan	74	14.9520	189209	-35.1013	0.9103
2999	83	184518	8470	4390	0.5783	-56.2169	256	11	5	-0.3735	-1.1687	92338	2191	0.9878	0.5488	0	nan	78	17.3532	184440	-54.3373	0.9878
2999	89	180128	7908	4008	9.5506	-39.8202	251	11	8	0.3933	2.3596	90147	1963	0.9545	0.7386	0	nan	73	14.9205	180036	-37.7528	0.9205
2999	97	176120	7244	3552	-3.0309	-79.3402	243	8	7	-1.7320	1.9897	88184	1782	0.9896	0.7083	0	nan	114	14.8468	176007	-77.0103	0.9896
2999	101	172568	6961	3345	0.9802	-72.1881	236	10	7	0.6535	2.3267	86402	1661	0.9900	0.7400	0	nan	98	17.4794	172440	-69.6535	0.9900
2999	103	169223	6829	3199	4.1262	-86.8835	229	11	7	1.8350	2.5534	84741	1609	0.9902	0.9510	0	nan	93	15.8395	169088	-84.2621	0.9902
2999	107	166024	6576	3025	6.2617	-78.2523	222	10	3	1.1776	-1.1495	83132	1486	0.9906	0.5283	0	nan	82	15.6525	165879	-75.5421	0.9906
