Q	Qn	a	k_lo	k_hi	W	S	N_A	N_A_sec	twins	twins_sec	surv	surv_sec	ok	sum_fresh	R	R_sec	prod	maxDf	gDf	NcurDf	freshDf	maxDr	gDr	maxDfs	gDfs	NcurDfs	freshDfs	E_win	E_sec	top_max	room	pct_mean	pct_sec_mean	maxDl	gDl	NliveDl	pct_live_mean	E_live
79	83	13	14	1147	1134	107	335	34	152	14	152	14	1	183	1.0948	0.9935	0.4145	-4.1644	73	152	0	2.3585	53	1.8421	19	30	5	0.0505	0.2166	4.1644	4.9333	0.6655	0.4380	5.3488	43	143	0.6133	0.2629
83	89	13	15	1319	1305	171	385	49	166	14	166	14	1	219	1.0660	0.7064	0.4045	4.4194	31	257	21	-1.7805	41	2.9355	31	32	5	0.0636	0.4414	4.2025	5.0481	0.6963	0.4488	6.1613	31	230	0.6388	0.2934
89	97	13	16	1567	1552	247	458	72	187	21	187	21	1	271	1.0327	0.7377	0.3954	3.7612	67	209	10	3.3284	67	2.9565	23	58	8	0.0744	0.4123	3.7612	5.1990	0.7421	0.5716	7.0149	67	100	0.5955	0.3252
97	101	13	17	1699	1683	131	500	41	202	15	202	15	1	298	1.0433	0.9448	0.3872	4.4516	31	334	26	-2.6986	73	1.8293	41	24	3	0.0664	0.3278	4.1649	5.2659	0.6771	0.5385	6.5075	67	117	0.6368	0.2898
101	103	13	18	1767	1750	67	518	19	208	7	208	7	1	310	1.0579	0.9707	0.3796	4.7419	31	345	27	-3.1918	73	1.4054	37	11	2	0.0648	0.4271	4.2887	5.2812	0.6495	0.4728	6.4194	31	319	0.6780	0.2686
103	107	13	18	1907	1890	139	560	41	218	10	218	10	1	342	1.0459	0.6553	0.3722	-4.5361	97	220	0	-3.3425	73	2.1489	47	20	3	0.0652	0.6060	4.5361	5.3396	0.6405	0.5979	5.7910	67	141	0.6951	0.3683
107	109	13	19	1979	1961	71	580	20	223	6	223	6	1	357	1.0527	0.8214	0.3652	-4.6598	97	226	0	-3.8904	73	-1.8947	19	18	0	0.0683	0.6114	4.6598	5.3558	0.6617	0.5626	6.5224	67	150	0.6948	0.4459
109	113	13	19	2127	2109	147	624	44	234	11	234	11	1	390	1.0459	0.6973	0.3585	-4.2936	109	234	0	-3.4118	17	1.6203	79	15	2	0.0716	0.6046	4.2936	5.4104	0.6720	0.5873	6.0000	43	301	0.7138	0.3417
113	127	13	20	2687	2668	559	789	164	276	42	276	42	1	513	0.9933	0.7272	0.3522	5.4884	43	441	26	-3.6164	73	-3.2759	29	120	5	0.0751	0.3855	4.8850	5.6272	0.6073	0.6679	7.6279	43	395	0.8326	0.3731
127	131	13	22	2859	2838	171	838	48	288	12	288	12	1	550	0.9915	0.7212	0.3466	6.0755	53	422	22	-3.7931	29	2.0943	53	24	3	0.0778	0.5782	5.1150	5.6715	0.5636	0.5326	8.7170	53	352	0.8049	0.4143
131	137	13	23	3127	3105	267	921	82	315	27	315	27	1	606	1.0020	0.9646	0.3413	-5.6460	113	319	0	-4.4194	31	-2.6774	31	57	1	0.0656	0.2565	5.6460	5.7506	0.5408	0.5029	8.0189	53	397	0.8146	0.3896
137	139	13	24	3219	3196	91	947	27	320	6	320	6	1	627	1.0046	0.6607	0.3364	5.1628	43	534	30	-5.0968	31	-2.1765	17	27	1	0.0702	0.8026	4.7522	5.7637	0.6106	0.5928	7.4528	53	412	0.8349	0.3803
139	149	13	24	3699	3676	479	1088	140	365	45	365	45	1	723	1.0119	0.9696	0.3315	-5.6372	113	375	1	-5.1935	31	2.5294	17	140	19	0.0637	0.1940	5.6372	5.8880	0.5831	0.4625	7.7358	53	484	0.7589	0.3075
149	151	13	26	3799	3774	99	1116	28	374	10	374	10	1	742	1.0246	1.0919	0.3271	4.9180	61	521	22	-4.8305	59	-1.2941	17	28	2	0.0628	0.3475	4.8319	5.8999	0.6156	0.4792	7.7377	61	435	0.7441	0.3512
151	157	13	26	4107	4082	307	1210	94	394	20	394	20	1	816	1.0089	0.6592	0.3227	5.8302	53	614	29	-6.0645	31	2.4483	29	66	7	0.0774	0.5482	5.2743	5.9675	0.6827	0.5782	8.3962	53	546	0.7791	0.3469
157	163	13	27	4427	4401	319	1304	94	411	17	411	17	1	893	0.9892	0.5676	0.3186	8.0943	53	660	33	3.6966	89	3.4419	43	55	6	0.0925	0.6925	5.6637	6.0295	0.6724	0.6240	10.6604	53	592	0.7599	0.4003
163	167	13	28	4647	4620	219	1369	64	432	21	432	21	1	937	1.0027	1.0426	0.3147	8.0465	43	773	44	-5.4138	29	-2.2414	29	47	1	0.0824	0.3239	6.1062	6.0658	0.6336	0.5409	10.2642	53	629	0.7498	0.3577
167	173	13	29	4987	4959	339	1469	99	455	23	455	23	1	1014	0.9961	0.7471	0.3110	8.3284	67	659	28	-6.3103	29	2.6810	163	26	3	0.0895	0.4532	5.6726	6.1242	0.6927	0.5066	11.4627	67	554	0.7464	0.3850
173	179	17	30	5339	5310	351	1391	92	480	25	480	25	1	911	0.9906	0.7801	0.3483	7.9552	67	705	29	3.9325	163	2.7021	47	54	5	0.0897	0.4314	5.7605	6.1832	0.7172	0.5172	11.0896	67	600	0.7917	0.3854
179	181	17	31	5459	5429	119	1423	33	492	13	492	13	1	931	1.0038	1.1437	0.3444	7.3881	67	724	29	-3.9189	37	1.6699	103	17	2	0.0859	0.4265	4.9281	6.1947	0.7372	0.5449	10.4925	67	620	0.7571	0.4008
181	191	17	31	6079	6049	619	1583	160	541	49	541	49	1	1042	1.0033	0.8990	0.3406	7.8507	67	809	32	-4.1290	31	-2.2195	41	107	3	0.0781	0.2271	5.5629	6.2901	0.7064	0.4340	10.9552	67	705	0.7621	0.3233
191	193	17	33	6207	6175	127	1620	37	547	7	547	7	1	1073	1.0017	0.5613	0.3371	7.5254	59	899	38	4.4737	19	2.1053	19	37	6	0.0800	0.8744	5.0663	6.3027	0.7060	0.5397	10.3881	67	724	0.7866	0.4416
193	197	17	33	6467	6435	259	1684	64	567	20	567	20	1	1117	1.0094	0.9368	0.3336	7.2090	67	864	33	-3.6452	31	-3.0968	31	48	0	0.0760	0.3789	5.8756	6.3311	0.6895	0.4920	10.2836	67	761	0.7955	0.3685
197	199	17	34	6599	6566	131	1719	35	574	8	574	8	1	1145	1.0113	0.6922	0.3302	7.2264	53	1001	45	5.0526	19	2.3158	19	35	6	0.0779	0.7482	5.9482	6.3414	0.6981	0.5247	9.7164	67	780	0.8048	0.3582
199	211	17	34	7419	7386	819	1933	214	626	52	626	52	1	1307	0.9907	0.7434	0.3269	10.6596	47	1183	61	-7.7097	31	-4.5263	19	214	18	0.0873	0.3861	6.2915	6.4486	0.6842	0.5647	12.8723	47	1131	0.7787	0.3374
211	223	17	36	8287	8252	867	2156	222	685	59	685	59	1	1471	0.9813	0.8208	0.3238	9.7447	47	1322	66	-6.0968	31	-4.3043	23	199	13	0.0870	0.3101	6.0051	6.5483	0.6843	0.5215	11.9574	47	1270	0.8076	0.3456
223	227	17	38	8587	8550	299	2240	83	708	23	708	23	1	1532	0.9850	0.8636	0.3209	9.7170	53	1306	59	-6.5161	31	2.2632	19	83	11	0.0887	0.4399	5.3587	6.5775	0.7146	0.4970	12.5373	67	1054	0.8166	0.3597
227	229	17	39	8739	8701	151	2275	36	716	9	716	9	1	1559	0.9896	0.7861	0.3180	10.0755	53	1323	60	-4.7742	31	2.2174	23	32	5	0.0898	0.6945	6.3084	6.5842	0.7200	0.4893	12.4906	53	1259	0.7999	0.3433
229	233	17	39	9047	9009	307	2356	80	732	16	732	16	1	1624	0.9855	0.6344	0.3153	10.1233	73	1127	41	4.0812	197	-2.4211	19	80	6	0.0903	0.7148	5.5736	6.6104	0.7034	0.6063	13.2740	73	1012	0.8116	0.4635
233	239	17	40	9519	9480	471	2475	118	764	32	764	32	1	1711	0.9876	0.8676	0.3126	10.9104	67	1276	49	-4.3481	181	2.6047	43	73	6	0.0915	0.4069	5.9289	6.6510	0.7135	0.5230	13.9254	67	1175	0.7983	0.3852
239	241	17	41	9679	9639	159	2517	42	772	9	772	9	1	1745	0.9896	0.6914	0.3099	11.2836	67	1297	50	-4.8122	181	1.6699	103	17	2	0.0910	0.7718	5.7773	6.6595	0.6901	0.5042	14.2687	67	1197	0.7921	0.5380
241	251	17	41	10499	10459	819	2736	219	818	46	818	46	1	1918	0.9727	0.6834	0.3074	12.0299	67	1406	54	-5.2320	181	3.0470	149	71	4	0.0959	0.4894	5.7967	6.7346	0.6915	0.6074	15.0149	67	1306	0.8395	0.4171
251	257	17	43	11007	10965	507	2865	128	851	33	851	33	1	2014	0.9741	0.8455	0.3049	11.9403	67	1476	56	-5.6575	181	-3.3226	31	98	3	0.0968	0.4426	6.7809	6.7726	0.6912	0.5354	14.9254	67	1376	0.8086	0.3748
257	263	17	44	11527	11484	519	3004	138	878	27	878	27	1	2126	0.9660	0.6467	0.3026	13.0000	53	1749	79	-5.1934	181	3.4737	19	138	18	0.0996	0.5951	6.3503	6.8122	0.6966	0.5636	15.8356	73	1320	0.8507	0.4422
263	269	17	45	12059	12015	531	3144	140	921	43	921	43	1	2223	0.9757	1.0230	0.3002	13.6027	73	1511	55	-6.7403	181	-3.0435	23	127	8	0.0930	0.2753	7.0038	6.8501	0.6934	0.4876	16.7260	73	1397	0.8417	0.3724
269	271	17	46	12239	12194	179	3188	45	927	7	927	7	1	2261	0.9757	0.5220	0.2980	13.0000	73	1533	55	-7.2265	181	1.9056	233	11	2	0.0964	1.0734	7.0570	6.8565	0.7075	0.5615	16.0959	73	1420	0.8426	0.4994
271	277	17	46	12787	12742	547	3333	144	957	30	957	30	1	2376	0.9706	0.7043	0.2958	15.1096	73	1602	59	7.1579	19	2.8421	19	144	18	0.1012	0.5325	7.2928	6.8936	0.7100	0.5664	18.2055	73	1489	0.8411	0.4116
277	281	17	47	13159	13113	371	3429	96	977	20	977	20	1	2452	0.9702	0.7094	0.2937	14.3396	53	2005	90	-5.8895	181	-3.1053	19	96	7	0.1015	0.6672	7.4525	6.9148	0.7112	0.5889	16.8356	73	1539	0.8681	0.4402
281	283	17	48	13347	13300	187	3476	47	988	12	988	12	1	2488	0.9748	0.8756	0.2916	15.2453	53	2034	92	-5.4088	181	-2.2581	31	35	0	0.1029	0.6418	7.5361	6.9212	0.7185	0.5172	17.5472	53	1973	0.8546	0.4151
283	293	17	48	14307	14260	959	3728	252	1056	68	1056	68	1	2672	0.9783	0.9320	0.2895	14.3962	53	2189	97	-5.2295	61	-3.5616	73	130	0	0.1003	0.2830	8.0760	6.9841	0.7191	0.5204	17.5060	83	1556	0.8714	0.3691
293	307	17	50	15707	15658	1399	4095	366	1144	88	1144	88	1	2951	0.9715	0.8361	0.2876	14.8028	71	2066	73	5.5862	29	4.0000	137	137	6	0.1021	0.2881	8.7985	7.0712	0.7263	0.5055	17.8732	71	1957	0.8630	0.3566
307	311	17	52	16119	16068	411	4201	105	1166	22	1166	22	1	3035	0.9715	0.7334	0.2857	15.6867	83	1922	62	7.2759	29	1.7952	83	50	3	0.1031	0.6327	8.9886	7.0902	0.7214	0.5592	19.0843	83	1781	0.8593	0.3880
311	313	17	53	16327	16275	207	4258	58	1183	18	1183	18	1	3075	0.9788	1.0934	0.2838	15.0361	83	1949	62	6.3448	29	-2.1053	19	58	4	0.1015	0.4560	9.1179	7.0972	0.7338	0.5002	18.4096	83	1809	0.8364	0.3538
313	317	17	53	16747	16695	419	4369	110	1207	24	1207	24	1	3162	0.9796	0.7736	0.2820	15.7108	83	2004	64	8.6897	29	-2.6809	47	63	0	0.1005	0.6097	8.1472	7.1166	0.7250	0.5347	19.0843	83	1864	0.8207	0.4031
317	331	17	54	18259	18206	1511	4764	395	1295	88	1295	88	1	3469	0.9700	0.7949	0.2803	15.9639	83	2201	69	-6.6409	181	-6.0000	43	258	6	0.1015	0.3563	10.4172	7.1968	0.7372	0.5609	19.3373	83	2061	0.8504	0.3447
331	337	17	56	18927	18872	667	4944	179	1336	41	1336	41	1	3608	0.9701	0.8223	0.2786	14.1831	71	2514	85	-5.6298	181	3.4648	71	90	6	0.1009	0.4404	8.4487	7.2278	0.7447	0.5072	17.3614	83	2143	0.8761	0.3364
337	347	17	57	20067	20011	1139	5242	297	1406	70	1406	70	1	3836	0.9686	0.8512	0.2769	16.1233	73	2587	87	6.3263	331	-3.9322	59	175	2	0.0984	0.3731	8.1061	7.2804	0.7174	0.5723	19.1644	73	2476	0.8591	0.3378
347	349	17	59	20299	20241	231	5297	56	1419	14	1419	14	1	3878	0.9730	0.9081	0.2753	-15.7317	41	3582	159	5.9940	331	2.6897	29	48	6	0.0985	0.6454	8.1787	7.2850	0.7280	0.5119	18.3699	73	2505	0.8325	0.3290
349	353	17	59	20767	20709	467	5422	124	1448	29	1448	29	1	3974	0.9756	0.8544	0.2737	15.4217	83	2514	76	6.0690	29	4.4186	43	77	8	0.0982	0.4828	8.2980	7.3026	0.7384	0.4937	18.7711	83	2375	0.8393	0.3371
353	359	17	60	21479	21420	711	5608	186	1483	35	1483	35	1	4125	0.9716	0.6914	0.2722	15.3014	73	2763	91	6.2414	29	3.4211	19	186	23	0.1033	0.5648	8.4986	7.3307	0.7710	0.5271	18.3151	73	2653	0.8557	0.3266
359	367	17	61	22447	22387	967	5862	254	1539	56	1539	56	1	4323	0.9700	0.8146	0.2707	17.3373	83	2725	83	-5.7735	181	-4.5517	29	211	10	0.1023	0.4331	7.8991	7.3694	0.7756	0.5255	20.6867	83	2586	0.8469	0.3429
367	373	17	62	23187	23126	739	6056	194	1580	41	1580	41	1	4476	0.9692	0.7851	0.2692	17.0241	83	2821	85	-7.0116	173	3.8696	23	174	19	0.1012	0.5020	8.1527	7.3965	0.7611	0.5694	20.3735	83	2682	0.8381	0.3705
373	379	17	63	23939	23877	751	6248	191	1619	39	1619	39	1	4629	0.9678	0.7626	0.2677	-16.9024	41	4221	189	-7.0387	181	-3.3415	41	130	3	0.1053	0.5340	8.6810	7.4223	0.7763	0.5070	20.2048	83	2772	0.8507	0.3501
379	383	17	64	24447	24384	507	6382	133	1645	26	1645	26	1	4737	0.9678	0.7340	0.2663	17.4247	73	3160	104	-6.5193	181	2.7073	41	88	7	0.1052	0.6251	8.8204	7.4382	0.7825	0.5673	20.4384	73	3050	0.8693	0.3486
383	389	17	65	25219	25155	771	6582	199	1694	49	1694	49	1	4888	0.9714	0.9294	0.2649	17.5205	73	3266	107	5.9686	223	-4.0930	43	131	2	0.1056	0.3985	8.9956	7.4638	0.7765	0.5050	20.5342	73	3156	0.8368	0.3323
389	397	17	66	26267	26202	1047	6859	277	1760	66	1760	66	1	5099	0.9735	0.9040	0.2636	17.6849	73	3406	111	-5.4735	283	-5.3043	23	245	16	0.1025	0.3474	9.2115	7.4999	0.7824	0.5471	20.6986	73	3296	0.8375	0.3181
397	401	17	67	26799	26733	531	6996	137	1789	29	1789	29	1	5207	0.9751	0.8072	0.2623	16.1807	83	3271	95	-5.4417	283	1.9725	109	56	3	0.1011	0.5347	9.3473	7.5146	0.7819	0.4960	19.5301	83	3132	0.8615	0.3506
401	409	17	68	27879	27812	1079	7279	282	1843	54	1843	54	1	5436	0.9703	0.7338	0.2609	19.8493	73	3619	119	-7.9565	23	-4.8261	23	251	17	0.1031	0.4996	10.1278	7.5493	0.7782	0.5706	22.8630	73	3509	0.8926	0.3518
409	419	17	69	29259	29191	1379	7638	359	1903	60	1903	60	1	5735	0.9595	0.6436	0.2597	21.3014	73	3785	125	-6.3978	181	4.7241	29	294	25	0.1072	0.5541	10.3524	7.5925	0.7431	0.5732	24.3151	73	3675	0.8584	0.3569
419	421	17	71	29539	29469	279	7709	72	1926	24	1926	24	1	5783	0.9668	1.2898	0.2584	21.2603	73	3823	126	-6.1823	181	2.4211	19	72	10	0.1033	0.3979	10.0705	7.5970	0.7549	0.5112	24.2466	73	3714	0.8708	0.3837
421	431	17	71	30959	30889	1419	8083	373	2016	90	2016	90	1	6067	0.9697	0.9381	0.2572	18.8356	73	4021	129	6.5517	29	-5.7872	47	230	4	0.1011	0.3007	9.9427	7.6396	0.7690	0.5020	21.8219	73	3912	0.8458	0.3475
431	433	17	73	31247	31175	287	8158	76	2034	19	2034	19	1	6124	0.9739	0.9765	0.2560	18.8767	73	4056	130	-6.3913	23	-1.8261	23	67	4	0.1008	0.5180	9.7489	7.6442	0.7810	0.4956	21.8356	73	3948	0.8327	0.3348
433	439	17	73	32119	32047	871	8389	230	2078	44	2078	44	1	6311	0.9721	0.7507	0.2548	17.6986	73	4172	132	6.4483	29	-4.9302	43	149	2	0.1035	0.5669	10.1762	7.6675	0.7932	0.5812	20.6575	73	4064	0.8218	0.3259
439	443	17	74	32707	32634	587	8539	150	2101	23	2101	23	1	6438	0.9700	0.6045	0.2537	17.8630	73	4239	134	9.1034	29	4.0323	31	108	11	0.1052	0.8113	9.8502	7.6807	0.7818	0.5547	20.8219	73	4131	0.8300	0.3704
443	449	17	75	33599	33525	891	8775	235	2147	46	2147	46	1	6628	0.9689	0.7752	0.2525	17.6027	73	4358	137	7.8276	29	3.7021	47	148	10	0.1069	0.5716	11.2775	7.7034	0.7791	0.5827	20.5616	73	4250	0.8304	0.3541
449	457	17	76	34807	34732	1207	9095	319	2217	70	2217	70	1	6878	0.9696	0.8729	0.2514	17.9726	73	4527	142	7.7586	29	-3.6279	43	207	6	0.1049	0.3632	10.3436	7.7347	0.7831	0.4968	20.9315	73	4419	0.8507	0.3601
457	461	17	77	35419	35343	611	9253	157	2250	33	2250	33	1	7003	0.9715	0.8398	0.2503	17.8356	73	4605	144	6.8621	29	4.7297	37	116	11	0.1045	0.5254	9.8468	7.7476	0.7797	0.4963	20.8523	149	2991	0.8379	0.3514
461	463	17	78	35727	35650	307	9333	80	2259	10	2259	10	1	7074	0.9713	0.5016	0.2492	16.9315	73	4638	144	9.3448	29	2.6552	29	63	7	0.1069	1.1197	9.8862	7.7518	0.7826	0.5676	21.4899	149	3018	0.8290	0.3552
463	467	17	78	36347	36270	619	9497	163	2289	30	2289	30	1	7208	0.9714	0.7417	0.2481	18.6849	73	4720	148	8.0345	29	-3.1579	19	163	14	0.1068	0.6809	10.0175	7.7649	0.7724	0.5315	21.8583	127	3438	0.8232	0.3499
467	479	17	79	38239	38161	1891	9991	493	2389	100	2389	100	1	7602	0.9678	0.8210	0.2471	20.0361	83	4688	133	-5.8416	101	3.5652	23	442	42	0.1065	0.3422	10.3774	7.8114	0.7602	0.5211	23.3133	83	4552	0.8200	0.3524
479	487	17	81	39527	39447	1287	10327	336	2463	74	2463	74	1	7864	0.9694	0.8951	0.2460	19.3253	83	4842	136	-7.0155	193	3.7151	179	115	5	0.1053	0.3677	10.7028	7.8402	0.7703	0.5358	22.6024	83	4706	0.8299	0.3256
487	491	17	82	40179	40098	651	10496	169	2487	24	2487	24	1	8009	0.9670	0.5796	0.2450	19.2877	73	5209	162	-6.0671	313	3.3433	67	89	6	0.1072	0.8740	10.8200	7.8524	0.7778	0.5643	22.2192	73	5102	0.8457	0.3755
491	499	17	83	41499	41417	1319	10842	345	2557	70	2557	70	1	8285	0.9665	0.8315	0.2440	21.2466	73	5393	169	-6.3523	193	-4.0968	31	265	13	0.1059	0.4340	11.1497	7.8807	0.7819	0.5577	24.1781	73	5286	0.8691	0.3742
499	503	17	84	42167	42084	667	11015	173	2585	28	2585	28	1	8430	0.9656	0.6659	0.2431	20.0822	73	5472	170	-6.4076	211	4.0233	43	107	9	0.1077	0.7443	10.3607	7.8925	0.7780	0.5508	23.0137	73	5365	0.8786	0.3598
503	509	17	85	43179	43095	1011	11281	265	2631	46	2631	46	1	8650	0.9634	0.7170	0.2421	20.2466	73	5612	174	-7.9289	211	-4.8947	19	265	23	0.1099	0.6176	10.4881	7.9124	0.7761	0.5752	23.1781	73	5505	0.8617	0.3619
509	521	17	86	45239	45154	2059	11820	538	2740	109	2740	109	1	9080	0.9613	0.8402	0.2411	20.5479	73	5893	182	-7.0594	101	4.8375	277	161	6	0.1083	0.3526	12.0036	7.9551	0.7696	0.5302	23.4795	73	5786	0.8605	0.3433
521	523	17	88	45587	45500	347	11910	91	2760	21	2760	21	1	9150	0.9647	0.9607	0.2402	21.4521	73	5933	184	-6.4197	193	4.3023	43	58	7	0.1075	0.6288	11.8159	7.9589	0.7786	0.5088	24.3562	73	5827	0.8672	0.3369
523	541	17	88	48779	48692	3191	12741	830	2917	157	2917	157	1	9824	0.9568	0.7905	0.2393	19.4932	73	6333	193	-7.0311	193	7.6316	19	830	95	0.1062	0.3414	12.2130	8.0225	0.7639	0.5371	24.5491	173	3845	0.8535	0.3323
541	547	17	91	49867	49777	1087	13028	286	2962	45	2962	45	1	10066	0.9537	0.6600	0.2384	19.3526	173	4381	70	6.5172	29	-4.1053	19	286	26	0.1094	0.6582	13.7148	8.0411	0.7700	0.5526	24.4624	173	3939	0.8615	0.3585
547	557	17	92	51707	51616	1839	13519	490	3061	99	3061	99	1	10458	0.9532	0.8506	0.2375	20.8356	73	6722	205	-6.3969	131	-6.6512	43	315	8	0.1087	0.3598	15.7112	8.0744	0.7725	0.5180	25.4393	173	4114	0.8809	0.3379
557	563	17	94	52827	52734	1119	13808	289	3115	54	3115	54	1	10693	0.9532	0.7895	0.2367	21.1850	173	4655	75	7.7241	29	3.8108	37	207	15	0.1098	0.5320	10.3967	8.0920	0.7688	0.5615	26.2948	173	4213	0.8765	0.3457
563	569	17	95	53959	53865	1131	14105	297	3186	71	3186	71	1	10919	0.9578	1.0136	0.2358	20.9249	173	4764	76	6.2414	29	-3.0435	23	265	20	0.1075	0.2876	11.3179	8.1097	0.7801	0.4778	26.0347	173	4322	0.8752	0.3231
569	571	17	96	54339	54244	379	14203	98	3206	21	3206	21	1	10997	0.9605	0.9118	0.2350	22.4740	173	4803	78	-6.8454	97	3.0968	31	76	8	0.1052	0.7139	11.3961	8.1131	0.7617	0.5354	27.5723	173	4362	0.8597	0.4023
571	577	17	96	55487	55392	1147	14504	301	3273	67	3273	67	1	11231	0.9636	0.9505	0.2342	21.8405	163	5066	84	-7.0515	97	-3.7586	29	243	13	0.1044	0.3684	11.6341	8.1305	0.7880	0.5011	26.7117	163	4669	0.8768	0.3258
577	587	17	97	57427	57331	1939	15008	504	3355	82	3355	82	1	11653	0.9579	0.6972	0.2334	23.6442	163	5245	88	-6.4433	97	-3.2676	71	258	4	0.1058	0.4956	11.6291	8.1612	0.7877	0.5215	28.5153	163	4848	0.8896	0.3367
587	593	17	99	58607	58509	1179	15320	312	3407	52	3407	52	1	11913	0.9562	0.7166	0.2326	24.2454	163	5359	90	-6.2133	211	-4.9149	47	186	3	0.1060	0.6145	10.9440	8.1784	0.7780	0.5789	29.1166	163	4962	0.8858	0.3529
593	599	17	100	59799	59700	1191	15631	310	3467	60	3467	60	1	12164	0.9569	0.8350	0.2318	22.8344	163	5474	90	-6.2887	97	-3.5738	61	170	2	0.1044	0.4760	11.6931	8.1951	0.7839	0.5391	27.7055	163	5077	0.8985	0.3525
599	601	17	101	60199	60099	399	15733	103	3486	20	3486	20	1	12247	0.9591	0.8405	0.2310	22.3313	163	5515	90	6.6962	79	-2.4146	41	70	1	0.1044	0.7020	11.7572	8.1983	0.7659	0.5177	27.2948	173	4905	0.8823	0.3491
601	607	17	101	61407	61307	1207	16048	315	3538	52	3538	52	1	12510	0.9575	0.7169	0.2303	22.0552	163	5619	91	6.8428	229	4.4516	31	241	20	0.1041	0.5805	10.9427	8.2148	0.7706	0.5569	27.1040	173	5008	0.9058	0.3800
607	613	17	102	62627	62526	1219	16367	318	3590	52	3590	52	1	12777	0.9558	0.7125	0.2295	21.8960	173	5545	86	-6.8136	59	3.5301	83	144	7	0.1059	0.6014	11.1248	8.2311	0.7689	0.5286	26.9827	173	5105	0.8934	0.3799
613	617	17	103	63447	63345	819	16580	213	3623	33	3623	33	1	12957	0.9553	0.6773	0.2287	22.0289	173	5620	87	-8.8135	193	2.9588	97	99	5	0.1059	0.7585	11.2395	8.2408	0.7665	0.5569	27.1156	173	5180	0.8994	0.3963
617	619	17	104	63859	63756	411	16687	107	3642	20	3642	20	1	13045	0.9572	0.8198	0.2280	23.5896	173	5658	89	-7.9223	193	1.5652	23	97	10	0.1059	0.7290	11.8055	8.2440	0.7718	0.5176	28.6647	173	5219	0.9011	0.3821
619	631	17	104	66359	66256	2499	17343	656	3761	119	3761	119	1	13582	0.9542	0.7982	0.2273	22.9538	173	5886	91	-7.7202	193	5.8966	29	538	43	0.1046	0.3781	12.1519	8.2793	0.7672	0.5173	28.0289	173	5447	0.9115	0.3771
631	641	17	106	68479	68374	2119	17901	557	3863	102	3863	102	1	14038	0.9526	0.8083	0.2265	22.0061	163	6275	99	-7.6216	37	-6.5676	37	399	15	0.1047	0.4374	11.4879	8.3078	0.7617	0.5409	26.8528	163	5880	0.9011	0.3718
641	643	17	108	68907	68800	427	18012	112	3881	19	3881	19	1	14131	0.9541	0.7512	0.2258	23.1445	173	6129	94	-7.6216	37	-2.4865	37	83	2	0.1055	0.7921	12.1092	8.3109	0.7701	0.5332	28.2081	173	5691	0.8990	0.3670
643	647	17	108	69767	69660	859	18236	223	3921	40	3921	40	1	14315	0.9550	0.7967	0.2251	23.2197	173	6209	95	-6.1066	347	3.1381	181	78	4	0.1054	0.6139	12.2371	8.3201	0.7778	0.5344	28.2832	173	5771	0.8986	0.3861
647	653	17	109	71067	70959	1299	18578	342	3985	64	3985	64	1	14593	0.9557	0.8338	0.2244	23.0940	149	6847	115	-6.3042	457	-4.9014	71	174	0	0.1056	0.5003	12.4368	8.3356	0.7766	0.5408	27.9422	173	5887	0.8926	0.3686
653	659	17	110	72379	72270	1311	18921	342	4058	73	4058	73	1	14863	0.9585	0.9540	0.2238	22.2819	149	6982	116	-7.1608	199	3.7525	101	164	7	0.1043	0.3801	12.6708	8.3508	0.7708	0.4977	26.9396	149	6635	0.8918	0.3639
659	661	17	111	72819	72709	439	19037	116	4079	22	4079	22	1	14958	0.9605	0.8502	0.2231	21.9018	163	6691	104	-7.3266	199	2.9355	31	94	9	0.1049	0.7161	12.7363	8.3539	0.7751	0.5147	26.7239	163	6298	0.8807	0.3544
661	673	17	111	75487	75377	2667	19733	696	4187	108	4187	108	1	15546	0.9541	0.6977	0.2224	24.8834	163	6937	110	7.8350	103	7.0345	29	565	46	0.1080	0.5065	13.0889	8.3868	0.7569	0.5804	29.7055	163	6544	0.8805	0.3592
673	677	17	113	76387	76275	899	19967	233	4229	42	4229	42	1	15738	0.9552	0.8129	0.2217	25.9018	163	7017	112	7.9655	29	3.3582	67	122	7	0.1087	0.5595	13.2200	8.3956	0.7704	0.5075	30.7239	163	6624	0.8770	0.3502
677	683	17	114	77747	77634	1359	20322	354	4288	59	4288	59	1	16034	0.9544	0.7539	0.2211	25.3804	163	7141	113	-8.2412	199	4.2844	109	148	7	0.1096	0.5622	12.4197	8.4102	0.7608	0.5440	30.2025	163	6748	0.8712	0.3646
683	691	17	115	79579	79465	1831	20801	479	4368	80	4368	80	1	16433	0.9526	0.7577	0.2204	28.1840	163	7320	118	-7.5544	193	3.8136	59	271	13	0.1098	0.5385	12.7906	8.4306	0.7580	0.5571	33.0061	163	6927	0.8712	0.3480
691	701	17	116	81899	81784	2319	21407	606	4473	105	4473	105	1	16934	0.9506	0.7883	0.2198	27.6074	163	7530	120	-8.8342	193	-4.6197	71	306	4	0.1111	0.4554	13.0981	8.4564	0.7488	0.5553	32.4294	163	7137	0.8688	0.3362
701	709	17	118	83779	83662	1879	21901	494	4552	79	4552	79	1	17349	0.9483	0.7297	0.2192	25.9708	137	8359	148	-8.9534	193	3.3043	23	445	42	0.1119	0.5273	13.3324	8.4764	0.7487	0.5192	30.5780	173	7043	0.8650	0.3480
