Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
2999	17	445199	52370	52370	-6.3529	-6.3529	591	64	64	-5.5294	-5.5294	222599	26185	0.9375	0.9375	1	-1.7059	8	2.2025	445199	-6.3529	0.9375
2999	19	392829	46861	41348	-2.0526	-2.4211	527	62	55	-0.2105	-0.4737	196414	20674	0.7778	0.1111	1	1.2632	6	1.6409	392829	-2.4211	0.7778
2999	23	351481	38710	30564	-2.9565	0.4348	472	49	39	-2.3913	-2.0435	175740	15282	0.0909	0.8636	0	1.7391	16	4.3335	351481	0.4348	0.0909
2999	29	320917	30700	22117	-3.3793	-15.2069	433	42	32	1.2414	2.1379	160458	11055	0.9643	0.6071	0	nan	28	6.7125	320917	-15.2069	0.9643
2999	31	298800	28720	19271	-2.5161	-6.4194	401	36	22	-2.1290	-3.8710	149403	9627	0.4667	0.9000	0	nan	35	8.1089	298800	-6.4194	0.4667
2999	37	279529	24065	15099	0.1892	-10.6757	379	32	22	0.0541	1.5135	139776	7558	0.6111	0.2500	0	nan	43	8.7163	279529	-10.6757	0.6111
2999	41	264430	21715	12897	-2.0244	-2.0244	357	29	14	0.1707	-3.4146	132218	6472	0.1500	0.6000	0	nan	46	10.7161	264430	-2.0244	0.1500
2999	43	251533	20704	11721	-2.9302	21.7907	343	26	15	-1.4884	-0.9535	125746	5859	0.8333	0.3333	0	nan	55	13.9453	251533	21.7907	0.8333
2999	47	239812	18941	10248	-3.6383	43.2340	328	25	14	-0.1489	0.0426	119887	5123	0.9348	0.1304	0	nan	64	13.1482	239812	43.2340	0.9348
2999	53	229564	16799	8649	-0.9623	-13.7925	314	23	11	0.6981	-0.8491	114764	4324	0.5192	0.3077	0	nan	65	14.3518	229564	-13.7925	0.5192
2999	59	220915	15090	7521	-1.4915	32.3559	303	21	13	0.9661	2.7288	110440	3737	0.9138	0.7069	0	nan	62	14.9206	220904	32.7288	0.9138
2999	61	213394	14594	7011	-2.6885	14.4754	290	18	9	-1.3770	-0.5082	106703	3506	0.5167	0.3167	0	nan	55	12.9297	213378	15.0000	0.5667
2999	67	206383	13287	6161	-2.5224	0.3134	281	15	8	-2.6418	-0.3881	103197	3075	0.0455	0.0758	0	nan	67	13.6749	206348	1.3582	0.0758
2999	71	200222	12547	5625	6.1831	-15.0563	273	20	8	3.3521	0.3099	100122	2793	0.5429	0.1714	0	nan	69	15.1211	200176	-13.7606	0.5000
2999	73	194597	12198	5324	0.7671	-7.4247	265	14	4	-2.1918	-3.2603	97329	2645	0.3194	0.9167	0	nan	78	14.5757	194548	-6.0822	0.2639
2999	79	189273	11268	4755	-2.8608	-36.7215	261	16	5	1.0380	-1.6076	94684	2346	0.9103	0.6410	0	nan	74	14.9520	189209	-35.1013	0.9103
2999	83	184518	10729	4390	1.3133	-56.2169	256	14	5	-0.2410	-1.1687	92338	2191	0.9878	0.5488	0	nan	78	17.3532	184440	-54.3373	0.9878
2999	89	180128	10005	4008	0.5281	-39.8202	251	14	8	0.7191	2.3596	90147	1963	0.9545	0.7386	0	nan	73	14.9205	180036	-37.7528	0.9205
2999	97	176120	9180	3552	0.6392	-79.3402	243	10	7	-2.1856	1.9897	88184	1782	0.9896	0.7083	0	nan	114	14.8468	176007	-77.0103	0.9896
2999	101	172568	8815	3345	-0.8218	-72.1881	236	12	7	0.2970	2.3267	86402	1661	0.9900	0.7400	0	nan	98	17.4794	172440	-69.6535	0.9900
2999	103	169223	8647	3199	2.3592	-86.8835	229	14	7	2.5243	2.5534	84741	1609	0.9902	0.9510	0	nan	93	15.8395	169088	-84.2621	0.9902
2999	107	166024	8321	3025	-0.4766	-78.2523	222	11	3	-0.0467	-1.1495	83132	1486	0.9906	0.5283	0	nan	82	15.6525	165879	-75.5421	0.9906
2999	109	162999	8170	2925	1.2110	-65.8073	219	14	6	3.1560	1.9817	81646	1444	0.9907	0.6667	0	nan	76	15.3743	162848	-63.0367	0.9907
2999	113	160074	7879	2751	-0.6283	-82.1681	213	11	5	0.5398	1.2301	80202	1365	0.9911	0.4643	0	nan	89	14.7347	159912	-79.3009	0.9911
2999	127	157323	7012	2397	0.9921	-80.5276	208	10	4	0.6929	0.7244	78837	1212	0.9921	0.4048	0	nan	88	15.7302	157119	-77.3150	0.9921
2999	131	154926	6801	2275	4.0687	-90.2824	204	9	5	-0.0229	1.8855	77625	1117	0.9923	0.8000	0	nan	91	15.3956	154710	-86.9847	0.9923
2999	137	152651	6502	2143	2.7445	-85.4818	199	9	4	0.3723	1.0949	76508	1087	0.9926	0.7500	0	nan	90	14.3956	152408	-81.9343	0.9926
2999	139	150508	6407	2064	1.2590	-101.5827	195	11	4	2.4964	1.1942	75421	1019	0.9928	0.6884	0	nan	111	17.6617	150259	-98.0000	0.9928
2999	149	148444	5973	1897	-2.8255	-95.5369	191	8	2	0.0671	-0.5638	74402	962	0.9932	0.3311	0	nan	87	15.5381	148150	-91.5906	0.9932
2999	151	146547	5897	1862	0.3245	-79.0199	189	8	3	0.1722	0.4967	73440	944	0.9933	0.1600	0	nan	91	13.9976	146243	-74.9934	0.9933
2999	157	144685	5673	1747	1.6752	-96.1210	186	8	2	0.4713	-0.3694	72496	901	0.9936	0.0962	0	nan	84	15.1503	144361	-91.9936	0.9936
2999	163	142938	5463	1663	0.4356	-90.8405	184	8	1	0.7485	-1.2577	71595	870	0.9938	0.6543	0	nan	96	15.6648	142597	-86.6564	0.9938
2999	167	141275	5331	1640	-0.7246	-51.9162	183	8	3	0.9222	0.8084	70725	851	0.9940	0.4639	0	nan	64	13.3337	140913	-47.5808	0.9940
2999	173	139635	5149	1528	2.1908	-86.2775	180	5	0	-1.8324	-2.0809	69874	790	0.9942	0.9302	0	nan	94	13.9244	139250	-81.8266	0.9942
2999	179	138107	4974	1486	-0.2905	-57.0950	180	7	2	0.3966	-0.0112	69084	774	0.9944	0.1124	0	nan	79	14.4083	137697	-52.5140	0.9831
2999	181	136621	4918	1436	-1.3260	-73.6243	178	5	2	-1.5304	0.0331	68310	747	0.9944	0.1444	0	nan	88	14.0990	136198	-68.9503	0.9944
2999	191	135185	4662	1358	0.2304	-57.5497	176	5	3	-1.1885	1.1571	67563	704	0.9842	0.7000	0	nan	78	14.9672	134713	-52.6073	0.9842
2999	193	133827	4613	1346	-0.4611	-40.8083	173	4	2	-2.1244	0.2073	66859	692	0.9948	0.1406	0	nan	79	12.8310	133348	-35.8446	0.9740
2999	197	132481	4523	1316	3.2132	-28.9848	171	5	3	-1.0000	1.2640	66167	688	0.8929	0.7602	0	nan	75	14.1269	131982	-23.9188	0.8316
2999	199	131165	4474	1292	-0.3618	-26.2412	168	6	0	0.0603	-1.6884	65479	697	0.8333	0.8687	0	nan	87	14.1849	130658	-21.1457	0.7475
2999	211	129873	4226	1213	6.1043	-18.0237	168	9	2	3.3981	0.4076	64782	662	0.7476	0.1714	0	nan	69	12.8271	129314	-12.7251	0.6333
