run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-10120.0,14,1821.6447002887726,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),True
2,-10120.0,14,1809.5608727931976,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
3,-10120.0,14,1898.0777575969696,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
4,-10120.0,14,2099.1311614513397,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
5,-10120.0,14,2166.4811832904816,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
6,-10120.0,14,1894.6026504039764,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
7,-10120.0,14,1861.268427848816,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
8,-10120.0,14,1850.68408036232,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
9,-10120.0,14,1843.2681376934052,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
10,-10120.0,14,1808.7629239559174,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
11,-10120.0,14,1758.2500417232513,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
12,-10120.0,14,1866.890990972519,((((n // 9) | (((n * n) // 7) // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
13,-10124.0,14,2406.7630927562714,((((n - 9) max (n // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),True
14,-10124.0,14,2104.38636469841,((((n - 9) max (n // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
15,-10124.0,14,2086.1839923858643,((((n - 9) max (n // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
16,-10124.0,14,2076.6202099323273,((((n - 9) max (n // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
17,-10124.0,14,2088.7732400894165,((((n - 9) max (n // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
18,-10124.0,14,1881.0511445999146,((((n - 9) max (n // 6)) | (n + (((n + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
19,-12370.0,15,1953.3930358886719,((((n - 9) max (n // 6)) | (n + ((((n % (7 << 1)) + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),True
20,-12370.0,15,1957.5188426971436,((((n - 9) max (n // 6)) | (n + ((((n % (7 << 1)) + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
21,-12370.0,15,1828.2361345291138,((((n - 9) max (n // 6)) | (n + ((((n % (7 << 1)) + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
22,-12370.0,15,1739.2821760177612,((((n - 9) max (n // 6)) | (n + ((((n % (7 << 1)) + n) // 9) * (n // 5)))) + (log10(phi) + cosh(log2(n)))),False
