run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-295.0,4,84.05317640304565,(n + (n ** catalan)),True
2,-1384.0,7,173.16580533981323,((((n + (cos((sin(n) * n)) // n)) * e) ** log10(n)) + n),True
3,-1384.0,7,205.6108067035675,((((n + (cos((sin(n) * n)) // n)) * e) ** log10(n)) + n),False
4,-1385.0,7,210.29536366462708,((((n + cos(((e ** n) * e))) * e) ** log10(n)) + n),True
5,-1386.0,7,232.7198703289032,((((n + cos((factorial(n) * e))) * e) ** log10(n)) + n),True
6,-1386.0,7,220.6751217842102,((((n + cos((factorial(n) * e))) * e) ** log10(n)) + n),False
7,-1386.0,7,224.77453780174255,((((n + cos((factorial(n) * e))) * e) ** log10(n)) + n),False
8,-2831.0,9,260.96721935272217,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),True
9,-2831.0,9,226.90968203544617,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
10,-2831.0,9,220.54457092285156,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
11,-2831.0,9,165.46361899375916,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
12,-2831.0,9,218.54971837997437,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
13,-2831.0,9,213.42754411697388,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
14,-2831.0,9,219.21383571624756,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
15,-2831.0,9,225.83225297927856,((((n + (cos((factorial(n) * e)) // n)) * e) ** (log10(n) min cos(euler_gamma))) + n),False
16,-2834.0,9,250.07656025886536,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),True
17,-2834.0,9,335.64135217666626,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
18,-2834.0,9,325.4017837047577,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
19,-2834.0,9,347.5838932991028,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
20,-2834.0,9,342.86082649230957,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
21,-2834.0,9,325.01774168014526,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
22,-2834.0,9,312.05941367149353,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
23,-2834.0,9,312.01395058631897,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
24,-2834.0,9,320.5743706226349,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
25,-2834.0,9,324.29217410087585,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
26,-2834.0,9,322.71077251434326,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
27,-2834.0,9,346.8039290904999,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
28,-2834.0,9,343.12246084213257,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
29,-2834.0,9,330.1847810745239,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
30,-2834.0,9,321.4838647842407,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
31,-2834.0,9,328.87904691696167,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
32,-2834.0,9,312.2964577674866,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
33,-2834.0,9,338.1966371536255,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
34,-2834.0,9,325.1638331413269,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
35,-2834.0,9,324.2739462852478,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
36,-2834.0,9,315.95877289772034,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
37,-2834.0,9,317.0247805118561,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
38,-2834.0,9,328.01155734062195,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
39,-2834.0,9,330.94962978363037,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
40,-2834.0,9,318.2177801132202,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
41,-2834.0,9,325.5024325847626,(cosh(log2(n)) + ceil((((tan(n) + n) + cosh(e)) min cosh(log2(n))))),False
