generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,prune_rate,duplicate_mutate_rate,fitness,matches,elapsed_time_seconds,expression
1,6,100,500,7,0.8159510765565187,0.03965587164275026,0.1443930518007311,2.0,0.4235391750130996,0.4915073480804728,0.03711293802632781,-45.0,2,0.613670825958252,(n + phi)
1,7,50,4000,6,0.2955947181074655,0.6465833708468502,0.05782191104568424,2.0,0.30264996203972566,0.30833088885577004,0.39944405619969364,-292.0,4,6.722471237182617,(n + (n ** catalan))
1,8,100,5000,6,0.3427702871033652,0.30754145975846015,0.34968825313817464,2.0,0.3039672078522864,0.18173338872888156,0.1773679044766972,-294.0,4,12.331309080123901,(cosh(log2(n)) + n)
1,10,100,2000,9,0.4117314486243171,0.25267682055724533,0.3355917308184376,2.0,0.39175712641335897,0.22359184748028987,0.0740501218070625,-294.0,4,6.975337505340576,(n + cosh(log2(n)))
1,3,500,1500,5,0.7312414554046203,0.25893232718418674,0.009826217411192995,2.0,0.45115000908599634,0.0353789313926931,0.2947158254914205,-898.0,6,15.861158847808838,((n * asin(catalan)) + (n + cos(n)))
1,13,100,4000,3,0.44064926405797245,0.266002029292927,0.29334870664910057,2.0,0.6852755617375932,0.31681965520841504,0.3038736532066122,-537.0,5,7.151200771331787,(sin(n) + sqrt((n << n)))
1,14,100,4000,3,0.20786899930634,0.32634284760061366,0.4657881530930463,2.0,0.960827127990538,0.41692997455620795,0.2332733907009214,-294.0,4,5.8741559982299805,ceil((phi ** n))
1,2,200,3000,10,0.4362180786012052,0.5578456236731139,0.005936297725680939,2.0,0.4176586638525545,0.1597742073192639,0.42702475689999475,-293.0,4,29.46832537651062,(n + (cos(n) + n))
1,15,300,1500,10,0.9228244241701231,0.01955571658336647,0.05761985924651042,2.0,0.4353047170403828,0.32392317205257876,0.33396759774358625,-287.0,4,7.921521425247192,(((n + (n / n)) / phi) + n)
1,16,300,1500,4,0.14190204293603897,0.47428329018152954,0.38381466688243154,2.0,0.5072012730454593,0.42717262679486734,0.007841408293502328,-294.0,4,8.895755767822266,ceil((phi ** n))
1,18,50,500,9,0.8265183817637286,0.1607308075261771,0.01275081071009429,2.0,0.42095682218248837,0.4956623559203651,0.47517057775682753,-292.0,4,0.5590767860412598,((n ** catalan) + n)
1,19,50,5000,5,0.245043094436101,0.39482598303161764,0.3601309225322813,2.0,0.35420915013608467,0.22645418643334952,0.03519446377424418,-292.0,4,6.280916690826416,((n ** tanh(n)) + n)
1,11,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-898.0,6,36.41654872894287,"(nroot(n, catalan) + (n + cos(sinh(n))))"
1,17,300,1000,9,0.37195023094797774,0.5962802238297793,0.031769545222242956,2.0,0.5631263909696038,0.03911162791360001,0.1216706331470544,-539.0,5,21.648682832717896,(sqrt(n) + sqrt((sinh(n) + n)))
1,4,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-899.0,6,62.1860466003418,"((nroot(n, catalan) + n) + atan(cos(n)))"
1,12,2000,3000,4,0.981744707211751,0.015085503198361244,0.003169789589887756,2.0,0.25305483264559686,0.04793082384683062,0.3331511723076772,-293.0,4,51.6314754486084,(sinh(sqrt(n)) + n)
1,5,2000,4000,7,0.9544827048531739,0.01698149966182264,0.02853579548500348,2.0,0.6020450451211354,0.41451685816442285,0.48270260367759477,-534.0,5,69.53546714782715,((n / (n + catalan)) + (phi ** n))
1,9,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-898.0,6,108.14394354820251,((n / (phi % euler_gamma)) + cos(n))
1,20,300,3000,10,0.14349661691191135,0.5158827269498685,0.3406206561382201,2.0,0.9758583924983864,0.17414856929147643,0.3739005492392855,-541.0,5,86.18756556510925,sinh(sqrt((n + sinh(sqrt(n)))))
1,1,1500,5000,4,0.6264880452472289,0.34558129287503175,0.02793066187773935,2.0,0.6579294081342209,0.3139506008173624,0.20209752402012776,-898.0,6,269.49187660217285,"(nroot(n, catalan) + (cos(cosh(n)) + n))"
2,2,500,1500,5,0.7312414554046203,0.25893232718418674,0.009826217411192995,2.0,0.45115000908599634,0.0353789313926931,0.2947158254914205,-539.0,5,19.627355813980103,(sqrt((n ** log2(n))) + sinh(sqrt(n)))
2,3,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-898.0,6,30.118104219436646,"((cos(cosh(n)) + nroot(n, catalan)) + n)"
2,7,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-892.0,6,34.04485774040222,"((n + nroot((n + cos(n)), catalan)) min (n + (n + phi)))"
2,1,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-899.0,6,51.45131206512451,"((n + nroot(n, catalan)) + atan(cos(n)))"
2,10,500,1500,5,0.7312414554046203,0.25893232718418674,0.009826217411192995,2.0,0.45115000908599634,0.0353789313926931,0.2947158254914205,-537.0,5,22.902562856674194,(cos(euler_gamma) + (phi ** n))
2,9,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-536.0,5,45.59780478477478,ceil((phi ** (n + cos(phi))))
2,8,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-537.0,5,77.37334942817688,((phi ** n) + sin(catalan))
2,6,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-539.0,5,91.81640911102295,((n ** (phi * log10(n))) + n)
2,15,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-535.0,5,32.241564989089966,(n + sqrt((sqrt(n) ** sinh(sqrt(n)))))
2,14,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-539.0,5,51.45612978935242,(sqrt(n) + sqrt((n + cosh(n))))
2,4,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-896.0,6,120.69242405891418,"((n + nroot(n, (catalan ** catalan))) + cos(n))"
2,16,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-898.0,6,28.818880796432495,((n * asin(catalan)) + (n + cos(n)))
2,17,500,1500,5,0.7312414554046203,0.25893232718418674,0.009826217411192995,2.0,0.45115000908599634,0.0353789313926931,0.2947158254914205,-536.0,5,17.616511583328247,(cos(n) + ((n + n) max (n * log2(n))))
2,12,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-899.0,6,100.55160665512085,"((n + nroot(n, catalan)) + atan(cos(n)))"
2,20,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,34.025941610336304,"(sin(cos(n)) + (nroot(n, catalan) + n))"
2,5,1500,5000,4,0.6264880452472289,0.34558129287503175,0.02793066187773935,2.0,0.6579294081342209,0.3139506008173624,0.20209752402012776,-540.0,5,158.18715071678162,(n + cosh((log10(pi) * n)))
2,18,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-541.0,5,43.45928883552551,sinh(sqrt((n + sinh(sqrt(n)))))
2,19,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-537.0,5,43.679779291152954,((phi ** n) + sin(avogadro))
2,13,1500,5000,4,0.6264880452472289,0.34558129287503175,0.02793066187773935,2.0,0.6579294081342209,0.3139506008173624,0.20209752402012776,-539.0,5,166.32669806480408,(n + cosh((n / floor(e))))
2,11,1500,5000,4,0.6264880452472289,0.34558129287503175,0.02793066187773935,2.0,0.6579294081342209,0.3139506008173624,0.20209752402012776,-537.0,5,189.43544602394104,((phi ** n) + cos(euler_gamma))
3,7,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-897.0,6,36.91236591339111,"(nroot(n, (catalan max cos(n))) + (cos(n) + n))"
3,5,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-540.0,5,38.227683305740356,"(n + (nroot(n, catalan) + cos(n)))"
3,6,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-294.0,4,42.2547972202301,(n + cosh(log2(n)))
3,4,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,48.5660138130188,"((tanh(cos(n)) + nroot(n, catalan)) + n)"
3,3,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-537.0,5,50.612661838531494,((phi ** n) + sin(sqrt(n)))
3,1,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-533.0,5,54.5958571434021,((cosh(log2(cosh(log2(n)))) + n) max (log2(cosh(log2(n))) * n))
3,8,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-892.0,6,70.88254165649414,sinh(sqrt(((sinh(sqrt(n)) + n) min (sinh(e) + pi))))
3,9,1000,1500,5,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,37.50255870819092,((n ** log10((n ** phi))) + n)
3,11,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-537.0,5,45.55786490440369,(sin(n) + sqrt((n << n)))
3,10,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,55.87007474899292,"(nroot(n, catalan) + (n + tanh(cos(n))))"
3,15,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.25455621148316615,0.10458586972625045,-293.0,4,30.488186836242676,(n + (cos(n) + n))
3,2,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-899.0,6,102.72453427314758,"(tanh(cos(n)) + (n + nroot(n, catalan)))"
3,16,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,37.952415466308594,"(sin(cos(n)) + (n + nroot(n, catalan)))"
3,18,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-293.0,4,27.504527807235718,(sinh(sqrt(n)) + n)
3,17,1500,1000,7,0.6332154203165232,0.29721089216368984,0.06957368751978693,2.0,0.3377340924519015,0.07891289727155143,0.18841394937650713,-294.0,4,38.11237382888794,(n + cosh(log2(n)))
3,13,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-897.0,6,77.69524073600769,((n + ((n + n) // phi)) + cos(n))
3,20,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,30.502651929855347,"(n + (nroot(n, catalan) + atan(cos(n))))"
3,14,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.4156455350125034,0.24325210779603612,-540.0,5,83.61129331588745,"cosh(cosh(nroot(n, e)))"
3,12,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-899.0,6,94.77420735359192,"(sin(cos(n)) + (n + nroot(n, catalan)))"
3,19,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-537.0,5,66.09191751480103,(sin(catalan) + (phi ** n))
4,8,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-540.0,5,26.28587007522583,"(n + (nroot(n, catalan) + cos(n)))"
4,5,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-898.0,6,27.296640872955322,((n + (asin(catalan) * n)) + cos(n))
4,1,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,36.982659339904785,((sqrt(n) ** sqrt(n)) + cosh(log2(n)))
4,4,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-896.0,6,38.9179470539093,((cos(n) + n) + ((avogadro % sqrt(n)) + n))
4,2,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,50.737964153289795,"(n + (tanh(cos(n)) + nroot(n, catalan)))"
4,9,1000,1500,6,0.4641401635348831,0.3720088427872523,0.1638509936778646,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-536.0,5,34.87317657470703,ceil(((phi * tanh(pi)) ** n))
4,10,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-898.0,6,37.564446210861206,(((asin(log10(n)) + n) + cos(n)) + n)
4,11,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-535.0,5,28.52096152305603,((phi ** n) + cos((n min euler_gamma)))
4,12,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-537.0,5,34.44815802574158,(sqrt((n << n)) + sin(n))
4,13,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.8054931690164504,0.4966267589208044,0.10458586972625045,-539.0,5,34.38265919685364,(sqrt(sinh(n)) + ceil(sqrt(n)))
4,14,1000,1000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-537.0,5,23.772361516952515,(sin(catalan) + (phi ** n))
4,7,1000,3000,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,89.92023181915283,"((n + atan(cos(n))) + nroot(n, catalan))"
4,16,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-893.0,6,36.92603635787964,((sqrt((n + cosh(n))) + sqrt(n)) min ((n + n) + log(n)))
4,3,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-536.0,5,104.14701867103577,"((nroot(acos(G), nroot(pi, n)) ** n) + n)"
4,15,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.05256667115495228,0.10458586972625045,-898.0,6,42.87206268310547,"((cos(cosh(n)) + n) + nroot(n, catalan))"
4,6,1000,4000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-537.0,5,110.3656530380249,(sin(catalan) + (phi ** n))
4,18,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,39.05782198905945,(sqrt((n + cosh(n))) + sqrt(n))
4,20,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-899.0,6,57.35956907272339,"((nroot(n, catalan) + tanh(cos(n))) + n)"
4,17,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.6435841538603956,0.06117914467582963,0.24325210779603612,-540.0,5,90.26508927345276,"sinh(cosh(nroot(n, e)))"
4,19,1000,3000,3,0.35065457544982126,0.5278107740328157,0.12153465051736301,2.0,0.31793677641242435,0.06117914467582963,0.24325210779603612,-540.0,5,89.6233639717102,"cosh(cosh(nroot(n, e)))"
5,8,300,3000,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-294.0,4,21.40283226966858,(cosh(log2(n)) + n)
5,4,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-538.0,5,39.87098836898804,((log(n) + sqrt(cosh(n))) + tanh(n))
5,7,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,42.36199975013733,(sqrt(n) + sqrt((cosh(n) + n)))
5,1,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-534.0,5,44.920737743377686,(cosh(cosh((n / pi))) + n)
5,6,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-898.0,6,52.85502862930298,((n / (phi % euler_gamma)) + cos(n))
5,5,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-537.0,5,53.26812124252319,"(n + nroot((n ** log(n)), nroot(n, n)))"
5,9,1000,1500,6,0.5485076557152384,0.06811942304129115,0.38337292124347044,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-293.0,4,36.81235384941101,((n + cos(n)) + n)
5,3,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,62.30096459388733,(phi + (atan(((n * n) ** n)) ** n))
5,10,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.05510283051208975,0.4966267589208044,0.10458586972625045,-294.0,4,34.134663581848145,ceil((phi ** n))
5,14,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-294.0,4,30.969737768173218,(n + cosh(log2(n)))
5,2,1000,3000,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-538.0,5,95.72032165527344,((phi ** n) + (catalan ** (factorial(n) // n)))
5,16,1000,1500,6,0.6757743602592147,0.15505818007205854,0.1691674596687268,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,37.331809759140015,(sqrt(n) + sqrt((n + sinh(n))))
5,11,1000,1500,6,0.5889515728879278,0.3260852125275021,0.08496321458457012,2.0,0.4166309202332758,0.4966267589208044,0.10458586972625045,-539.0,5,60.49368453025818,((sqrt(n) ** sqrt((n ** tanh(n)))) + n)
