run,fitness,matches,elapsed_time_seconds,expression,is_new_best
1,-2836.0,9,225.20704436302185,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),True
2,-2836.0,9,224.17450642585754,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),False
3,-2836.0,9,244.93679857254028,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),False
4,-2836.0,9,262.44269847869873,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),False
5,-2836.0,9,316.13265562057495,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),False
6,-2836.0,9,305.79430055618286,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),False
7,-2836.0,9,315.36991143226624,(cosh(log2(n)) + ceil(((n * cosh(cos(n))) min cosh(log2(n))))),False
8,-6477.0,12,401.6043496131897,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n // nroot(catalan, catalan)) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",True
9,-8169.0,13,533.687441110611,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",True
10,-8169.0,13,520.788197517395,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",False
11,-8169.0,13,525.888439655304,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",False
12,-8169.0,13,431.1862242221832,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",False
13,-8169.0,13,465.19972920417786,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",False
14,-8169.0,13,535.3752338886261,"(cosh(log2((n // nroot(catalan, catalan)))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",False
15,-10126.0,14,614.7101473808289,"(cosh(log2((n // nroot(catalan, log10(nroot(c, n)))))) + ceil((((n / catalan) * cosh(tanh(cos(n)))) min cosh(log2(n)))))",True
