generation,individual,population_size,generations,max_depth,keep_pct,crossover_pct,random_pct,match_weight_factor,mutation_rate,prune_rate,duplicate_mutate_rate,fitness,matches,elapsed_time_seconds,expression
1,6,300,1000,4,0.7888873039495252,0.07346578998288528,0.1376469060675895,2.0,0.24752944281095252,0.14245968966592015,0.0997338957499393,-300.0,4,5.532901048660278,"(n + nroot(n, nroot(n, (n * n))))"
1,8,50,3000,5,0.19537749883447075,0.5863543219350543,0.21826817923047492,2.0,0.20072312335519404,0.3383564761834467,0.3347790157328087,-300.0,4,8.665194749832153,((n + (n - sqrt(n))) + (n // (n min n)))
1,10,50,1500,9,0.6470628360168947,0.057103377932668974,0.2958337860504363,2.0,0.47796273906870956,0.17360483521751163,0.36524427212245414,-300.0,4,2.8517472743988037,"(nroot(n, nroot(n, (n max (n + n)))) + n)"
1,3,1500,500,8,0.5837750739898745,0.012233811212916886,0.4039911147972086,2.0,0.7659767171950078,0.2123374545189185,0.4129351179079272,-300.0,4,20.909963607788086,(n + (n + cos(cosh(n))))
1,11,200,3000,4,0.4217668520067752,0.03125730396607361,0.5469758440271512,2.0,0.78195154147379,0.2548291897921894,0.2829085472500052,-300.0,4,11.28439712524414,((n + n) - sqrt(log(sqrt(n))))
1,12,200,3000,3,0.8711295052994825,0.028629829668909566,0.10024066503160792,2.0,0.8917799677474861,0.16453687235116998,0.05777447766360694,-300.0,4,5.326685428619385,((n + n) + cos(n))
1,2,300,4000,3,0.29551524984690075,0.26032767981279026,0.44415707034030905,2.0,0.18127813184247832,0.07383027144230347,0.21513334661860978,-300.0,4,29.483356475830078,(n + (n / atan(n)))
1,14,50,3000,5,0.6093445962241114,0.04872375976335357,0.341931644012535,2.0,0.9290780184382958,0.09955602719367618,0.31254213729325353,-300.0,4,3.312188148498535,"((n // nroot(nroot(n, n), n)) + n)"
1,15,50,1000,9,0.4905473693577901,0.34190962739409625,0.16754300324811366,2.0,0.40437541084385814,0.2071816366094914,0.4569259714257819,-300.0,4,3.2290053367614746,(n + cosh(log2(n)))
1,16,500,1000,10,0.9000703321696084,0.015757953967870934,0.08417171386252065,2.0,0.9300289751598547,0.4180186379903464,0.4655043127238162,-299.0,4,10.912997484207153,(n + (n ** catalan))
1,7,2000,2000,6,0.9878598152143176,0.0022296508039052736,0.009910533981777077,2.0,0.8394618246714178,0.4734125048473587,0.01759386007630559,-50.0,2,51.6671416759491,(sqrt(n) + n)
1,19,50,2000,10,0.5768098284312985,0.0032283094642198426,0.41996186210448166,2.0,0.5858297265822282,0.37602081828592965,0.20721036925133063,-138.0,3,3.3674535751342773,((phi + n) / catalan)
1,18,200,3000,6,0.3001145578630715,0.08162520229474413,0.6182602398421844,2.0,0.37153599268942306,0.23195546775901427,0.4161154159412481,-300.0,4,17.881575107574463,(n + (cos(n) + n))
1,5,1500,3000,9,0.8870378492986132,0.005469615961477157,0.10749253473990966,2.0,0.7423067993427935,0.4410512933495349,0.27456462135363785,-299.0,4,71.97148108482361,(n + (n ** catalan))
1,13,1000,1000,9,0.4118425497443654,0.47063196845429106,0.11752548180134353,2.0,0.1887159334520654,0.17111565684886426,0.4702444188632891,-909.0,6,85.2308599948883,sinh(sqrt((n + sinh((sqrt(n) min (tan(asin(catalan)) max tan((n + n))))))))
1,4,1500,3000,5,0.9091038361644822,0.07921216389907525,0.011683999936442549,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-549.0,5,110.1537618637085,(atan((n // n)) + (phi ** n))
1,17,2000,4000,6,0.9786699371644582,0.0010356980516007049,0.020294364783941136,2.0,0.1219118423556612,0.3831022713119358,0.48813622701651405,-300.0,4,80.08253312110901,(n + sinh(sqrt(n)))
1,9,300,4000,10,0.3128623304930226,0.6787037333528729,0.008433936154104482,2.0,0.9423964310104239,0.3172133829190141,0.179032325311477,-300.0,4,108.97746920585632,((n - log10(n)) + n)
1,1,2000,4000,9,0.9799337146052807,0.005961101535285093,0.014105183859434236,2.0,0.6104342430517411,0.24643329328531494,0.33187902006609177,-300.0,4,117.39255452156067,(((n min n) + n) + cos(n))
1,20,1500,3000,4,0.38537925028380227,0.07207181681382169,0.542548932902376,2.0,0.23023294899510427,0.4185340119327624,0.18593142378957478,-547.0,5,78.2260389328003,(phi / (log10((e / euler_gamma)) ** (n max n)))
2,5,50,3000,5,0.19537749883447075,0.5863543219350543,0.21826817923047492,2.0,0.20072312335519404,0.3383564761834467,0.3347790157328087,-300.0,4,4.731492757797241,(n + cosh(log2(n)))
2,4,300,1000,4,0.7888873039495252,0.07346578998288528,0.1376469060675895,2.0,0.24752944281095252,0.14245968966592015,0.0997338957499393,-300.0,4,5.703524827957153,((n / atan(n)) + n)
2,9,300,1000,4,0.7888873039495252,0.07346578998288528,0.1376469060675895,2.0,0.24752944281095252,0.14245968966592015,0.0997338957499393,-300.0,4,4.605774164199829,(n + (n / atan(n)))
2,3,1500,3000,4,0.38537925028380227,0.07207181681382169,0.542548932902376,2.0,0.23023294899510427,0.4185340119327624,0.18593142378957478,-300.0,4,87.05801033973694,(n + (ceil((n & n)) ** tanh(ceil(n))))
2,11,1500,3000,4,0.38537925028380227,0.07207181681382169,0.542548932902376,2.0,0.5822566043188933,0.4185340119327624,0.18593142378957478,-549.0,5,91.2051157951355,"sinh((cosh(nroot(n, e)) max log(n)))"
2,13,50,3000,5,0.19537749883447075,0.5863543219350543,0.21826817923047492,2.0,0.20072312335519404,0.3383564761834467,0.3347790157328087,-300.0,4,5.741748332977295,((n min n) + (n - log10(n)))
2,8,1500,3000,5,0.9091038361644822,0.07921216389907525,0.011683999936442549,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-550.0,5,107.70459699630737,((n / n) + ((n + (n & n)) ** log10((n + n))))
2,15,300,1000,4,0.7888873039495252,0.07346578998288528,0.1376469060675895,2.0,0.24752944281095252,0.14245968966592015,0.0997338957499393,-300.0,4,5.013984203338623,((n // atan(n)) + n)
2,16,50,3000,5,0.19537749883447075,0.5863543219350543,0.21826817923047492,2.0,0.20072312335519404,0.3383564761834467,0.32043018994906136,-300.0,4,4.822239398956299,((n / atan(n)) + n)
2,6,1000,1000,9,0.4118425497443654,0.47063196845429106,0.11752548180134353,2.0,0.1887159334520654,0.2352237210190377,0.4702444188632891,-910.0,6,119.2634801864624,"((n | n) + ((n + ((n + n) % nroot(n, ((n min n) + log2((n + n)))))) / nroot((cos(n) % (n + log2(n))), n)))"
2,1,1000,1000,9,0.4118425497443654,0.47063196845429106,0.11752548180134353,2.0,0.1887159334520654,0.17111565684886426,0.4702444188632891,-2040.0,8,119.82284450531006,(((n % atan(n)) + cosh(log2(n))) + cosh(log2(((((n / n) + n) + (n - cosh(log2((n max n))))) min n))))
2,10,1500,3000,5,0.7171250849655424,0.06572763241001246,0.21714728262444516,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-548.0,5,118.07609152793884,((phi ** n) + atan(atan(pi)))
2,7,1500,3000,5,0.9091038361644822,0.07921216389907525,0.011683999936442549,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-550.0,5,124.21997308731079,(((sqrt(n) ** sqrt(n)) ** tanh(n)) + n)
2,2,1500,3000,5,0.9091038361644822,0.07921216389907525,0.011683999936442549,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-550.0,5,129.9259066581726,(((sqrt(n) ** sqrt(n)) ** (tanh(n) max log10(n))) + n)
2,18,300,5000,4,0.7888873039495252,0.07346578998288528,0.1376469060675895,2.0,0.24752944281095252,0.14245968966592015,0.0997338957499393,-300.0,4,27.423007488250732,((n ** tanh(n)) + n)
2,12,1000,1000,9,0.4118425497443654,0.47063196845429106,0.11752548180134353,2.0,0.1887159334520654,0.17111565684886426,0.4702444188632891,-550.0,5,80.03754734992981,"cosh(sqrt(((n / asin(tanh(nroot(n, n)))) + n)))"
2,19,1500,3000,4,0.38537925028380227,0.07207181681382169,0.542548932902376,2.0,0.23023294899510427,0.4185340119327624,0.2916662595187684,-549.0,5,72.24343276023865,ceil(sqrt((cosh(n) * phi)))
2,14,1500,3000,5,0.9091038361644822,0.07921216389907525,0.011683999936442549,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-550.0,5,94.04901170730591,((sqrt(cosh(ceil(n))) // atan(n)) + n)
2,17,1500,3000,7,0.9091038361644822,0.07921216389907525,0.011683999936442549,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-550.0,5,112.72007942199707,((n ** log2(sqrt((n ** tanh(n))))) + n)
2,20,1500,3000,5,0.46442042106378756,0.45505474847559857,0.08052483046061387,2.0,0.6683500047497224,0.1738236438215438,0.38972874888074904,-909.0,6,247.41717910766602,(((phi ** n) min (n + n)) + (n / n))
3,7,1000,1000,9,0.4118425497443654,0.47063196845429106,0.11752548180134353,2.0,0.1887159334520654,0.17111565684886426,0.4702444188632891,-550.0,5,80.25290083885193,((n ^ n) + sinh(sqrt((n + sinh(sqrt((n & n)))))))
